item,group,status,beforeItems,afterItems,obsolete,imprimatur
térébenthine de Venise,[narrow medical product],ambiguous,[Térébantine ; de venise] [Terebantine de Venise] [Terebentine ; de venise] [Therebantine de Venise] [Thérébentine ; de Venise],[Térébantine ; de venise] [Terebantine de Venise] [Terebentine ; de venise] [Therebantine de Venise] [Thérébentine ; de Venise],no,
térébenthine d' ???,[narrow medical product],ambiguous,[Teribantine d'...tain],[Teribantine d'...tain],no,
térébenthine compacte,[narrow medical product],ambiguous,[Résines ; Térébenthine ; compacte] [Résines ; Thérébenthine ; compacte] [Térébenthine ; compacte],[Résines ; Térébenthine ; compacte] [Résines ; Thérébenthine ; compacte] [Térébenthine ; compacte],no,
térébenthine commune,[narrow medical product],ambiguous,[Terebentine ; commune] [Thérébentine ; commune],[Terebentine ; commune] [Thérébentine ; commune],no,
térébenthine,[narrow medical product],ambiguous,[Drogueries ; pour peinture et teinture ; thérébenthine] [Drogue ; pour la peinture et la teinture ; térébenthine] [Drogue ; pour la peinture et la teinture ; Thérébentine] [Drogues ; pour la peinture et la teinture ; térébenthine] [Drogues ; Pour la peinture ; Térébanthine] [Drogues ; Pour la peinture ; Terebenthine] [Drogues ; thérébenthine] [Drogues ; therebentine] [Drogues terebentine] [Terbenthine] [Terebanthine] [terebantine] [Terebantine] [Térébantine] [terebenthine] [Terebenthine] [Térebenthine] [Térébenthine] [Terebentine] [Térébentine] [Terre Bentine] [therebantine] [Therebantine] [Therebanttine] [Therebenthine] [Thérébenthine] [therebentine] [Therebentine] [ThéreBentine] [Thérébentine] [Therebentines] [therebentinne] [Théreses de taffetas],[Drogueries ; pour peinture et teinture ; thérébenthine] [Drogue ; pour la peinture et la teinture ; térébenthine] [Drogue ; pour la peinture et la teinture ; Thérébentine] [Drogues ; pour la peinture et la teinture ; térébenthine] [Drogues ; Pour la peinture ; Térébanthine] [Drogues ; Pour la peinture ; Terebenthine] [Drogues ; thérébenthine] [Drogues ; therebentine] [Drogues terebentine] [Terbenthine] [Terebanthine] [terebantine] [Terebantine] [Térébantine] [terebenthine] [Terebenthine] [Térebenthine] [Térébenthine] [Terebentine] [Térébentine] [Terre Bentine] [therebantine] [Therebantine] [Therebanttine] [Therebenthine] [Thérébenthine] [therebentine] [Therebentine] [ThéreBentine] [Thérébentine] [Therebentines] [therebentinne] [Théreses de taffetas],no,
tartre térébenthine,[narrow medical product],ambiguous,[Drogues ; pour la peinture et teinture ; térébenthine],[Drogues ; pour la peinture et teinture ; térébenthine],no,
tartre et térébenthine,[narrow medical product],ambiguous,[Tartre et térébenthine] [Térébenthine et tartre],[Tartre et térébenthine] [Térébenthine et tartre],no,
tartre émétique,[narrow medical product],ambiguous,[Tartre ; emetique],[Tartre ; emetique],no,
tamarin gras,[narrow medical product],ambiguous,[TaMarin gras],[TaMarin gras],no,
tamarin,[narrow medical product],ambiguous,[Drogueries ; médecinales ; tamarin] [Drogueries ; médécinales ; tamarin] [Drogueries médicinales tamarin] [Drogues ; Medecinales en plantes ; Tamarin] [Drogues ; Médecinales en plantes ; Tamarin] [Drogues ; médecinales ; tamarin] [Drogues ; médécinales ; tamarin] [Drogues ; Médécinales ; Tamarin] [Drogues ; medicinales ; tamarin] [Drogues; Médicinales; Tamarin] [Tamarain] [tamarin] [Tamarin] [tamarins] [Tamarins] [Tamrin],[Drogueries ; médecinales ; tamarin] [Drogueries ; médécinales ; tamarin] [Drogueries médicinales tamarin] [Drogues ; Medecinales en plantes ; Tamarin] [Drogues ; Médecinales en plantes ; Tamarin] [Drogues ; médecinales ; tamarin] [Drogues ; médécinales ; tamarin] [Drogues ; Médécinales ; Tamarin] [Drogues ; medicinales ; tamarin] [Drogues; Médicinales; Tamarin] [Tamarain] [tamarin] [Tamarin] [tamarins] [Tamarins] [Tamrin],no,
suc de réglisse,[narrow medical product] [not a medical product],ambiguous,[Drogueries médicinales suc de réglisse] [Suc ; de reglisse] [Suc ; de réglisse] [suc de reglisse] [Suc de Reglisse] [Suc de réglisse],[Drogues ; médecinales ; suc ; de réglisse] [Drogues ; medicinales ; suc ; de reglisse] [Drogues ; médicinales ; Suc ; de reglisse] [Drogues; Médicinales; Suc de réglisse] [Drogueries médicinales suc de réglisse] [Suc ; de reglisse] [Suc ; de réglisse] [suc de reglisse] [Suc de Reglisse] [Suc de réglisse],no,
sublimé,[narrow medical product] [not a medical product],ambiguous,[Drogues ; Chimiques ; Sublimé] [Drogues ; composées Pour medecine ; Sublime] [sublime] [Sublime] [sublimé] [Sublimé],[Drogues ; médecinales ; sublime] [Drogues ; Chimiques ; Sublimé] [Drogues ; composées Pour medecine ; Sublime] [sublime] [Sublime] [sublimé] [Sublimé] [Drogueries métalliques et chimiques sublimé],no,
storax liquide,[narrow medical product],ambiguous,[Drogues ; médecinales ; storax ; liquide] [Drogues; Médicinales; Storax liquide] [Storax ; liquide] [Storax liquide],[Drogues ; médecinales ; storax ; liquide] [Drogues; Médicinales; Storax liquide] [Storax ; liquide] [Storax liquide],no,
storax calamin,[narrow medical product],ambiguous,[Storax ; calamin],[Storax ; calamin],no,
storax calames,[narrow medical product],ambiguous,[Storax ; calames] [Storax Catamus],[Storax ; calames] [Storax Catamus],no,
storax,[narrow medical product],ambiguous,[Drogueries ; médécinales ; storax] [Drogueries médicinales storax] [Drogues ; Composées pour ma médecine ; Storax] [Drogues ; composées Pour medecine ; Storax] [Drogues ; médécinales ; storax] [Drogues ; Médécinales ; Storax] [Drogues ; medicinales ; storax] [Drogues ; médicinales ; storax] [Drogues; Médicinales; Storax] [Estorax] [Storaix] [storax] [Storax] [Stovax],[Drogueries ; médécinales ; storax] [Drogueries médicinales storax] [Drogues ; Composées pour ma médecine ; Storax] [Drogues ; composées Pour medecine ; Storax] [Drogues ; médécinales ; storax] [Drogues ; Médécinales ; Storax] [Drogues ; medicinales ; storax] [Drogues ; médicinales ; storax] [Drogues; Médicinales; Storax] [Estorax] [Storaix] [storax] [Storax] [Stovax],no,
stira liquide,[narrow medical product],ambiguous,[Stira Liquide],[Stira Liquide],no,
stafisaigre,[narrow medical product],ambiguous,[Drogues ; médécinales ; stafisaigre] [Drogues ; Médécinales ; Stafisaigre],[Drogues ; médécinales ; stafisaigre] [Drogues ; Médécinales ; Stafisaigre],no,
stafisagre,[narrow medical product],ambiguous,[Stafis ; aigre] [Stafisagre] [Stafisaigne] [Stafisaigre] [Stafisnagre],[Stafis ; aigre] [Stafisagre] [Stafisaigne] [Stafisaigre] [Stafisnagre],no,
squine,[narrow medical product],ambiguous,[Drogueries médicinales squine] [Drogues ; médécinales ; squine] [squine] [Squine],[Drogueries médicinales squine] [Drogues ; médécinales ; squine] [squine] [Squine],no,
spode,[narrow medical product],ambiguous,[Spode],[Spode],no,
spinenardi,[narrow medical product],ambiguous,[Spinenardi],[Spinenardi],no,
spicanardi,[narrow medical product],ambiguous,[Spicanard] [Spicanardi] [spicanardy] [Spicanardy],[Spicanard] [Spicanardi] [spicanardy] [Spicanardy],no,
spicajudica,[narrow medical product],ambiguous,[Spicajudica],[Spicajudica],no,
spicaceltica,[narrow medical product],ambiguous,[Spicacellica] [Spicaceltica] [Spicaceltina] [Spicacettica],[Spicacellica] [Spicaceltica] [Spicaceltina] [Spicacettica],no,
sperme de baleine,[narrow medical product],ambiguous,[Sperme ; de baleine] [sperme de Baleine] [Sperme de baleine] [Sperme de Baleine],[Sperme ; de baleine] [sperme de Baleine] [Sperme de baleine] [Sperme de Baleine],no,
sperme,[narrow medical product],ambiguous,[Drogues; Sperme],[Drogues; Sperme],no,
spermaceti,[narrow medical product],ambiguous,[Sperma caeti] [Sperma certi] [Spermaceti] [Spermacety] [Spermaetty],[Sperma caeti] [Sperma certi] [Spermaceti] [Spermacety] [Spermaetty],no,
sivadille,[narrow medical product],ambiguous,[sivadille] [Sivadille],[sivadille] [Sivadille],no,
sirop de capitaine,[narrow medical product],ambiguous,[Sirop ; de capitaine],[Sirop ; de capitaine],no,
sirop de capillaire et autre composés,[narrow medical product],ambiguous,[sirop de capilaire et autre composées],[sirop de capilaire et autre composées],no,
sirop de capillaire,[narrow medical product],ambiguous,[Sirop ; capilaire] [sirop capilaire] [Sirop capilaire] [Sirop Capilaire] [Sirop capillaire] [Sirop Capillaire] [sirop ; de capilaire] [Sirop ; de capilaire] [Sirop ; de Capilaire] [Sirop ; de capilaires] [Sirop ; de capillaire] [sirop de capilaire] [Sirop de capilaire] [Sirop de Capilaire] [Sirop de capillaire] [Sirop de Capillaire] [Sirop de capitaires] [Sirop de crupilaire] [Sirop; de capilaire],[Sirop ; capilaire] [sirop capilaire] [Sirop capilaire] [Sirop Capilaire] [Sirop capillaire] [Sirop Capillaire] [sirop ; de capilaire] [Sirop ; de capilaire] [Sirop ; de Capilaire] [Sirop ; de capilaires] [Sirop ; de capillaire] [sirop de capilaire] [Sirop de capilaire] [Sirop de Capilaire] [Sirop de capillaire] [Sirop de Capillaire] [Sirop de capitaires] [Sirop de crupilaire] [Sirop; de capilaire],no,
sirop d'altea,[narrow medical product],ambiguous,[Sirop ; d'altea],[Sirop ; d'altea],no,
sirop d'alkermès,[narrow medical product],ambiguous,[sirop ; d'alherine'] [Sirop ; d'alherme] [Sirop ; d'alkerme] [Sirop ; d'alKerme] [Sirop ; d'Alkerme] [Sirop ; d'alkerme ?] [Sirop ; d'Alkerne] [Sirop d'alkerme] [Sirop d'Alkerme] [Sirop; d'alKerme],[sirop ; d'alherine'] [Sirop ; d'alherme] [Sirop ; d'alkerme] [Sirop ; d'alKerme] [Sirop ; d'Alkerme] [Sirop ; d'alkerme ?] [Sirop ; d'Alkerne] [Sirop d'alkerme] [Sirop d'Alkerme] [Sirop; d'alKerme],no,
simarouba,[narrow medical product],ambiguous,[Drogues ; Médecinales en plantes ; Simarouba],[Drogues ; Médecinales en plantes ; Simarouba],no,
simaboura,[narrow medical product],ambiguous,[Semacouba] [Simacouba] [simanombra] [simanombre] [Simaroba] [Simaroubas] [Sinacoubas] [Siramonbas],[Semacouba] [Simacouba] [simanombra] [simanombre] [Simaroba] [Simaroubas] [Sinacoubas] [Siramonbas],no,
serpentine,[narrow medical product],ambiguous,[Serpentine],[Serpentine],no,
séné en grabeau,[narrow medical product],ambiguous,[Drogues ; médecinales ; sené ; en grabau] [sené en grabeau] [Sené en grabeau],[Drogues ; médecinales ; sené ; en grabau] [sené en grabeau] [Sené en grabeau],no,
séné en follicule,[narrow medical product],ambiguous,[Séné en folicules],[Séné en folicules],no,
séné,[narrow medical product],ambiguous,[Drogueries ; médécinales ; séné] [Drogueries médicinales séné] [Drogueries ; séné] [Drogues ; Medecinales en plantes ; Sené] [Drogues ; Médecinales en plantes ; Séné] [///Drogues midicinales///Sené] [///Drogues médicinales///Séné] [///Drogues Médicinales///Séné] [Drogues ; médecinales ; sené] [Drogues ; Médécinales ; Sené] [Drogues ; médécinales ; séné] [Drogues ; Médécinales ; Senée] [Drogues ; medicinales ; séné] [Drogues ; médicinales ; sené] [Drogues ; médicinales ; séné] [Drogues; Médicinales; Sené] [Drogues ; séné],[Sene] [sené] [Sené] [Séné] [Senné] [Drogueries ; médécinales ; séné] [Drogueries médicinales séné] [Drogueries ; séné] [Drogues ; Medecinales en plantes ; Sené] [Drogues ; Médecinales en plantes ; Séné] [///Drogues midicinales///Sené] [///Drogues médicinales///Séné] [///Drogues Médicinales///Séné] [Drogues ; médecinales ; sené] [Drogues ; Médécinales ; Sené] [Drogues ; médécinales ; séné] [Drogues ; Médécinales ; Senée] [Drogues ; medicinales ; séné] [Drogues ; médicinales ; sené] [Drogues ; médicinales ; séné] [Drogues; Médicinales; Sené] [Drogues ; séné],no,
semencine,[narrow medical product],ambiguous,[semencine] [Semencine] [Semenime],[semencine] [Semencine] [Semenime],no,
semen contra,[narrow medical product],ambiguous,[Drogueries médicinales semencontra] [Drogues ; Médécinales ; Semen contra] [Drogues ; médécinales ; semens contra] [Semen ; cantra] [Semen ; contra] [semen contra] [Semen contra] [Semen coutra] [Semen-contra] [Semen-coutra] [semencontra] [Semencontra] [Semenecontra] [Sernen contra],[Drogueries médicinales semencontra] [Drogues ; Médécinales ; Semen contra] [Drogues ; médécinales ; semens contra] [Semen ; cantra] [Semen ; contra] [semen contra] [Semen contra] [Semen coutra] [Semen-contra] [Semen-coutra] [semencontra] [Semencontra] [Semenecontra] [Sernen contra],no,
sel tartre émétique,[narrow medical product],ambiguous,[Sel ; tartre ; émétique],[Sel ; tartre ; émétique],no,
sel Saturne,[narrow medical product],ambiguous,[Drogues ; chimiques et métalliques ; sel ; saturne] [Drogues ; chimiques et métalliques ; sel saturne] [Drogues chimiques et métalliques sel saturne] [Drogues ; Chimiques ; Sel saturne] [Sel saturne],[Drogues ; chimiques et métalliques ; sel ; saturne] [Drogues ; chimiques et métalliques ; sel saturne] [Drogues chimiques et métalliques sel saturne] [Drogues ; Chimiques ; Sel saturne] [Sel saturne],no,
sel policreste et d'Epsom,[narrow medical product],ambiguous,[sel policreste et d'Ipson],[sel policreste et d'Ipson],no,
sel médicinal divers,[narrow medical product],ambiguous,[Drogues ; de toutes espèces ; sels ; médécinals ; divers],[Drogues ; de toutes espèces ; sels ; médécinals ; divers],no,
sel médicinal,[narrow medical product],ambiguous,[Sel ; medecinal] [Sel ; médecinal] [Sel ; medicinal] [Sel ; médicinal] [Sel medecinal] [sel medecinale] [Sel medicinal] [Sel médicinal] [Sel; medecinal],[Sel ; medecinal] [Sel ; médecinal] [Sel ; medicinal] [Sel ; médicinal] [Sel medecinal] [sel medecinale] [Sel medicinal] [Sel médicinal] [Sel; medecinal],no,
sel Glauber,[narrow medical product],ambiguous,[Sel ; Glauber] [Sels glauber] [Sels globert],[Sel ; Glauber] [Sels glauber] [Sels globert],no,
sel émétique,[narrow medical product],ambiguous,[Sels ; emetique],[Sels ; emetique],no,
sel de tartre émétique,[narrow medical product],ambiguous,[Sel ; de tartre et metique],[Sel ; de tartre et metique],no,
sel de tamarin,[narrow medical product],ambiguous,[Drogues ; chimiques ; sel ; de tamarin] [Drogues ; Chimiques ; Sel de tamarin] [Sel ; de tamarin] [sel de tamarin] [Sel de tamarin] [Sel de tamarins] [Sels ; de tamarin],[Drogues ; chimiques ; sel ; de tamarin] [Drogues ; Chimiques ; Sel de tamarin] [Sel ; de tamarin] [sel de tamarin] [Sel de tamarin] [Sel de tamarins] [Sels ; de tamarin],no,
sel de seignette policreste et Glauber,[narrow medical product],ambiguous,[sel de seignette policreste et globere],[sel de seignette policreste et globere],no,
sel de Saturne,[narrow medical product],ambiguous,[Droguerie sel saturne] [Drogueries ; sel ; de saturne] [Drogues ; chimiques et métalliques ; sel ; de saturne] [Drogues ; chimique ; sel ; de saturne] [Drogues ; chimiques ; sel ; de saturne] [Drogues ; Chimiques ; Sel de Saturne] [Drogues chimiques sel de saturne] [Drogyes ; chimiques ; sel ; de saturne] [Drogues; Sel; De saturne] [Sel ; de Satturne] [Sel ; de saturne] [Sel ; de Saturne] [sel de Salurne] [sel de saturne] [Sel de saturne] [Sel de Saturne] [Sel; de saturne] [Sels ; de saturne] [Sels ; de Saturne] [Sels de saturne] [Sels de Saturne],[Droguerie sel saturne] [Drogueries ; sel ; de saturne] [Drogues ; chimiques et métalliques ; sel ; de saturne] [Drogues ; chimique ; sel ; de saturne] [Drogues ; chimiques ; sel ; de saturne] [Drogues ; Chimiques ; Sel de Saturne] [Drogues chimiques sel de saturne] [Drogyes ; chimiques ; sel ; de saturne] [Drogues; Sel; De saturne] [Sel ; de Satturne] [Sel ; de saturne] [Sel ; de Saturne] [sel de Salurne] [sel de saturne] [Sel de saturne] [Sel de Saturne] [Sel; de saturne] [Sels ; de saturne] [Sels ; de Saturne] [Sels de saturne] [Sels de Saturne],no,
sel de Glauber,[narrow medical product],ambiguous,[Drogues ; chimiques et métalliques ; sel ; de Globert] [Drogues ; Chimiques ; Sel de globerts] [Sel ; de glauber] [Sel ; de glaubert] [Sel ; de globert] [Sel ; de Globert] [Sel ; de globes] [Sel de glober] [Sel de globert] [Sel de Globert] [Sel; de globert] [Sels ; de globert] [Sels de Glauber],[Drogues ; chimiques et métalliques ; sel ; de Globert] [Drogues ; Chimiques ; Sel de globerts] [Sel ; de glauber] [Sel ; de glaubert] [Sel ; de globert] [Sel ; de Globert] [Sel ; de globes] [Sel de glober] [Sel de globert] [Sel de Globert] [Sel; de globert] [Sels ; de globert] [Sels de Glauber],no,
sel de corne de cerf,[narrow medical product],ambiguous,[Sel ; de corne ; de cerf],[Sel ; de corne ; de cerf],no,
sel d'Epsom et Glauber,[narrow medical product],ambiguous,[Sel ; d'Epsum et globert],[Sel ; d'Epsum et globert],no,
sel d'Epsom,[narrow medical product],ambiguous,[Drogueries métalliques et chimiques sels d'epsum] [Drogues ; chimiques et métalliques ; sel ; d'epsum] [Drogues ; Chimiques ; Sel d'epsum] [Sel ; d'Hypsum] [Sel ; d'ipsum] [Sel ; d'Ipsum] [Sel ; d'ypossum] [Sel ; d'yposum] [Sel ; d'ypsum] [Sel ; d'Ypsum] [Sel ; de Glauber] [Sel d'Epsom] [Sel d'epsum] [sel d'ipsum] [Sel d'ipsum] [Sel d'Ipsum] [Sel d'Ipsun] [Sel d'yposum] [Sel d'ypsum] [Sel d'Ypsum] [Sel D'ypsum] [sel dipsum] [Sel dipsum] [Sel Dipsum] [Sel; d'ypsum] [Sels ; d'ypsum] [Sels d'epsum] [Sels d'Epsum],[Drogueries métalliques et chimiques sels d'epsum] [Drogues ; chimiques et métalliques ; sel ; d'epsum] [Drogues ; Chimiques ; Sel d'epsum] [Sel ; d'Hypsum] [Sel ; d'ipsum] [Sel ; d'Ipsum] [Sel ; d'ypossum] [Sel ; d'yposum] [Sel ; d'ypsum] [Sel ; d'Ypsum] [Sel ; de Glauber] [Sel d'Epsom] [Sel d'epsum] [sel d'ipsum] [Sel d'ipsum] [Sel d'Ipsum] [Sel d'Ipsun] [Sel d'yposum] [Sel d'ypsum] [Sel d'Ypsum] [Sel D'ypsum] [sel dipsum] [Sel dipsum] [Sel Dipsum] [Sel; d'ypsum] [Sels ; d'ypsum] [Sels d'epsum] [Sels d'Epsum],no,
sel chimique de Glauber,[narrow medical product],ambiguous,[Sel chimique de glauber],[Sel chimique de glauber],no,
seamonnée,[narrow medical product],ambiguous,[Seamonnée],[Seamonnée],no,
scammonnée,[narrow medical product],ambiguous,[Escamonnée],[Escamonnée],no,
scammonée,[narrow medical product],ambiguous,[Drogueries ; médécinales ; scamoné] [Drogueries médicinales scamonée] [Drogues ; Composées pour ma médecine ; Scamonée] [Drogues ; composées Pour medecine ; Scamousée] [Drogues ; médécinales ; scamonée] [Drogues ; Médécinales ; Seamanée] [Drogues ; Médécinales ; Seamonée] [Drogues ; medicinales ; scamonée] [Scamenée] [Scammonée] [Scamoncé] [Scamone] [Scamoné] [scamonée] [Scamonée] [Scamonnée],[Drogueries ; médécinales ; scamoné] [Drogueries médicinales scamonée] [Drogues ; Composées pour ma médecine ; Scamonée] [Drogues ; composées Pour medecine ; Scamousée] [Drogues ; médécinales ; scamonée] [Drogues ; Médécinales ; Seamanée] [Drogues ; Médécinales ; Seamonée] [Drogues ; medicinales ; scamonée] [Scamenée] [Scammonée] [Scamoncé] [Scamone] [Scamoné] [scamonée] [Scamonée] [Scamonnée],no,
sauge,[narrow medical product],ambiguous,[Sauge],[Sauge],no,
saude,[narrow medical product],ambiguous,[saude],[saude],no,
sassafras,[narrow medical product],ambiguous,[Salsafra] [salsaphra] [Sassafras] [saxafra] [Saxafra] [saxafrac] [Saxafrais] [Saxafras] [Saxafrax] [saxsafra],[Salsafra] [salsaphra] [Sassafras] [saxafra] [Saxafra] [saxafrac] [Saxafrais] [Saxafras] [Saxafrax] [saxsafra],no,
santal citrin,[narrow medical product],ambiguous,[Santal ; citrin] [Santal citrin] [sandal sitrin],[Santal ; citrin] [Santal citrin] [sandal sitrin],no,
santal blanc,[narrow medical product],ambiguous,[Sandal ; blanc] [Santal ; blanc],[Sandal ; blanc] [Santal ; blanc],no,
santal Blanc,[narrow medical product],ambiguous,[Santal Blanc],[Santal Blanc],no,
sang dragon fin,[narrow medical product],ambiguous,[Sang dragon ; fin] [Sang dragon fin],[Sang dragon ; fin] [Sang dragon fin],no,
sang dragon,[narrow medical product],ambiguous,[Drogues ; Composées pour ma médecine ; Sang dragon] [Drogues ; composées Pour medecine ; Sang dragon] [Sang-dragon],[Drogues ; Composées pour ma médecine ; Sang dragon] [Drogues ; composées Pour medecine ; Sang dragon] [Sang-dragon],no,
sang de dragon commun,[narrow medical product],ambiguous,[sang de dragon commun],[sang de dragon commun],no,
sang de dragon,[narrow medical product],ambiguous,[Sang ; de dragon] [sang de dragon] [Sang de dragon] [Sang de Dragon],[Sang ; de dragon] [sang de dragon] [Sang de dragon] [Sang de Dragon],no,
salsepareille,[narrow medical product],ambiguous,[Drogueries ; médecinales ; salsepareille] [Drogueries ; médécinales ; salsepareille] [Drogueries médicinales salsepareille] [Drogues ; de toutes espèces ; Salsepareille] [Drogues ; Medecinales en plantes ; Salsepareille] [Drogues ; Médecinales en plantes ; Salsepareille] [///Drogues médicinales///Salsepareille] [///Drogues Médicinales///Salsepareille] [///Drogues midicinales///Salsepareille] [Drogues ; médecinales ; salsepareille] [Drogues ; médécinales ; salsepareille] [Drogues ; médécinales ; Salsepareille] [Drogues ; Médécinales ; Salsepareille] [Drogues ; medicinales ; salsepareille] [Drogues ; médicinales ; salsepareille] [Drogues; Médicinales; Salsepareille] [Salesepareille] [Salespareilles] [Salpareille] [Salse pareille] [Salsepaille] [salsepareille] [Salsepareille] [Salspareille] [Solsepareille],[Drogueries ; médecinales ; salsepareille] [Drogueries ; médécinales ; salsepareille] [Drogueries médicinales salsepareille] [Drogues ; de toutes espèces ; Salsepareille] [Drogues ; Medecinales en plantes ; Salsepareille] [Drogues ; Médecinales en plantes ; Salsepareille] [///Drogues médicinales///Salsepareille] [///Drogues Médicinales///Salsepareille] [///Drogues midicinales///Salsepareille] [Drogues ; médecinales ; salsepareille] [Drogues ; médécinales ; salsepareille] [Drogues ; médécinales ; Salsepareille] [Drogues ; Médécinales ; Salsepareille] [Drogues ; medicinales ; salsepareille] [Drogues ; médicinales ; salsepareille] [Drogues; Médicinales; Salsepareille] [Salesepareille] [Salespareilles] [Salpareille] [Salse pareille] [Salsepaille] [salsepareille] [Salsepareille] [Salspareille] [Solsepareille],no,
salsafras,[narrow medical product],ambiguous,[salsafras],[salsafras],no,
sagapenum,[narrow medical product],ambiguous,[Sagapenum],[Sagapenum],no,
sagapemun,[narrow medical product],ambiguous,[Sagapemun],[Sagapemun],no,
sableuée,[narrow medical product],ambiguous,[Drogues ; Composées pour ma médecine ; Sableuée],[Drogues ; Composées pour ma médecine ; Sableuée],no,
rognures de gaïac,[narrow medical product],ambiguous,[Rapure de gaiac],[Rapure de gaiac],no,
rognures de corne de cerf,[narrow medical product],ambiguous,[Rapure ; de corne ; de cerf] [Rapure ; de corne de cerf] [Rapure de corne de cerf] [Rapures ; de corne de cerf] [Râpures ; de cornes de cerf],[Rapure ; de corne ; de cerf] [Rapure ; de corne de cerf] [Rapure de corne de cerf] [Rapures ; de corne de cerf] [Râpures ; de cornes de cerf],no,
rhubarbe fil,[narrow medical product],ambiguous,[Rubarbe fil],[Rubarbe fil],no,
rhubarbe et mechoacam,[narrow medical product],ambiguous,[Rhubarbe et Méchoacan],[Rhubarbe et Méchoacan],no,
rhubarbe des Indes,[narrow medical product],ambiguous,[Marchandises provenant du commerce français dans l'Inde ; Rhubarbe],[Marchandises provenant du commerce français dans l'Inde ; Rhubarbe],no,
rhubarbe de Moscovie,[narrow medical product],ambiguous,[Rhubarbe ; de moscovie] [rhubarbe de moscovie] [Rubarbe ; de moscovie] [Rubarbe de Moscoue] [Rubarbe de MOSCOUE] [rubarbe de moscovie] [Rubarbe de moscovie] [Rubarbe de Moscovie],[Rhubarbe ; de moscovie] [rhubarbe de moscovie] [Rubarbe ; de moscovie] [Rubarbe de Moscoue] [Rubarbe de MOSCOUE] [rubarbe de moscovie] [Rubarbe de moscovie] [Rubarbe de Moscovie],no,
rhubarbe,[narrow medical product],ambiguous,[Drogueries ; médécinales ; rhubarbe] [Drogueries médicinales rhubarbe] [Drogues ; de toutes espèces ; rhubarbe] [Drogues ; Medecinales en plantes ; Rhubarbe] [Drogues ; Médecinales en plantes ; Rhubarbe] [Drogues ; médecinales ; rhubarbe] [Drogues ; médécinales ; rhubarbe] [Drogues ; Médécinales ; Rhubarbe] [Drogues ; medicinales ; rhubarbe] [Drogues ; médicinales ; rhubarbe] [Drogues médicinales rhubarbe] [Drogues; Médicinales; Rubarbe] [Drogues ; rhubarbe] [rhubarbe] [Rhubarbe] [Rhubarde] [rubanbe] [rubarbe] [Rubarbe] [Rubarbes],[Drogueries ; médécinales ; rhubarbe] [Drogueries médicinales rhubarbe] [Drogues ; de toutes espèces ; rhubarbe] [Drogues ; Medecinales en plantes ; Rhubarbe] [Drogues ; Médecinales en plantes ; Rhubarbe] [Drogues ; médecinales ; rhubarbe] [Drogues ; médécinales ; rhubarbe] [Drogues ; Médécinales ; Rhubarbe] [Drogues ; medicinales ; rhubarbe] [Drogues ; médicinales ; rhubarbe] [Drogues médicinales rhubarbe] [Drogues; Médicinales; Rubarbe] [Drogues ; rhubarbe] [rhubarbe] [Rhubarbe] [Rhubarde] [rubanbe] [rubarbe] [Rubarbe] [Rubarbes],no,
