numerodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,pays,direction,value,,
83,Stephen Jackson,,,,1771,imports,1,Flandre Autrichienne,Amiens,4849,,
84,Stephen Jackson,,,,1771,imports,1,Flandre Autrichienne,Bayonne,37000,,
85,Stephen Jackson,,,,1771,imports,1,Flandre Autrichienne,Caën,92622,,
86,Stephen Jackson,,,,1771,imports,1,Flandre Autrichienne,Charleville,77203,,
87,Stephen Jackson,,,,1771,imports,1,Flandre Autrichienne,Flandre,6648896,,
88,Stephen Jackson,,,,1771,imports,1,Flandre Autrichienne,Nantes,42943,,
89,Stephen Jackson,,,,1771,imports,1,Flandre Autrichienne,Roüen,1126823,,
90,Stephen Jackson,,,,1771,imports,1,Flandre Autrichienne,Saint Quentin,259507,,
91,Stephen Jackson,,,,1771,exports,1,Flandre Autrichienne,Amiens,498059,,
92,Stephen Jackson,,,,1771,exports,1,Flandre Autrichienne,Bayonne,925559,,
93,Stephen Jackson,,,,1771,exports,1,Flandre Autrichienne,Bordeaux,5555392,,
94,Stephen Jackson,,,,1771,exports,1,Flandre Autrichienne,Bourgogne,97595,,
95,Stephen Jackson,,,,1771,exports,1,Flandre Autrichienne,Caën,3771,,
96,Stephen Jackson,,,,1771,exports,1,Flandre Autrichienne,Châlons,421302,,
97,Stephen Jackson,,,,1771,exports,1,Flandre Autrichienne,Charleville,95027,,
98,Stephen Jackson,,,,1771,exports,1,Flandre Autrichienne,Flandre,6564466,,
99,Stephen Jackson,,,,1771,exports,1,Flandre Autrichienne,La Rochelle,261635,,
100,Stephen Jackson,,,,1771,exports,1,Flandre Autrichienne,Lyon,841618,,
101,Stephen Jackson,,,,1771,exports,1,Flandre Autrichienne,Montpellier,6740,,
102,Stephen Jackson,,,,1771,exports,1,Flandre Autrichienne,Nantes,766314,,
103,Stephen Jackson,,,,1771,exports,1,Flandre Autrichienne,Roüen,481810,,
104,Stephen Jackson,,,,1771,exports,1,Flandre Autrichienne,Saint Quentin,378064,,
105,Stephen Jackson,,,,1771,imports,1,Geneve,Lyon,197490,,
106,Stephen Jackson,,,,1771,exports,1,Geneve,Bourgogne,6225,,
107,Stephen Jackson,,,,1771,exports,1,Geneve,Châlons,1792,,
108,Stephen Jackson,,,,1771,exports,1,Geneve,Flandre,42348,,
109,Stephen Jackson,,,,1771,exports,1,Geneve,Langres,1000,,
110,Stephen Jackson,,,,1771,exports,1,Geneve,Lyon,639759,,
111,Stephen Jackson,,,,1771,exports,1,Geneve,Marseille,1845,,
112,Stephen Jackson,,,,1771,exports,1,Geneve,Montpellier,2750,,
113,Stephen Jackson,,,,1771,exports,1,Geneve,Roüen,96063,,
114,Stephen Jackson,,,,1771,exports,1,Geneve,Saint Quentin,11900,,
115,Stephen Jackson,,,,1771,imports,1,Hollande,Amiens,709450,,
116,Stephen Jackson,,,,1771,imports,1,Hollande,Bayonne,2004438,,
117,Stephen Jackson,,,,1771,imports,1,Hollande,Bordeaux,17476533,,
118,Stephen Jackson,,,,1771,imports,1,Hollande,Caën,251464,,
119,Stephen Jackson,,,,1771,imports,1,Hollande,La Rochelle,1466693,,
120,Stephen Jackson,,,,1771,imports,1,Hollande,Marseille,5620366,,
121,Stephen Jackson,,,,1771,imports,1,Hollande,Montpellier,436,,
122,Stephen Jackson,,,,1771,imports,1,Hollande,Nantes,1386896,,
123,Stephen Jackson,,,,1771,imports,1,Hollande,Rennes,708385,,
124,Stephen Jackson,,,,1771,imports,1,Hollande,Roüen,7630839,,
125,Stephen Jackson,,,,1771,imports,1,Hollande,Saint Quentin,118103,,
126,Stephen Jackson,,,,1771,exports,1,Hollande,Amiens,50879,,
127,Stephen Jackson,,,,1771,exports,1,Hollande,Bayonne,970934,,
128,Stephen Jackson,,,,1771,exports,1,Hollande,Bordeaux,23244619,,
129,Stephen Jackson,,,,1771,exports,1,Hollande,Bourgogne,100,,
130,Stephen Jackson,,,,1771,exports,1,Hollande,Caën,1678,,
131,Stephen Jackson,,,,1771,exports,1,Hollande,Châlons,25488,,
132,Stephen Jackson,,,,1771,exports,1,Hollande,La Rochelle,306822,,
133,Stephen Jackson,,,,1771,exports,1,Hollande,Lyon,335427,,
134,Stephen Jackson,,,,1771,exports,1,Hollande,Marseille,2181241,,
135,Stephen Jackson,,,,1771,exports,1,Hollande,Montpellier,1232454,,
136,Stephen Jackson,,,,1771,exports,1,Hollande,Nantes,5221011,,
137,Stephen Jackson,,,,1771,exports,1,Hollande,Rennes,870885,,
138,Stephen Jackson,,,,1771,exports,1,Hollande,Roüen,4128138,,
139,Stephen Jackson,,,,1771,exports,1,Hollande,Saint Quentin,167790,,
140,Stephen Jackson,,,,1771,imports,1,Italie,Lyon,3180,,
141,Stephen Jackson,,,,1771,imports,1,Italie,Marseille,5630571,,
142,Stephen Jackson,,,,1771,imports,1,Italie,Montpellier,1363149,,
143,Stephen Jackson,,,,1771,imports,1,Italie,Roüen,2773645,,
144,Stephen Jackson,,,,1771,exports,1,Italie,Amiens,515825,,
145,Stephen Jackson,,,,1771,exports,1,Italie,Bordeaux,7937219,,
146,Stephen Jackson,,,,1771,exports,1,Italie,Bourgogne,650,,
147,Stephen Jackson,,,,1771,exports,1,Italie,Caën,12362,,
148,Stephen Jackson,,,,1771,exports,1,Italie,Châlons,247009,,
149,Stephen Jackson,,,,1771,exports,1,Italie,Flandre,127535,,
150,Stephen Jackson,,,,1771,exports,1,Italie,La Rochelle,219225,,
151,Stephen Jackson,,,,1771,exports,1,Italie,Lyon,9048752,,
152,Stephen Jackson,,,,1771,exports,1,Italie,Marseille,11808878,,
153,Stephen Jackson,,,,1771,exports,1,Italie,Montpellier,183921,,
154,Stephen Jackson,,,,1771,exports,1,Italie,Nantes,524247,,
155,Stephen Jackson,,,,1771,exports,1,Italie,Narbonne,88675,,
156,Stephen Jackson,,,,1771,exports,1,Italie,Roüen,377342,,
157,Stephen Jackson,,,,1771,exports,1,Italie,Saint Quentin,498680,,
158,Stephen Jackson,,,,1771,imports,1,Naples et Sicile,Marseille,12496500,,
159,Stephen Jackson,,,,1771,exports,1,Naples et Sicile,Amiens,1080,,
160,Stephen Jackson,,,,1771,exports,1,Naples et Sicile,Lyon,51126,,
161,Stephen Jackson,,,,1771,exports,1,Naples et Sicile,Marseille,3503867,,
162,Stephen Jackson,,,,1771,exports,1,Naples et Sicile,Saint Quentin,109060,,
163,Stephen Jackson,,,,1771,imports,1,Genes,Lyon,6700,,
164,Stephen Jackson,,,,1771,imports,1,Genes,Marseille,4195575,,
165,Stephen Jackson,,,,1771,imports,1,Genes,Roüen,0,,
166,Stephen Jackson,,,,1771,exports,1,Genes,Châlons,7307,,
167,Stephen Jackson,,,,1771,exports,1,Genes,Lyon,17435,,
168,Stephen Jackson,,,,1771,exports,1,Genes,Marseille,4897873,,
169,Stephen Jackson,,,,1771,exports,1,Genes,Narbonne,6365,,
170,Stephen Jackson,,,,1771,exports,1,Genes,Saint Quentin,13860,,
171,Stephen Jackson,,,,1771,imports,1,Venise,[vide],4594661,,
172,Stephen Jackson,,,,1771,exports,1,Venise,Lyon,14505,,
173,Stephen Jackson,,,,1771,exports,1,Venise,Marseille,1410960,,
174,Stephen Jackson,,,,1771,exports,1,Venise,Roüen,222749,,
175,Stephen Jackson,,,,1771,imports,1,Levant,Marseille,35752213,,
176,Stephen Jackson,,,,1771,exports,1,Levant,Flandre,1558584,,
177,Stephen Jackson,,,,1771,exports,1,Levant,Marseille,29291995,,
178,Stephen Jackson,,,,1771,imports,1,Nord,Amiens,118403,,
179,Stephen Jackson,,,,1771,imports,1,Nord,Bayonne,580162,,
180,Stephen Jackson,,,,1771,imports,1,Nord,Bordeaux,3284676,,
181,Stephen Jackson,,,,1771,imports,1,Nord,La Rochelle,144919,,
182,Stephen Jackson,,,,1771,imports,1,Nord,Marseille,12442,,
183,Stephen Jackson,,,,1771,imports,1,Nord,Nantes,588741,,
184,Stephen Jackson,,,,1771,imports,1,Nord,Roüen,3049265,,
185,Stephen Jackson,,,,1771,exports,1,Nord,Amiens,2250,,
186,Stephen Jackson,,,,1771,exports,1,Nord,Bayonne,338262,,
187,Stephen Jackson,,,,1771,exports,1,Nord,Bordeaux,32158723,,
188,Stephen Jackson,,,,1771,exports,1,Nord,Caën,2377,,
189,Stephen Jackson,,,,1771,exports,1,Nord,La Rochelle,2230905,,
190,Stephen Jackson,,,,1771,exports,1,Nord,Marseille,442300,,
191,Stephen Jackson,,,,1771,exports,1,Nord,Nantes,6481992,,
192,Stephen Jackson,,,,1771,exports,1,Nord,Rennes,500569,,
193,Stephen Jackson,,,,1771,exports,1,Nord,Roüen,4202152,,
194,Stephen Jackson,,,,1771,imports,1,"Portugal et Isles Terceres, Madère et Açores",Amiens,12245,,
195,Stephen Jackson,,,,1771,imports,1,"Portugal et Isles Terceres, Madère et Açores",Bayonne,102205,,
196,Stephen Jackson,,,,1771,imports,1,"Portugal et Isles Terceres, Madère et Açores",Marseille,433675,,
197,Stephen Jackson,,,,1771,imports,1,"Portugal et Isles Terceres, Madère et Açores",Nantes,21769,,
198,Stephen Jackson,,,,1771,imports,1,"Portugal et Isles Terceres, Madère et Açores",Rennes,7800,,
199,Stephen Jackson,,,,1771,imports,1,"Portugal et Isles Terceres, Madère et Açores",Roüen,1675725,,
200,Stephen Jackson,,,,1771,exports,1,"Portugal et Isles Terceres, Madère et Açores",Amiens,100965,,problème de somme
201,Stephen Jackson,,,,1771,exports,1,"Portugal et Isles Terceres, Madère et Açores",Bayonne,117570,,problème de somme
202,Stephen Jackson,,,,1771,exports,1,"Portugal et Isles Terceres, Madère et Açores",Bourgogne,487,,problème de somme
203,Stephen Jackson,,,,1771,exports,1,"Portugal et Isles Terceres, Madère et Açores",Châlons,769563,,problème de somme
204,Stephen Jackson,,,,1771,exports,1,"Portugal et Isles Terceres, Madère et Açores",Flandre,6836,,problème de somme
205,Stephen Jackson,,,,1771,exports,1,"Portugal et Isles Terceres, Madère et Açores",Lyon,538520,,problème de somme
206,Stephen Jackson,,,,1771,exports,1,"Portugal et Isles Terceres, Madère et Açores",Marseille,465557,,problème de somme
207,Stephen Jackson,,,,1771,exports,1,"Portugal et Isles Terceres, Madère et Açores",Nantes,777734,,problème de somme
208,Stephen Jackson,,,,1771,exports,1,"Portugal et Isles Terceres, Madère et Açores",Rennes,495892,,problème de somme
209,Stephen Jackson,,,,1771,exports,1,"Portugal et Isles Terceres, Madère et Açores",Roüen,1034857,,problème de somme
210,Stephen Jackson,,,,1771,exports,1,"Portugal et Isles Terceres, Madère et Açores",Saint Quentin,297640,,problème de somme
211,Stephen Jackson,,,,1771,imports,1,Russie,Bordeaux,61688,,
212,Stephen Jackson,,,,1771,imports,1,Russie,La Rochelle,23923,,
213,Stephen Jackson,,,,1771,imports,1,Russie,Marseille,1577742,,
214,Stephen Jackson,,,,1771,imports,1,Russie,Nantes,298252,,
215,Stephen Jackson,,,,1771,imports,1,Russie,Rennes,185062,,
216,Stephen Jackson,,,,1771,imports,1,Russie,Roüen,992179,,
217,Stephen Jackson,,,,1771,exports,1,Russie,Amiens,11400,,
218,Stephen Jackson,,,,1771,exports,1,Russie,Bordeaux,12257269,,
219,Stephen Jackson,,,,1771,exports,1,Russie,Bourgogne,975,,
220,Stephen Jackson,,,,1771,exports,1,Russie,Flandre,22320,,
221,Stephen Jackson,,,,1771,exports,1,Russie,Lyon,1020,,
222,Stephen Jackson,,,,1771,exports,1,Russie,Marseille,60773,,
223,Stephen Jackson,,,,1771,exports,1,Russie,Roüen,680393,,
224,Stephen Jackson,,,,1771,exports,1,Russie,Saint Quentin,22680,,
225,Stephen Jackson,,,,1771,imports,1,Savoye et Piemont,Lyon,883699,,
226,Stephen Jackson,,,,1771,imports,1,Savoye et Piemont,Marseille,6501155,,
227,Stephen Jackson,,,,1771,imports,1,Savoye et Piemont,Narbonne,7975,,
228,Stephen Jackson,,,,1771,exports,1,Savoye et Piemont,Amiens,14142,,
229,Stephen Jackson,,,,1771,exports,1,Savoye et Piemont,Bourgogne,24111,,
230,Stephen Jackson,,,,1771,exports,1,Savoye et Piemont,Châlons,182395,,
231,Stephen Jackson,,,,1771,exports,1,Savoye et Piemont,Flandre,41937,,
232,Stephen Jackson,,,,1771,exports,1,Savoye et Piemont,Lyon,4225090,,
233,Stephen Jackson,,,,1771,exports,1,Savoye et Piemont,Marseille,3485657,,
234,Stephen Jackson,,,,1771,exports,1,Savoye et Piemont,Montpellier,490,,
235,Stephen Jackson,,,,1771,exports,1,Savoye et Piemont,Roüen,621406,,
236,Stephen Jackson,,,,1771,exports,1,Savoye et Piemont,Saint Quentin,27020,,
237,Stephen Jackson,,,,1771,imports,1,Suede,Amiens,32725,,
238,Stephen Jackson,,,,1771,imports,1,Suede,Bordeaux,1040536,,
239,Stephen Jackson,,,,1771,imports,1,Suede,La Rochelle,4818,,
240,Stephen Jackson,,,,1771,imports,1,Suede,Marseille,908033,,
241,Stephen Jackson,,,,1771,imports,1,Suede,Montpellier,2653,,
242,Stephen Jackson,,,,1771,imports,1,Suede,Nantes,600813,,
243,Stephen Jackson,,,,1771,imports,1,Suede,Rennes,253705,,
244,Stephen Jackson,,,,1771,imports,1,Suede,Roüen,1188250,,
245,Stephen Jackson,,,,1771,exports,1,Suede,Bordeaux,4533771,,
246,Stephen Jackson,,,,1771,exports,1,Suede,Flandre,13080,,
247,Stephen Jackson,,,,1771,exports,1,Suede,La Rochelle,23279,,
248,Stephen Jackson,,,,1771,exports,1,Suede,Marseille,202381,,
249,Stephen Jackson,,,,1771,exports,1,Suede,Montpellier,371824,,
250,Stephen Jackson,,,,1771,exports,1,Suede,Nantes,296586,,
251,Stephen Jackson,,,,1771,exports,1,Suede,Roüen,111537,,
252,Stephen Jackson,,,,1771,exports,1,Suede,Saint Quentin,5460,,
253,Stephen Jackson,,,,1771,imports,1,Suisse,Bourgogne,560985,,
254,Stephen Jackson,,,,1771,imports,1,Suisse,Lyon,1291406,,
255,Stephen Jackson,,,,1771,exports,1,Suisse,Amiens,109299,,
256,Stephen Jackson,,,,1771,exports,1,Suisse,Bordeaux,4744151,,
257,Stephen Jackson,,,,1771,exports,1,Suisse,Bourgogne,1736423,,
258,Stephen Jackson,,,,1771,exports,1,Suisse,Châlons,72338,,
259,Stephen Jackson,,,,1771,exports,1,Suisse,Flandre,100942,,
260,Stephen Jackson,,,,1771,exports,1,Suisse,Langres,375550,,
261,Stephen Jackson,,,,1771,exports,1,Suisse,Lyon,1544629,,
262,Stephen Jackson,,,,1771,exports,1,Suisse,Montpellier,880,,
263,Stephen Jackson,,,,1771,exports,1,Suisse,Roüen,243252,,
264,Stephen Jackson,,,,1771,exports,1,Suisse,Saint Quentin,16240,,
265,Stephen Jackson,,,,1771,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Bayonne,236648,,
266,Stephen Jackson,,,,1771,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Bordeaux,163020682,,
267,Stephen Jackson,,,,1771,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Flandre,332349,,
268,Stephen Jackson,,,,1771,imports,1,Isles Françoises de l’Amérique et Terre Neuve,La Rochelle,2354498,,
269,Stephen Jackson,,,,1771,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Marseille,12775907,,
270,Stephen Jackson,,,,1771,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Nantes,18514545,,
271,Stephen Jackson,,,,1771,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Rennes,2244678,,
272,Stephen Jackson,,,,1771,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Roüen,15533612,,
273,Stephen Jackson,,,,1771,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Amiens,1470,,
274,Stephen Jackson,,,,1771,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Bayonne,179688,,
275,Stephen Jackson,,,,1771,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Bordeaux,7572069,,
276,Stephen Jackson,,,,1771,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Flandre,554690,,
277,Stephen Jackson,,,,1771,exports,1,Isles Françoises de l’Amérique et Terre Neuve,La Rochelle,836249,,
278,Stephen Jackson,,,,1771,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Marseille,8424370,,
279,Stephen Jackson,,,,1771,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Montpellier,2100,,
280,Stephen Jackson,,,,1771,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Nantes,4215907,,
281,Stephen Jackson,,,,1771,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Rennes,418369,,
282,Stephen Jackson,,,,1771,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Roüen,4576005,,
283,Stephen Jackson,,,,1771,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Saint Quentin,425600,,
284,Stephen Jackson,,,,1771,exports,1,Guinée,Bordeaux,585948,,
285,Stephen Jackson,,,,1771,exports,1,Guinée,La Rochelle,1668837,,
286,Stephen Jackson,,,,1771,exports,1,Guinée,Nantes,1816197,,
287,Stephen Jackson,,,,1771,exports,1,Guinée,Rennes,215966,,
288,Stephen Jackson,,,,1771,exports,1,Guinée,Roüen,622562,,
289,Stephen Jackson,,,,1771,imports,1,Indes Orientalles,Rennes,12579962,,
290,Stephen Jackson,,,,1771,imports,1,Indes Orientalles,Roüen,22327,,
291,Stephen Jackson,,,,1771,exports,1,Indes Orientalles,Amiens,8657,,problème de somme
292,Stephen Jackson,,,,1771,exports,1,Indes Orientalles,Bordeaux,261645,,problème de somme
293,Stephen Jackson,,,,1771,exports,1,Indes Orientalles,Châlons,22645,,problème de somme
294,Stephen Jackson,,,,1771,exports,1,Indes Orientalles,La Rochelle,320533,,problème de somme
295,Stephen Jackson,,,,1771,exports,1,Indes Orientalles,Nantes,71832,,problème de somme
296,Stephen Jackson,,,,1771,exports,1,Indes Orientalles,Rennes,1336998,,problème de somme
