dutchtranslation,unit,tax_office,quantity,exportimport,product_prix,product,product_Original,sitc1digit,sitc18thc,alternativenames
zalm (gerookt),aantal,stphillipe,417,import,,saumons fumés,smoked salmon,0,0a,
zalm (gerookt),aantal,herve,2,transit,,saumons fumés,smoked salmon,0,0a,
zalm (gerookt),aantal,brugge,9,import,,saumons fumés,smoked salmon,0,0a,
zalm (gerookt),aantal,herve,2,export,,saumons fumés,smoked salmon,0,0a,
zalm (gezouten),ton,marche,1.5,import,,saumon salé,salted salmon,,,
zalm (gezouten),ton,ieper,1.25,export,,saumon salé,salted salmon,,,
zalm (gezouten),ton,brussel,16.479166,export,,saumon salé,salted salmon,,,
zalm (gezouten),ton,doornik,1.125,export,,saumon salé,salted salmon,,,
zalm (gezouten),ton,brugge,132.375,import,,saumon salé,salted salmon,,,
zalm (gezouten),ton,charleroi,.625,export,,saumon salé,salted salmon,,,
zalm (gezouten),ton,nieuwpoort,4,import,,saumon salé,salted salmon,,,
zalm (gezouten),ton,turnhout,2.75,import,,saumon salé,salted salmon,,,
zalm (gezouten),ton,luxemburg,.125,import,,saumon salé,salted salmon,,,
zalm (gezouten),ton,namen,.125,export,,saumon salé,salted salmon,,,
zalm (gezouten),ton,stphillipe,4,transit,,saumon salé,salted salmon,,,
zalm (gezouten),ton,herve,1.125,transit,,saumon salé,salted salmon,,,
zalm (gezouten),ton,luxemburg,.625,transit,,saumon salé,salted salmon,,,
zalm (gezouten),ton,stphillipe,713.5,import,,saumon salé,salted salmon,,,
zalm (gezouten),ton,tienen,1.025,export,,saumon salé,salted salmon,,,
zalm (gezouten),ton,oostende,5.125,import,,saumon salé,salted salmon,,,
zalm (gezouten),ton,gent,310.54166,import,,saumon salé,salted salmon,,,
zalm (verse),aantal,charleroi,3,export,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,antwerpen,1643,export,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,gent,995,export,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,turnhout,101,import,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,sintniklaas,1,import,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,namen,1,export,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,antwerpen,263,import,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,ieper,2,import,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,namen,5,transit,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,bergen,2,export,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,charleroi,4,import,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,chimay,5,transit,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,namen,242,import,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,sintniklaas,32,export,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,doornik,12,export,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,brussel,111,export,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,nieuwpoort,5,import,fresh salmon,saumons frais,fresh salmon,0,0a,
zalm (verse),aantal,chimay,3,import,fresh salmon,saumons frais,fresh salmon,0,0a,
zand,gulden,doornik,5,export,,sable,sand,2,2,sable commun
zand,gulden,stphillipe,28,import,,sable,sand,2,2,sable commun
zand,gulden,kortrijk,310,export,,sable,sand,2,2,sable commun
zand,gulden,luxemburg,4,import,,sable,sand,2,2,sable commun
zand,gulden,tienen,1,export,,sable,sand,2,2,sable commun
zand,gulden,namen,19,export,,sable,sand,2,2,sable commun
zand,gulden,gent,31,export,,sable,sand,2,2,sable commun
zand,gulden,kortrijk,12,import,,sable,sand,2,2,sable commun
zand,gulden,bergen,80,export,,sable,sand,2,2,sable commun
zand,gulden,turnhout,58,import,,sable,sand,2,2,sable commun
zand,gulden,chimay,10,export,,sable,sand,2,2,sable commun
zand,gulden,luxemburg,20,export,,sable,sand,2,2,sable commun
zand,gulden,brugge,31,export,,sable,sand,2,2,sable commun
zand,gulden,ieper,46,import,,sable,sand,2,2,sable commun
zand,gulden,brussel,183,export,,sable,sand,2,2,sable commun
zand,gulden,stvith,1,transit,,sable,sand,2,2,sable commun
zeeduivel,manden,nieuwpoort,.5,import,,vlottes,angler,0,0a,"vlottes, la mande de 20 pieces"
zeeduivel,manden,brussel,69.625,export,,vlottes,angler,0,0a,"vlottes, la mande de 20 pieces"
zeeduivel,manden,doornik,17,import,,vlottes,angler,0,0a,"vlottes, la mande de 20 pieces"
zeeduivel,manden,sintniklaas,13.05,import,,vlottes,angler,0,0a,"vlottes, la mande de 20 pieces"
zeeduivel,manden,turnhout,4,import,,vlottes,angler,0,0a,"vlottes, la mande de 20 pieces"
zeeduivel,manden,ieper,54,import,,vlottes,angler,0,0a,"vlottes, la mande de 20 pieces"
zeeduivel,manden,bergen,.64999998,export,,vlottes,angler,0,0a,"vlottes, la mande de 20 pieces"
zeeduivel,manden,namen,.30000001,export,,vlottes,angler,0,0a,"vlottes, la mande de 20 pieces"
zeefdoek,gulden,namen,10,export,,toile à tamis,tammy cloth,6,6,
zeefdoek,gulden,luxemburg,12,import,,toile à tamis,tammy cloth,6,6,
zeefdoek,gulden,sintniklaas,5,export,,toile à tamis,tammy cloth,6,6,
zeefdoek,gulden,namen,100,import,,toile à tamis,tammy cloth,6,6,
zeefdoek,gulden,ieper,34,import,,toile à tamis,tammy cloth,6,6,
zeefdoek,gulden,brussel,45,export,,toile à tamis,tammy cloth,6,6,
zeefdoek,gulden,doornik,78,export,,toile à tamis,tammy cloth,6,6,
zeefdoek,gulden,bergen,159,import,,toile à tamis,tammy cloth,6,6,
zeefdoek,gulden,herve,99,import,,toile à tamis,tammy cloth,6,6,
zeefdoek,gulden,turnhout,37,import,,toile à tamis,tammy cloth,6,6,
zeefdoek,gulden,doornik,1084,import,,toile à tamis,tammy cloth,6,6,
zeefdoek,gulden,kortrijk,151,import,,toile à tamis,tammy cloth,6,6,
zeefdoek,gulden,chimay,60,export,,toile à tamis,tammy cloth,6,6,
zeefdoek,gulden,bergen,24,export,,toile à tamis,tammy cloth,6,6,
zeefdoek,gulden,kortrijk,45,export,,toile à tamis,tammy cloth,6,6,
zeekreeften,aantal,ieper,22,import,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,sintniklaas,1972,import,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,brugge,6418,export,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,charleroi,20,export,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,nieuwpoort,26,import,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,stphillipe,135350,import,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,bergen,71,export,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,brussel,724,export,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,doornik,150,export,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,gent,7452,import,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,herve,6,transit,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,herve,6,export,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,gent,782,export,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,antwerpen,1560,export,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,namen,6,export,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,herve,13,import,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,doornik,10,import,,escrevisses de mer,sea lobsters,0,0a,
zeekreeften,aantal,kortrijk,200,export,,escrevisses de mer,sea lobsters,0,0a,
zeep (ballen of stukken) en pommade,gulden,kortrijk,129,import,,pommades et savonnettes,soap in pieces,5,5,"pomades, savonettes et pate à laver les mains"
zeep (ballen of stukken) en pommade,gulden,bergen,4,export,,pommades et savonnettes,soap in pieces,5,5,"pomades, savonettes et pate à laver les mains"
zeep (ballen of stukken) en pommade,gulden,doornik,413,import,,pommades et savonnettes,soap in pieces,5,5,"pomades, savonettes et pate à laver les mains"
zeep (ballen of stukken) en pommade,gulden,herve,14,import,,pommades et savonnettes,soap in pieces,5,5,"pomades, savonettes et pate à laver les mains"
zeep (ballen of stukken) en pommade,gulden,brussel,664,import,,pommades et savonnettes,soap in pieces,5,5,"pomades, savonettes et pate à laver les mains"
zeep (ballen of stukken) en pommade,gulden,ieper,66,import,,pommades et savonnettes,soap in pieces,5,5,"pomades, savonettes et pate à laver les mains"
zeep (ballen of stukken) en pommade,gulden,bergen,40,import,,pommades et savonnettes,soap in pieces,5,5,"pomades, savonettes et pate à laver les mains"
zeep (ballen of stukken) en pommade,gulden,oostende,30,export,,pommades et savonnettes,soap in pieces,5,5,"pomades, savonettes et pate à laver les mains"
zeep (ballen of stukken) en pommade,gulden,tienen,16,import,,pommades et savonnettes,soap in pieces,5,5,"pomades, savonettes et pate à laver les mains"
zeep (ballen of stukken) en pommade,gulden,oostende,177,import,,pommades et savonnettes,soap in pieces,5,5,"pomades, savonettes et pate à laver les mains"
zeep (ballen of stukken) en pommade,gulden,brussel,75,transit,,pommades et savonnettes,soap in pieces,5,5,"pomades, savonettes et pate à laver les mains"
zeep (ballen of stukken) en pommade,gulden,sintniklaas,3,export,,pommades et savonnettes,soap in pieces,5,5,"pomades, savonettes et pate à laver les mains"
zeep (ballen of stukken) en pommade,gulden,brugge,107,import,,pommades et savonnettes,soap in pieces,5,5,"pomades, savonettes et pate à laver les mains"
zeep (ballen of stukken) en pommade,gulden,namen,11,import,,pommades et savonnettes,soap in pieces,5,5,"pomades, savonettes et pate à laver les mains"
zeep (ballen of stukken) en pommade,gulden,brussel,80,export,,pommades et savonnettes,soap in pieces,5,5,"pomades, savonettes et pate à laver les mains"
zeep (wit en gemarmerd),pond,herve,8748.5,import,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,marche,2608,transit,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,oostende,62102,import,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,kortrijk,526,import,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,chimay,348,transit,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,luxemburg,234,transit,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,herve,1634,transit,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,antwerpen,12,export,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,gent,424,import,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,stphillipe,9923,import,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,brugge,6528,transit,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,doornik,1.5,import,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,bergen,26,export,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,namen,119,export,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,brussel,4879,transit,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,stvith,610,transit,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,luxemburg,4,export,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,tienen,5,export,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,bergen,251,import,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,stvith,600.5,import,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,brugge,50461,import,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,oostende,320,transit,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,marche,1831,import,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,kortrijk,2,export,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,brugge,2,export,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,oostende,50,export,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,ieper,1506,import,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,luxemburg,21948.5,import,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,charleroi,101.5,export,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,chimay,14.5,export,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,brussel,6016,export,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,tienen,74,import,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,nieuwpoort,7073,import,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (wit en gemarmerd),pond,sintniklaas,240,import,white soap,savon blanc et marbré,soap (white and marbled),5,5,
zeep (zwart),ton,bergen,60.625,export,,savon noir,black soap,5,5,
zeep (zwart),ton,charleroi,141.04167,export,,savon noir,black soap,5,5,
zeep (zwart),ton,luxemburg,.5,transit,,savon noir,black soap,5,5,
zeep (zwart),ton,charleroi,.5,transit,,savon noir,black soap,5,5,
zeep (zwart),ton,tienen,107.04166,export,,savon noir,black soap,5,5,
zeep (zwart),ton,namen,3.25,import,,savon noir,black soap,5,5,
zeep (zwart),ton,sintniklaas,3.75,export,,savon noir,black soap,5,5,
zeep (zwart),ton,turnhout,4.75,export,,savon noir,black soap,5,5,
zeep (zwart),ton,doornik,2.75,export,,savon noir,black soap,5,5,
zeep (zwart),ton,stvith,38.9375,import,,savon noir,black soap,5,5,
zeep (zwart),ton,stvith,6.75,export,,savon noir,black soap,5,5,
zeep (zwart),ton,luxemburg,13.75,export,,savon noir,black soap,5,5,
zeep (zwart),ton,bergen,6,import,,savon noir,black soap,5,5,
zeep (zwart),ton,brussel,246,export,,savon noir,black soap,5,5,
zeep (zwart),ton,chimay,215.25,transit,,savon noir,black soap,5,5,
zeep (zwart),ton,doornik,.125,import,,savon noir,black soap,5,5,
zeep (zwart),ton,ieper,.375,export,,savon noir,black soap,5,5,
zeep (zwart),ton,chimay,1.875,export,,savon noir,black soap,5,5,
zeep (zwart),ton,namen,109.875,export,,savon noir,black soap,5,5,
zeeschelpen,pond,kortrijk,610,import,,coquilles de mer,sea shells,2,2,
zeeschelpen,pond,stphillipe,4,import,,coquilles de mer,sea shells,2,2,
zeeschelpen,pond,bergen,16,import,,coquilles de mer,sea shells,2,2,
zeeschelpen,pond,namen,48,export,,coquilles de mer,sea shells,2,2,
zeeschelpen,pond,brussel,233,import,,coquilles de mer,sea shells,2,2,
zeeschelpen,pond,doornik,15,import,,coquilles de mer,sea shells,2,2,
zeeschelpen,pond,brussel,377,export,,coquilles de mer,sea shells,2,2,
zeeschelpen,pond,brugge,15,import,,coquilles de mer,sea shells,2,2,
zeeschelpen,pond,oostende,56.5,import,,coquilles de mer,sea shells,2,2,
zeeschelpen,pond,gent,290,import,,coquilles de mer,sea shells,2,2,
zegellak,pond,nieuwpoort,4,import,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,turnhout,818.5,import,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,bergen,158.5,import,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,ieper,10,import,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,kortrijk,50,export,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,sintniklaas,29,export,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,tienen,16,import,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,antwerpen,2,import,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,luxemburg,1,import,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,brussel,12,import,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,stphillipe,229,import,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,brussel,4,export,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,doornik,266.25,import,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,marche,2,import,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,oostende,39,import,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,kortrijk,33.5,import,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,tienen,19,export,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,herve,12,import,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,stvith,9,import,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zegellak,pond,gent,41,import,,cire d'Espagne à cacheter,sealing wax,8,8,cire d'Espagne
zemelmeel,gulden,doornik,10,import,,son de farinne,bran flour,0,0a,son de farines
zemelmeel,gulden,chimay,15,import,,son de farinne,bran flour,0,0a,son de farines
zemelmeel,gulden,stvith,3,export,,son de farinne,bran flour,0,0a,son de farines
zemelmeel,gulden,sintniklaas,9,export,,son de farinne,bran flour,0,0a,son de farines
zemelmeel,gulden,bergen,54,import,,son de farinne,bran flour,0,0a,son de farines
zemelmeel,gulden,stvith,7,import,,son de farinne,bran flour,0,0a,son de farines
zemelmeel,gulden,bergen,1,export,,son de farinne,bran flour,0,0a,son de farines
zemelmeel,gulden,doornik,1,export,,son de farinne,bran flour,0,0a,son de farines
zemelmeel,gulden,herve,2,export,,son de farinne,bran flour,0,0a,son de farines
zemelmeel,gulden,kortrijk,36,import,,son de farinne,bran flour,0,0a,son de farines
zemelmeel,gulden,namen,4,import,,son de farinne,bran flour,0,0a,son de farines
zeven (gemaakt en nog te maken),dozijn,bergen,61.666668,import,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,doornik,2,import,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,doornik,25,export,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,chimay,145.33333,import,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,stvith,3.8333333,import,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,ieper,5.5,export,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,turnhout,61,import,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,bergen,32,export,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,gent,14,export,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,tienen,37,export,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,nieuwpoort,2,export,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,nieuwpoort,11,import,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,sintniklaas,8,export,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,charleroi,81.666664,import,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,charleroi,10,export,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,namen,71.5,import,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,brugge,16.416666,export,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,antwerpen,226,export,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,herve,55.583332,import,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,luxemburg,14.5,import,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,brugge,1.5,import,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,ieper,89,import,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,turnhout,13.5,export,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,kortrijk,15.5,import,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,chimay,12.833333,export,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,marche,45.583332,import,,tamis faits et à faire,sieves,6,6,
zeven (gemaakt en nog te maken),dozijn,tienen,27.083334,import,,tamis faits et à faire,sieves,6,6,
zijde (geverfde en naai-),pond,kortrijk,24,export,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,marche,.5,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,chimay,.83333331,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,turnhout,121.125,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,nieuwpoort,2,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,bergen,22.1875,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,brussel,36.875,transit,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,chimay,9.75,transit,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,brugge,3.0625,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,bergen,12,export,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,brussel,37.90625,export,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,namen,6.8125,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,stvith,23.0625,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,oostende,1.5,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,tienen,3,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,oostende,47.5,export,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,charleroi,.0625,export,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,luxemburg,102.5,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,ieper,4,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,herve,.3125,export,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,antwerpen,.25,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,stphillipe,8,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,tienen,121.625,export,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,brussel,51,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,kortrijk,8.8125,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,turnhout,9.5,export,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,herve,3.34375,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,doornik,12.25,import,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,stvith,73.5,transit,,soye teinte et à coudre,painted silk,6,6c,
zijde (geverfde en naai-),pond,antwerpen,2584.75,export,,soye teinte et à coudre,painted silk,6,6c,
zijde (resten en stalen),gulden,herve,150,transit,,echantillons et morceaux de soye,silk (pieces and samples),2,2,morceaux et echantillons de soyerie
zijde (resten en stalen),gulden,chimay,4,import,,echantillons et morceaux de soye,silk (pieces and samples),2,2,morceaux et echantillons de soyerie
zijde (resten en stalen),gulden,doornik,389,import,,echantillons et morceaux de soye,silk (pieces and samples),2,2,morceaux et echantillons de soyerie
zijde (resten en stalen),gulden,namen,3,import,,echantillons et morceaux de soye,silk (pieces and samples),2,2,morceaux et echantillons de soyerie
zijde (resten en stalen),gulden,herve,72,import,,echantillons et morceaux de soye,silk (pieces and samples),2,2,morceaux et echantillons de soyerie
zijde (ruwe),pond,brussel,13.4375,export,crude silk,soye crue,crude silk,2,2,
zijde (ruwe),pond,turnhout,20645.25,import,crude silk,soye crue,crude silk,2,2,
zijde (ruwe),pond,namen,3,import,crude silk,soye crue,crude silk,2,2,
zijde (ruwe),pond,tienen,46,import,crude silk,soye crue,crude silk,2,2,
zijde (ruwe),pond,doornik,102.625,import,crude silk,soye crue,crude silk,2,2,
zijde (ruwe),pond,oostende,1291,import,crude silk,soye crue,crude silk,2,2,
zijde (ruwe),pond,brugge,1755.25,import,crude silk,soye crue,crude silk,2,2,
zijde (ruwe),pond,brussel,24869,transit,crude silk,soye crue,crude silk,2,2,
zijde (ruwe),pond,antwerpen,1712.5,export,crude silk,soye crue,crude silk,2,2,
zijde (ruwe),pond,gent,51,export,crude silk,soye crue,crude silk,2,2,
zijde (ruwe),pond,bergen,21,import,crude silk,soye crue,crude silk,2,2,
zijde (ruwe),pond,brussel,35.0625,import,crude silk,soye crue,crude silk,2,2,
zijde (ruwe),pond,antwerpen,8154.125,import,crude silk,soye crue,crude silk,2,2,
zijde (ruwe),pond,kortrijk,14.25,import,crude silk,soye crue,crude silk,2,2,
zijde (ruwe),pond,kortrijk,523,export,crude silk,soye crue,crude silk,2,2,
zijde (ruwe),pond,stphillipe,11472,import,crude silk,soye crue,crude silk,2,2,
zijden stoffen,el,bergen,49,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,doornik,1309,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,tienen,8,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,nieuwpoort,19.71875,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,luxemburg,9,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,bergen,16.5,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,brussel,577,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,luxemburg,2756.25,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,stvith,66.5,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,sintniklaas,3,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,sintniklaas,4.8125,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,herve,1495.5,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
