numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
813,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Ouvrages de cuivre doré,Espagne,,,,300,0,,En valeur
814,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Ouvrages d'architecture,Espagne,,,,400,0,,En valeur
815,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,,Ouvrages de fer,Bayonne,,,,565,0,,En valeur
816,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,,Ouvrages de fer,Espagne,,,,1209,0,,En valeur
817,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Ouvrages de fondeur,Bayonne,,,,500,0,,En valeur
818,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Ouvrages de fondeur,Espagne,,,,150,0,,En valeur
819,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Ouvrages de mode,Espagne,,,,2164,0,,En valeur
820,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Ouvrages de mode,Espagne,,,,1804,0,,En valeur
821,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Ouvrages de mode,Bayonne,,,,150,0,,En valeur
822,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Ouvrages de mode,Espagne,,,,330,0,,En valeur
823,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Ouvrages de chapeaux de paille,Espagne,36,Douzaines,30,1080,0,,
824,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Ouvrages de chapeaux de paille,Bayonne,29,Douzaines,30,870,0,,
825,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Ouvrages de chapeaux de paille,Espagne,53,Douzaines,30,1590,0,,
826,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Ouvrages de porcelaine,Espagne,,,,4205,0,,En valeur
827,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Bigorre,Ouvrages de peaux,Espagne,,,,510,0,,En valeur
828,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,,Ouvrages de terre divers,Espagne,,,,2340,0,,En valeur
829,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,,Papiers divers,Espagne,,,,946,0,,En valeur
830,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Papier à lettre,Espagne,"261,5",Rames,12,3138,0,2899,
831,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Papier grand format,Espagne,106,Rames,24,2544,0,,
832,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Bigorre,Papier ordinaire,Espagne,11828,Rames,"5,5",65054,0,98759,
833,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Papier ordinaire,Espagne,24126,Rames,"5,5",132693,0,201029,
834,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Papier peint,Espagne,1985,,,1970,,,Pas d'unité de mesure ni de prix unitaire
835,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Papier peint,Espagne,1447,,,1376,,,Pas d'unité de mesure ni de prix unitaire
836,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Papier de musique,Espagne,380,Livres,"2,5",950,0,,
837,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,24,1789,Bayonne,Saint-Esprit de Bayonne,,Parfumerie diverse,Espagne,,,,1864,0,,En valeur
838,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Parasols de soye,Espagne,972,Nombre,,16571,,,Pas de prix unitaire
839,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Parasols de soye,Espagne,156,Nombre,,1872,,,Pas de prix unitaire
840,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Passementerie,Espagne,,,,960,0,,En valeur
841,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,,Pelleterie diverse,Bayonne,,,,282,0,,En valeur
842,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,,Pelleterie diverse,Espagne,,,,1236,0,,En valeur
843,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Pelleterie apprêtée,Espagne,1495,,,5709,,,Pas de prix unitaire
844,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,,Peaux diverses,Bayonne,,,,270,0,,En valeur
845,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,,Peaux diverses,Espagne,,,,2087,0,,En valeur
846,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Capbreton,Peaux de chiens de mer,Bayonne,647,Nombre,,1340,,,Pas de prix unitaire
847,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Poitou,Peaux de dain,Espagne,"124,5",Douzaines,,12576,,,Pas de prix unitaire
848,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Peaux de moutons en blanc,Espagne,15,Douzaines,,508,,,Pas de prix unitaire
849,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Peaux de moutons en blanc,Portugal,487,Douzaines,,23376,,,Pas de prix unitaire
850,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Bigorre,Peaux de moutons bazannées,Espagne,67,Douzaines,,1106,,,Pas de prix unitaire
851,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Poitou,Peaux de moutons en chamois,Espagne,422,Douzaines,18,7596,0,,
852,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Orléans,Peaux de moutons en chamois,Espagne,217,Douzaines,18,3906,0,,
853,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,Peaux de moutons en chamois,Espagne,77,Douzaines,18,1386,0,,
854,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Peaux de moutons en chamois,Espagne,245,Douzaines,18,4410,0,,
855,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Peaux de moutons en chamois,Espagne,200,Douzaines,18,3600,0,,
856,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Peaux de moutons en megie,Espagne,663,Douzaines,21,13923,0,,
857,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Peaux de moutons en megie,Portugal,220,Douzaines,21,4620,0,,
858,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Peaux de moutons en megie,Hollande,198,Douzaines,21,3158,-1000,,Erreur de calcul
859,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,Peaux de moutons en noir,Espagne,109,Douzaines,21,2289,0,,
860,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Dauphiné,Peaux de veaux apprêtées,Espagne,12,Douzaines,100,1200,0,,
861,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Orléans,Peaux de veaux en peignes,Espagne,"18,75",Douzaines,,1310,,,Pas de prix unitaire
862,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Peaux de veaux en peignes,Espagne,298,Nombre,,1490,,,Pas de prix unitaire
863,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Peaux de veaux en peignes,Espagne,27,Douzaines,,1876,,,Pas de prix unitaire
864,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,,Pierres diverses,Bayonne,,,,890,0,,En valeur
865,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Pierres fausses non montées,Espagne,,,,9140,0,,En valeur
866,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Pierres fausses non montées,Espagne,,,,1040,0,,En valeur
867,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,Plomb en planches,Pays de labour,500,Livres,"0,36",180,0,,
868,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,,Plumes diverses,Espagne,,,,1580,0,,En valeur
869,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Plumes doye,Bayonne,11200,Livres,1,11200,0,,
870,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Plumes doye,Espagne,18629,Livres,1,18629,0,,
871,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Navarre,Platre,Bayonne,132000,Livres,,1056,,,Pas de prix unitaire
872,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Poil de chevre,Espagne,,,,1930,0,,En valeur
873,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Terre neuve,Poissons de mer morue,Bayonne,4980,Livres,"0,34",1693,"-0,2",,
874,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,,Poissons de mer sardine,Pays de labour,,,,3496,,,Qauntités
875,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Porcelaine,Espagne,3978,Livres,6,23868,0,,
876,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Quincaillerie fine d'acier,Espagne,6860,Livres,,5218,,,Pas de prix unitaire
877,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Beaujolais,Quincaillerie fine d'acier,Espagne,985,,,850,,,Pas d'unité de mesure ni de prix unitaire
878,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Auvergne,Quincaillerie fine d'acier,Espagne,1446,,,2560,,,Pas d'unité de mesure ni de prix unitaire
879,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Quincaillerie de cuivre,Espagne,,,,1300,0,,En valeur
880,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Normandie,Quincaillerie de cuivre,Espagne,,,,2240,0,,En valeur
881,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,,Quincaillerie de fer clouds,Espagne,,,,721,0,,En valeur
882,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Auvergne,Quincaillerie de fer ordinaire,Espagne,12801,,,17031,,,Pas d'unité de mesure ni de prix unitaire
883,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Quincaillerie de fer ordinaire,Espagne,4982,,,4125,,,Pas de prix unitaire
884,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Angoumoins,Quincaillerie de fer ordinaire,Espagne,1090,,,1140,,,Pas d'unité de mesure ni de prix unitaire
885,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,25,1789,Bayonne,Saint-Esprit de Bayonne,Bigorre,Quincaillerie de fer ordinaire clouds,Espagne,20650,,,6814,,,Pas d'unité de mesure ni de prix unitaire
886,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,,Rubans divers,Espagne,,,,2179,0,,En valeur
887,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Auvergne,Rubans de fil,Espagne,661,,,1762,,,Pas d'unité de mesure ni de prix unitaire
888,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Rubans de soye,Espagne,188,Livres,50,9400,0,,
889,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Rubans de soye,Espagne,9297,Livres,50,464850,0,,
890,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Rubans de soye et dorure,Espagne,,,,2150,,,"23 livres et 11 onces, pas de prix unitaire"
891,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Rubans de velours,Espagne,"69,5",,,3200,,,Pas d'unité de mesure ni de prix unitaire
892,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Provence,Savon,Bayonne,540,Livres,"0,6",324,0,,
893,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Sel,Bayonne,,Livres,"0,1",3166,3166,,6 muids et 7 septiers à 10 £ le quintal
894,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Bretagne,Sel,Bayonne,,Livres,"0,1",39975,39975,,"83 muids, 3 septiers 1 minot et 2 ? À 10£ le quintal"
895,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Sel,Bayonne,,Livres,"0,1",35550,35550,,47 muids et 3 minots
896,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Soye a coudre,Espagne,"175,5",Livres,30,5265,0,,
897,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Soye a coudre,Espagne,"78,5",Livres,30,3075,720,,Erreur de calcul
898,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,,Sucrerie,Espagne,,,,495,0,,En valeur
899,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Pays basques,Suif en chandelle,Bayonne,2947,Livres,"0,85",2504,"-0,95",,
900,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,Suif en chandelle,Bayonne,811,Livres,"0,8",648,"-0,8",,
901,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Pays basques,Suif en rame,Bayonne,16925,Livres,"0,5",8463,"0,5",,
902,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Tabac rapé,Espagne,49,,,176,,,Pas d'unité de mesure ni de prix unitaire
903,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Tableaux,Espagne,,,,150,0,,En valeur
904,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,,Tapis et tapisserie,Espagne,,,,920,0,,En valeur
905,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,,Toiles diverses,Espagne,,,,1922,0,,En valeur
906,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Flandre,Toiles a carreaux,Espagne,1025,,,4200,,,Pas d'unité de mesure ni de prix unitaire
907,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,,Toiles de chanvre diverse,Espagne,,,,736,0,,En valeur
908,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Toiles de chanvre teinte,Espagne,780,Livres,,2915,,,Pas d'unité de mesure ni de prix unitaire
909,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Beaujolais,Toiles de chanvre teinte,Espagne,1785,,,4763,,,Pas d'unité de mesure ni de prix unitaire
