filepath,nb_line,diff_nb_line,sources,source_types
sources/Local/AD17_41_ETP_271_9483_La_Rochelle_Exports_1760.csv,127,127,AD17 41 ETP 271/9483,Local
sources/Local/AD17_41_ETP_271_9484_La_Rochelle_Exports_1761.csv,141,141,AD17 41 ETP 271/9484,Local
sources/Local/AD17_41_ETP_271_9485_La_Rochelle_Exports_1762.csv,110,110,AD17 41 ETP 271/9485,Local
sources/Local/AD17_41_ETP_271_9487_La_Rochelle_Exports_1765.csv,233,233,AD17 41 ETP 271/9487,Local
sources/Local/AD17_41_ETP_271_9488_La_Rochelle_Exports_1766.csv,184,184,AD17 41 ETP 271/9488,Local
sources/Local/AD17_41_ETP_271_9489_La_Rochelle_Exports_1767.csv,211,211,AD17 41 ETP 271/9489,Local
sources/Local/AD17_41_ETP_271_9490_La_Rochelle_Exports_1768.csv,175,175,AD17 41 ETP 271/9490,Local
sources/Local/AD17_41_ETP_271_9491_La_Rochelle_Exports_1769.csv,161,161,AD17 41 ETP 271/9491,Local
sources/Local/AD17_41_ETP_271_9492_La_Rochelle_Exports_1770.csv,223,223,AD17 41 ETP 271/9492,Local
sources/Local/AD17_41_ETP_271_9493_La_Rochelle_Exports_1771.csv,218,218,AD17 41 ETP 271/9493,Local
sources/Local/AD17_41_ETP_271_9494_La_Rochelle_Exports_1772.csv,238,238,AD17 41 ETP 271/9494,Local
sources/Local/AD17_41_ETP_271_9495_La_Rochelle_Exports_1773.csv,231,231,AD17 41 ETP 271/9495,Local
sources/Local/AD17_41_ETP_271_9496_La_Rochelle_Exports_1774.csv,231,231,AD17 41 ETP 271/9496,Local
sources/Local/AD17_41_ETP_271_9497_La_Rochelle_Exports_1775.csv,203,203,AD17 41 ETP 271/9497,Local
sources/Local/AD17_41_ETP_271_9498_La_Rochelle_Exports_1776.csv,202,202,AD17 41 ETP 271/9498,Local
sources/Local/AD17_41_ETP_271_9499_La_Rochelle_Exports_1778.csv,189,189,AD17 41 ETP 271/9499,Local
sources/Local/AD17_41_ETP_271_9500_La_Rochelle_Exports_1779.csv,101,101,AD17 41 ETP 271/9500,Local
sources/Local/AD17_41_ETP_271_9501_La_Rochelle_Exports_1780.csv,100,100,AD17 41 ETP 271/9501,Local
sources/Local/AD33_C4268_Bordeaux_Imports_1719.csv,337,337,AD33 C4268,Local
sources/Local/AD33_C4268_Bordeaux_Imports_1720.csv,308,308,AD33 C4268,Local
sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,194,194,AD33 C4268,Local
sources/Local/AD33_C4268_Bordeaux_Imports_1739.csv,188,188,AD33 C4268,Local
sources/Local/AD33_C4269_Bordeaux_Imports_1721.csv,389,389,AD33 C4269,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1718.csv,315,315,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1720.csv,309,309,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1721.csv,245,245,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1723.csv,303,303,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1724.csv,243,243,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1725.csv,191,191,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1726.csv,218,218,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1728.csv,282,282,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1729.csv,206,206,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1730.csv,208,208,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1731.csv,127,127,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1732.csv,176,176,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1733.csv,187,187,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1734.csv,199,199,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1735.csv,199,199,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1736.csv,206,206,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1737.csv,250,250,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1738.csv,318,318,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1739.csv,252,252,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1740.csv,313,313,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1752.csv,334,334,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1753.csv,268,268,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1754.csv,267,267,AD33 C4386,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1742.csv,553,553,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1743.csv,565,565,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1744.csv,354,354,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1745.csv,246,246,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1746.csv,347,347,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1747.csv,267,267,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1748.csv,292,292,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1749.csv,374,374,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1750.csv,392,392,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1751.csv,344,344,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1752.csv,334,334,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1753.csv,268,268,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1754.csv,267,267,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1755.csv,234,234,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1756.csv,212,212,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1757.csv,233,233,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1758.csv,167,167,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1759.csv,155,155,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1760.csv,148,148,AD33 C4387,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,161,161,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,165,165,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1763.csv,228,228,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1764.csv,200,200,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1765.csv,198,198,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,195,195,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1767.csv,190,190,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1768.csv,201,201,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1769.csv,216,216,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1770.csv,206,206,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1772.csv,213,213,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1773.csv,201,201,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1774.csv,259,259,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1775.csv,215,215,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1776.csv,279,279,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1777.csv,251,251,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1778.csv,232,232,AD33 C4388,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1723.csv,463,463,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1724.csv,463,463,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1725.csv,313,313,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1726.csv,241,241,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1728.csv,283,283,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1729.csv,173,173,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1730.csv,228,228,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1731.csv,245,245,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1732.csv,208,208,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1733.csv,230,230,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1734.csv,220,220,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1735.csv,178,178,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1736.csv,178,178,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1738.csv,226,226,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,218,218,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1741.csv,368,368,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1742.csv,358,358,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1743.csv,353,353,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1744.csv,330,330,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1745.csv,282,282,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1746.csv,311,311,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1747.csv,239,239,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1748.csv,388,388,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1749.csv,370,370,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1750.csv,362,362,AD33 C4389,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1751.csv,364,364,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1752.csv,389,389,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1753.csv,367,367,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1754.csv,327,327,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1755.csv,332,332,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1756.csv,307,307,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1757.csv,321,321,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1758.csv,265,265,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1759.csv,308,308,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1760.csv,276,276,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1761.csv,339,339,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1762.csv,301,301,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1763.csv,303,303,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1765.csv,235,235,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1766.csv,228,228,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1767.csv,211,211,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1768.csv,189,189,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1769.csv,216,216,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1770.csv,220,220,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,231,231,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1772.csv,147,147,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1773.csv,213,213,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1774.csv,177,177,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1775.csv,200,200,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1776.csv,193,193,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1777.csv,200,200,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1778.csv,200,200,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1780.csv,260,260,AD33 C4390,Local
sources/Local/AD34_C5488_Montpellier_Exports_1732.csv,180,180,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Exports_1733.csv,175,175,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Exports_1735.csv,295,295,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Exports_1736.csv,166,166,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Exports_1737.csv,167,167,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Exports_1738.csv,268,268,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Exports_1739.csv,168,168,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Imports_1732.csv,124,124,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Imports_1733.csv,120,120,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Imports_1736.csv,115,115,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Imports_1737.csv,123,123,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Imports_1738.csv,53,53,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Imports_1739.csv,125,125,AD34 C5488,Local
sources/Local/AD44_C706_Nantes_Exports_1728.csv,618,618,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1731.csv,792,792,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1732.csv,700,700,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1734.csv,732,732,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1735.csv,780,780,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1736.csv,693,693,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1737.csv,674,674,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1739.csv,764,764,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1740.csv,679,679,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1741.csv,807,807,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1742.csv,837,837,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1743.csv,782,782,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1744.csv,600,600,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1745.csv,518,518,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1751.csv,570,570,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1752.csv,577,577,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1753.csv,634,634,AD44 C706,Local
