new sourcepath,nb line bdd_centrale,old source.s,source type.s,nb old sourcepath.s,old sourcepath.s,columns removed
AD44_C706_Rennes_Exports_1714,1184,AD44 C706,Out,1,Out/Rennes - Sorties - 1714.csv,
AD44_C706_Rennes_Imports_1714,1210,AD44 C706,Out,1,Out/Rennes - Entrées - 1714.csv,
AD44_C716_Rennes_Imports_1757,171,AD44 C716,Out,1,Out/Rennes - Entrées - 1757 - bis.csv,
AN_F12_1667_Saint-Quentin_Imports_1789,3,AN F12 1667,Out,1,Out/1789 - Imports - Saint-Quentin - bis.csv,
AN_F12_1834A_Exports_1671,17,AN F12 1834A,Out,1,Out/1671.csv,
AN_F12_1834A_Imports_1671,1565,AN F12 1834A,Out,1,Out/1671.csv,
Bibliotheque_Historique_de_la_Ville_de_Paris_Fonds_Montyon_101FOSS_25_Marseille_Imports_1720,12,Bibliothèque Historique de la Ville de Paris Fonds Montyon 101FOSS/25,Out,1,Out/Levant - Imports - 1720-1722.csv,
Bibliotheque_Historique_de_la_Ville_de_Paris_Fonds_Montyon_101FOSS_25_Marseille_Imports_1721,12,Bibliothèque Historique de la Ville de Paris Fonds Montyon 101FOSS/25,Out,1,Out/Levant - Imports - 1720-1722.csv,
Bibliotheque_Historique_de_la_Ville_de_Paris_Fonds_Montyon_101FOSS_25_Marseille_Imports_1722,12,Bibliothèque Historique de la Ville de Paris Fonds Montyon 101FOSS/25,Out,1,Out/Levant - Imports - 1720-1722.csv,
Bibliotheque_Historique_de_la_Ville_de_Paris_Fonds_Montyon_101FOSS_25_Marseille_Imports_1723,12,Bibliothèque Historique de la Ville de Paris Fonds Montyon 101FOSS/25,Out,1,Out/Levant - Imports - 1723-1724.csv,
Bibliotheque_Historique_de_la_Ville_de_Paris_Fonds_Montyon_101FOSS_25_Marseille_Imports_1724,12,Bibliothèque Historique de la Ville de Paris Fonds Montyon 101FOSS/25,Out,1,Out/Levant - Imports - 1723-1724.csv,
Tableau_General_1839_Exports_1839,745,Tableau Général 1839,Out,1,Out/1839.csv,
Tableau_General_1839_Imports_1839,461,Tableau Général 1839,Out,1,Out/1839.csv,
Tableau_decennal_Exports_1827,48,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,
Tableau_decennal_Exports_1828,48,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,
Tableau_decennal_Exports_1829,48,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,
Tableau_decennal_Exports_1830,48,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,
Tableau_decennal_Exports_1831,48,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,
Tableau_decennal_Exports_1832,48,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,
Tableau_decennal_Exports_1833,48,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,
Tableau_decennal_Exports_1834,48,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,
Tableau_decennal_Exports_1835,48,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,
Tableau_decennal_Exports_1836,48,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,
Tableau_decennal_Imports_1827,50,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,
Tableau_decennal_Imports_1828,50,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,
Tableau_decennal_Imports_1829,50,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,
Tableau_decennal_Imports_1830,50,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,
Tableau_decennal_Imports_1831,50,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,
Tableau_decennal_Imports_1832,50,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,
Tableau_decennal_Imports_1833,50,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,
Tableau_decennal_Imports_1834,50,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,
Tableau_decennal_Imports_1835,50,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,
Tableau_decennal_Imports_1836,50,Tableau décennal,Out,1,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,
AN_F12_251_Exports_1787,1524,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1787.csv,
AN_F12_251_Exports_1788,996,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1788.csv,
AN_F12_251_Exports_1789,1082,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1789.csv,
AN_F12_251_Exports_1806,1326,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An14&1806.csv,
AN_F12_251_Exports_1807,1109,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1807.csv,
AN_F12_251_Exports_1808,893,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1808.csv,
AN_F12_251_Exports_1809,1136,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1809.csv,
AN_F12_251_Exports_1810,1428,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1810.csv,
AN_F12_251_Exports_1811,1510,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1811.csv,
AN_F12_251_Exports_1812,1496,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1812.csv,
AN_F12_251_Exports_1813,1312,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1813.csv,
AN_F12_251_Exports_1814,2005,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1814.csv,
AN_F12_251_Exports_1815,2308,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1815.csv,
AN_F12_251_Exports_1816,2343,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1816.csv,
AN_F12_251_Exports_1817,2513,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1817.csv,
AN_F12_251_Exports_1818,2660,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1818.csv,
AN_F12_251_Exports_1819,2838,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1819.csv,
AN_F12_251_Exports_1820,2931,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1820.csv,
AN_F12_251_Exports_1821,2883,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1821.csv,
AN_F12_251_Exports_An_10,1520,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An10.csv,
AN_F12_251_Exports_An_11,1535,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An11.csv,
AN_F12_251_Exports_An_12,1438,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An12.csv,
AN_F12_251_Exports_An_13,1345,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An13.csv,
AN_F12_251_Exports_An_5,1044,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An5.csv,
AN_F12_251_Exports_An_6,1044,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An6.csv,
AN_F12_251_Exports_An_7,1111,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An7.csv,
AN_F12_251_Exports_An_8,785,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An8.csv,
AN_F12_251_Exports_An_9,1093,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An9.csv,
AN_F12_251_Imports_1787,1016,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1787.csv,
AN_F12_251_Imports_1788,690,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1788.csv,
AN_F12_251_Imports_1789,732,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1789.csv,
AN_F12_251_Imports_1806,1079,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An14&1806.csv,
AN_F12_251_Imports_1807,832,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1807.csv,
AN_F12_251_Imports_1808,689,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1808.csv,
AN_F12_251_Imports_1809,928,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1809.csv,
AN_F12_251_Imports_1810,1286,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1810.csv,
AN_F12_251_Imports_1811,1444,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1811.csv,
AN_F12_251_Imports_1812,1095,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1812.csv,
AN_F12_251_Imports_1813,890,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1813.csv,
AN_F12_251_Imports_1814,1326,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1814.csv,
AN_F12_251_Imports_1815,1482,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1815.csv,
AN_F12_251_Imports_1816,1388,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1816.csv,
AN_F12_251_Imports_1817,1630,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1817.csv,
AN_F12_251_Imports_1818,1625,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1818.csv,
AN_F12_251_Imports_1819,1544,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1819.csv,
AN_F12_251_Imports_1820,1638,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1820.csv,
AN_F12_251_Imports_1821,1213,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/1821.csv,
AN_F12_251_Imports_An_10,1296,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An10.csv,
AN_F12_251_Imports_An_11,1191,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An11.csv,
AN_F12_251_Imports_An_12,1139,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An12.csv,
AN_F12_251_Imports_An_13,1097,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An13.csv,
AN_F12_251_Imports_An_5,937,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An5.csv,
AN_F12_251_Imports_An_6,932,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An6.csv,
AN_F12_251_Imports_An_7,860,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An7.csv,
AN_F12_251_Imports_An_8,722,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An8.csv,
AN_F12_251_Imports_An_9,864,AN F12 251,Résumé,1,National/Résumé/AN/F_12_251/An9.csv,
AN_F12_252_et_F12_1843B_Exports_1792,35,AN F12 252 et F12 1843B,Tableau Général,1,National/Tableau Général/Tableau Général_1792.csv,
AN_F12_252_et_F12_1843B_Imports_1792,37,AN F12 252 et F12 1843B,Tableau Général,1,National/Tableau Général/Tableau Général_1792.csv,
Romano1957_Velde_IIHS-128_Exports,1144,Romano1957+Velde+IIHS-128,Tableau Général,1,National/Tableau Général/Tableau Général.csv,
Romano1957_Velde_IIHS-128_Imports,1071,Romano1957+Velde+IIHS-128,Tableau Général,1,National/Tableau Général/Tableau Général.csv,
WEBER_Commerce_de_la_compagnie_des_Indes_1904_Exports,92,WEBER Commerce de la compagnie des Indes 1904,Tableau Général,1,National/Tableau Général/WEBER 1904 - Exports.csv,
WEBER_Commerce_de_la_compagnie_des_Indes_1904_Imports,46,WEBER Commerce de la compagnie des Indes 1904,Tableau Général,1,National/Tableau Général/WEBER 1904 - Imports.csv,
AN_F12_251_Exports_1819,282,AN F12 251,Tableau des quantités,1,National/Tableau des quantités/1819 -- AN_F12_251.csv,
AN_F12_251_Exports_1821,929,AN F12 251,Tableau des quantités,1,National/Tableau des quantités/1821 -- AN_F12_251.csv,
AN_F12_251_Exports_1822,799,AN F12 251,Tableau des quantités,1,National/Tableau des quantités/1822 -- AN_F12_251.csv,
AN_F12_251_Exports_1823,967,AN F12 251,Tableau des quantités,1,National/Tableau des quantités/1823 -- AN_F12_251.csv,
AN_F12_251_Imports_1819,455,AN F12 251,Tableau des quantités,1,National/Tableau des quantités/1819 -- AN_F12_251.csv,
AN_F12_251_Imports_1821,818,AN F12 251,Tableau des quantités,1,National/Tableau des quantités/1821 -- AN_F12_251.csv,
AN_F12_251_Imports_1822,903,AN F12 251,Tableau des quantités,1,National/Tableau des quantités/1822 -- AN_F12_251.csv,
AN_F12_251_Imports_1823,1027,AN F12 251,Tableau des quantités,1,National/Tableau des quantités/1823 -- AN_F12_251.csv,
