year,marchandises,value,quantit,quantity_unit,total,grammesargent_markbanco
1766,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.994586
1766,Galle,,,,,7.994586
1766,Gingembre,,,,,7.994586
1766,Gomme,,,,,7.994586
1766,Goudron ; de Suède,,,,,7.994586
1766,Huile ; d'olive ; blanc ; de Gènes,,,,,7.994586
1766,Huile ; de baleine,,,,,7.994586
1766,Indigo,,,,,7.994586
1766,Marchandises non classifiées,0,,,,7.994586
1766,Minium,,,,,7.994586
1766,Oxyde ; de plomb,,,,,7.994586
1766,Plombs,,,,,7.994586
1766,Poivre ; blanc-noir,,,,,7.994586
1766,Potasse,,,,,7.994586
1766,Riz,,,,,7.994586
1766,Safran ; orange,,,,,7.994586
1766,Savon,,,,,7.994586
1766,Sucre ; cru blanc ; du Brésil,,,,,7.994586
1766,Suif ; pour faire du savon,,,,,7.994586
1766,Sumac,,,,,7.994586
1766,Tabac ; de Virginie,,,,,7.994586
1766,Tartre,,,,,7.994586
1766,Thé ; boue,,,,,7.994586
1766,Térébenthine,,,,,7.994586
1766,Vert-de-gris,,,,,7.994586
1766,Vin ; de France,,,,,7.994586
1766,Vinaigre,,,,,7.994586
1766,Vitriol ; blanc,,,,,7.994586
1767,Alun,,,,,7.9128504
1767,Beurre,,,,,7.9128504
1767,Blanc ; de baleine,,,,,7.9128504
1767,Bois ; de Pernambouc,,,,,7.9128504
1767,Bougie ; de suif,,,,,7.9128504
1767,Cacao,,,,,7.9128504
1767,Café,,,,,7.9128504
1767,Cochenille,,,,,7.9128504
1767,Coton ; autre et de Méditerranée,,,,,7.9128504
1767,Coton ; autre et de Méditerranée,,,,,7.9128504
1767,Eau ; de vie,,,,,7.9128504
1767,Fer,,,,,7.9128504
1767,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.9128504
1767,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.9128504
1767,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.9128504
1767,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,7.9128504
1767,Galle,,,,,7.9128504
1767,Gingembre,,,,,7.9128504
1767,Gomme,,,,,7.9128504
1767,Goudron ; de Suède,,,,,7.9128504
1767,Huile ; d'olive ; blanc ; de Gènes,,,,,7.9128504
1767,Huile ; de baleine,,,,,7.9128504
1767,Indigo,,,,,7.9128504
1767,Marchandises non classifiées,0,,,,7.9128504
1767,Minium,,,,,7.9128504
1767,Oxyde ; de plomb,,,,,7.9128504
1767,Plombs,,,,,7.9128504
1767,Poivre ; blanc-noir,,,,,7.9128504
1767,Potasse,,,,,7.9128504
1767,Riz,,,,,7.9128504
1767,Safran ; orange,,,,,7.9128504
1767,Savon,,,,,7.9128504
1767,Sucre ; cru blanc ; du Brésil,,,,,7.9128504
1767,Suif ; pour faire du savon,,,,,7.9128504
1767,Sumac,,,,,7.9128504
1767,Tabac ; de Virginie,,,,,7.9128504
1767,Tartre,,,,,7.9128504
1767,Thé ; boue,,,,,7.9128504
1767,Térébenthine,,,,,7.9128504
1767,Vert-de-gris,,,,,7.9128504
1767,Vin ; de France,,,,,7.9128504
1767,Vinaigre,,,,,7.9128504
1767,Vitriol ; blanc,,,,,7.9128504
1768,Alun,,,,,8.2170238
1768,Beurre,,,,,8.2170238
1768,Blanc ; de baleine,,,,,8.2170238
1768,Bois ; de Pernambouc,,,,,8.2170238
1768,Bougie ; de suif,,,,,8.2170238
1768,Cacao,,,,,8.2170238
1768,Café,,,,,8.2170238
1768,Cochenille,,,,,8.2170238
1768,Coton ; autre et de Méditerranée,,,,,8.2170238
1768,Coton ; autre et de Méditerranée,,,,,8.2170238
1768,Eau ; de vie,,,,,8.2170238
1768,Fer,,,,,8.2170238
1768,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2170238
1768,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2170238
1768,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2170238
1768,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2170238
1768,Galle,,,,,8.2170238
1768,Gingembre,,,,,8.2170238
1768,Gomme,,,,,8.2170238
1768,Goudron ; de Suède,,,,,8.2170238
1768,Huile ; d'olive ; blanc ; de Gènes,,,,,8.2170238
1768,Huile ; de baleine,,,,,8.2170238
1768,Indigo,,,,,8.2170238
1768,Marchandises non classifiées,0,,,,8.2170238
1768,Minium,,,,,8.2170238
1768,Oxyde ; de plomb,,,,,8.2170238
1768,Plombs,,,,,8.2170238
1768,Poivre ; blanc-noir,,,,,8.2170238
1768,Potasse,,,,,8.2170238
1768,Riz,,,,,8.2170238
1768,Safran ; orange,,,,,8.2170238
1768,Savon,,,,,8.2170238
1768,Sucre ; cru blanc ; du Brésil,,,,,8.2170238
1768,Suif ; pour faire du savon,,,,,8.2170238
1768,Sumac,,,,,8.2170238
1768,Tabac ; de Virginie,,,,,8.2170238
1768,Tartre,,,,,8.2170238
1768,Thé ; boue,,,,,8.2170238
1768,Térébenthine,,,,,8.2170238
1768,Vert-de-gris,,,,,8.2170238
1768,Vin ; de France,,,,,8.2170238
1768,Vinaigre,,,,,8.2170238
1768,Vitriol ; blanc,,,,,8.2170238
1769,Alun,775,2922.4797,livres de hambourg,8453140,8.288331
1769,Beurre,79480,1270.9695,tonneaux,8453140,8.288331
1769,Blanc ; de baleine,0,0,livres de hambourg,8453140,8.288331
1769,Bois ; de Pernambouc,0,0,livres de hambourg,8453140,8.288331
1769,Bois ; de teinture,400,,,8453140,8.288331
1769,Bougie ; de suif,0,0,livres de hambourg,8453140,8.288331
1769,Cacao,800,2294.0884,livres de hambourg,8453140,8.288331
1769,Café,2323299,3982798.5,livres de hambourg,8453140,8.288331
1769,Cochenille,0,0,livres de hambourg,8453140,8.288331
1769,Coton ; autre et de Méditerranée,300,600.64758,livres de hambourg,8453140,8.288331
1769,Coton ; autre et de Méditerranée,2650,3238.9568,livres de hambourg,8453140,8.288331
1769,Eau ; de vie,173940,60844.988,quartiers,8453140,8.288331
1769,Fer,0,0,livres de bateau,8453140,8.288331
1769,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres de hambourg,8453140,8.288331
1769,"Fruits ; divers ; amandes, pelures, raisins, prunes",37575,414067,livres de hambourg,8453140,8.288331
1769,"Fruits ; divers ; amandes, pelures, raisins, prunes",8630,32952.211,livres de hambourg,8453140,8.288331
1769,"Fruits ; divers ; amandes, pelures, raisins, prunes",21530,122885.13,livres de hambourg,8453140,8.288331
1769,Galle,7050,15135.803,livres de hambourg,8453140,8.288331
1769,Gingembre,0,0,livres de hambourg,8453140,8.288331
1769,Gomme,7825,11845.052,livres de hambourg,8453140,8.288331
1769,Goudron ; de Suède,0,0,last,8453140,8.288331
1769,Huile ; d'olive ; blanc ; de Gènes,8885,28783.014,livres de hambourg,8453140,8.288331
1769,Huile ; de baleine,0,0,tonneaux,8453140,8.288331
1769,Indigo,176125,28372.543,livres de hambourg,8453140,8.288331
1769,Marchandises non classifiées,179266,,,8453140,8.288331
1769,Minium,800,7209.5293,livres de hambourg,8453140,8.288331
1769,Oxyde ; de plomb,0,0,livres de hambourg,8453140,8.288331
1769,Plombs,0,0,livres de hambourg,8453140,8.288331
1769,Poivre ; blanc-noir,1600,1099.7489,livres de hambourg,8453140,8.288331
1769,Potasse,0,0,livres de hambourg,8453140,8.288331
1769,Riz,9750,115253.43,livres de hambourg,8453140,8.288331
1769,Safran ; orange,0,0,livres de hambourg,8453140,8.288331
1769,Savon,5275,25069.279,livres de hambourg,8453140,8.288331
1769,Sucre ; cru blanc ; du Brésil,4803230,19052206,livres de hambourg,8453140,8.288331
1769,Suif ; pour faire du savon,0,0,livres de hambourg,8453140,8.288331
1769,Sumac,2505,52553.328,livres de hambourg,8453140,8.288331
1769,Tabac ; de Virginie,42975,206942.73,livres de hambourg,8453140,8.288331
1769,Tartre,200,1369.8296,livres de hambourg,8453140,8.288331
1769,Thé ; boue,17275,19003.791,livres de hambourg,8453140,8.288331
1769,Térébenthine,7020,95096.906,livres de hambourg,8453140,8.288331
1769,Vert-de-gris,2250,2200.1494,livres de hambourg,8453140,8.288331
1769,Vin ; de France,524500,19134.004,oxhoft,8453140,8.288331
1769,Vinaigre,7230,307.5369,tierce,8453140,8.288331
1769,Vitriol ; blanc,0,0,livres de hambourg,8453140,8.288331
1770,Alun,600,2401.1909,livres de hambourg,8559821,8.4315548
1770,Beurre,5100,78.317917,tonneaux,8559821,8.4315548
1770,Blanc ; de baleine,0,0,livres de hambourg,8559821,8.4315548
1770,Bois ; de Pernambouc,0,0,livres de hambourg,8559821,8.4315548
1770,Bois ; de teinture,8000,,,8559821,8.4315548
1770,Bougie ; de suif,20,.30447379,livres de hambourg,8559821,8.4315548
1770,Cacao,2300,6942.8721,livres de hambourg,8559821,8.4315548
1770,Café,2659295,4326988.5,livres de hambourg,8559821,8.4315548
1770,Cochenille,0,0,livres de hambourg,8559821,8.4315548
1770,Coton ; autre et de Méditerranée,0,0,livres de hambourg,8559821,8.4315548
1770,Coton ; autre et de Méditerranée,0,0,livres de hambourg,8559821,8.4315548
1770,Eau ; de vie,18865,6567.1587,quartiers,8559821,8.4315548
1770,Fer,0,0,livres de bateau,8559821,8.4315548
1770,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres de hambourg,8559821,8.4315548
1770,"Fruits ; divers ; amandes, pelures, raisins, prunes",17940,61240.844,livres de hambourg,8559821,8.4315548
1770,"Fruits ; divers ; amandes, pelures, raisins, prunes",17440,125310.23,livres de hambourg,8559821,8.4315548
1770,"Fruits ; divers ; amandes, pelures, raisins, prunes",30341,557495.56,livres de hambourg,8559821,8.4315548
1770,Galle,14850,30824.109,livres de hambourg,8559821,8.4315548
1770,Gingembre,0,0,livres de hambourg,8559821,8.4315548
1770,Gomme,6625,10669.927,livres de hambourg,8559821,8.4315548
1770,Goudron ; de Suède,0,0,last,8559821,8.4315548
1770,Huile ; d'olive ; blanc ; de Gènes,8120,28005.889,livres de hambourg,8559821,8.4315548
1770,Huile ; de baleine,0,0,tonneaux,8559821,8.4315548
1770,Indigo,176160,28329.338,livres de hambourg,8559821,8.4315548
1770,Marchandises non classifiées,190760,,,8559821,8.4315548
1770,Minium,2300,21696.475,livres de hambourg,8559821,8.4315548
1770,Oxyde ; de plomb,0,0,livres de hambourg,8559821,8.4315548
1770,Plombs,0,0,livres de hambourg,8559821,8.4315548
1770,Poivre ; blanc-noir,125,132.70549,livres de hambourg,8559821,8.4315548
1770,Potasse,0,0,livres de hambourg,8559821,8.4315548
1770,Riz,220,2892.051,livres de hambourg,8559821,8.4315548
1770,Safran ; orange,3000,142.77351,livres de hambourg,8559821,8.4315548
1770,Savon,6260,29986.316,livres de hambourg,8559821,8.4315548
1770,Sucre ; cru blanc ; du Brésil,4787600,18638540,livres de hambourg,8559821,8.4315548
1770,Suif ; pour faire du savon,160,2.4357903,livres de hambourg,8559821,8.4315548
1770,Sumac,0,0,livres de hambourg,8559821,8.4315548
1770,Tabac ; de Virginie,29890,168424.02,livres de hambourg,8559821,8.4315548
1770,Tartre,800,5838.8408,livres de hambourg,8559821,8.4315548
1770,Thé ; boue,18450,18864.066,livres de hambourg,8559821,8.4315548
1770,Térébenthine,6150,85495.039,livres de hambourg,8559821,8.4315548
1770,Vert-de-gris,5350,5138.5488,livres de hambourg,8559821,8.4315548
1770,Vin ; de France,529420,21227.512,oxhoft,8559821,8.4315548
1770,Vinaigre,13680,602.21869,tierce,8559821,8.4315548
1770,Vitriol ; blanc,0,0,livres de hambourg,8559821,8.4315548
1771,Alun,2600,10561.825,livres de hambourg,8115895,8.4506025
1771,Beurre,41650,571.62524,tonneaux,8115895,8.4506025
1771,Blanc ; de baleine,0,0,livres de hambourg,8115895,8.4506025
1771,Bois ; de Pernambouc,0,0,livres de hambourg,8115895,8.4506025
1771,Bois ; de teinture,2300,,,8115895,8.4506025
1771,Bougie ; de suif,40,.65370828,livres de hambourg,8115895,8.4506025
1771,Cacao,700,1982.915,livres de hambourg,8115895,8.4506025
1771,Café,2307025,3691240,livres de hambourg,8115895,8.4506025
1771,Cochenille,0,0,livres de hambourg,8115895,8.4506025
1771,Coton ; autre et de Méditerranée,4900,8513.3105,livres de hambourg,8115895,8.4506025
1771,Coton ; autre et de Méditerranée,1030,1718.5194,livres de hambourg,8115895,8.4506025
1771,Eau ; de vie,83110,21222.537,quartiers,8115895,8.4506025
1771,Fer,0,0,livres de bateau,8115895,8.4506025
1771,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres de hambourg,8115895,8.4506025
1771,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres de hambourg,8115895,8.4506025
1771,"Fruits ; divers ; amandes, pelures, raisins, prunes",12150,30914.139,livres de hambourg,8115895,8.4506025
1771,"Fruits ; divers ; amandes, pelures, raisins, prunes",34607,456673.09,livres de hambourg,8115895,8.4506025
1771,Galle,20820,24778.752,livres de hambourg,8115895,8.4506025
1771,Gingembre,50,241.63983,livres de hambourg,8115895,8.4506025
1771,Gomme,5000,7903.8389,livres de hambourg,8115895,8.4506025
1771,Goudron ; de Suède,0,0,last,8115895,8.4506025
1771,Huile ; d'olive ; blanc ; de Gènes,8436,25171.781,livres de hambourg,8115895,8.4506025
1771,Huile ; de baleine,0,0,tonneaux,8115895,8.4506025
1771,Indigo,141850,22772.547,livres de hambourg,8115895,8.4506025
1771,Marchandises non classifiées,187454,,,8115895,8.4506025
1771,Minium,700,6639.2241,livres de hambourg,8115895,8.4506025
1771,Oxyde ; de plomb,0,0,livres de hambourg,8115895,8.4506025
1771,Plombs,500,19.52713,livres de hambourg,8115895,8.4506025
1771,Poivre ; blanc-noir,200,222.69389,livres de hambourg,8115895,8.4506025
1771,Potasse,0,0,livres de hambourg,8115895,8.4506025
1771,Riz,3100,31628.656,livres de hambourg,8115895,8.4506025
1771,Safran ; orange,100,6.3800354,livres de hambourg,8115895,8.4506025
1771,Savon,6030,24695.785,livres de hambourg,8115895,8.4506025
1771,Sucre ; cru blanc ; du Brésil,4778735,18265772,livres de hambourg,8115895,8.4506025
1771,Suif ; pour faire du savon,0,0,livres de hambourg,8115895,8.4506025
1771,Sumac,0,0,livres de hambourg,8115895,8.4506025
1771,Tabac ; de Virginie,59458,336857.63,livres de hambourg,8115895,8.4506025
1771,Tartre,600,4229.521,livres de hambourg,8115895,8.4506025
1771,Thé ; boue,22150,21972.992,livres de hambourg,8115895,8.4506025
1771,Térébenthine,8515,116713.28,livres de hambourg,8115895,8.4506025
1771,Vert-de-gris,8100,7822.2139,livres de hambourg,8115895,8.4506025
1771,Vin ; de France,370370,10959.196,oxhoft,8115895,8.4506025
1771,Vinaigre,3615,154.22198,tierce,8115895,8.4506025
1771,Vitriol ; blanc,0,0,livres de hambourg,8115895,8.4506025
1772,Alun,,,,,8.4410677
1772,Beurre,,,,,8.4410677
1772,Blanc ; de baleine,,,,,8.4410677
1772,Bois ; de Pernambouc,,,,,8.4410677
1772,Bougie ; de suif,,,,,8.4410677
1772,Cacao,,,,,8.4410677
1772,Café,,,,,8.4410677
1772,Cochenille,,,,,8.4410677
1772,Coton ; autre et de Méditerranée,,,,,8.4410677
1772,Coton ; autre et de Méditerranée,,,,,8.4410677
1772,Eau ; de vie,,,,,8.4410677
1772,Fer,,,,,8.4410677
1772,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.4410677
1772,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.4410677
1772,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.4410677
1772,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.4410677
1772,Galle,,,,,8.4410677
1772,Gingembre,,,,,8.4410677
1772,Gomme,,,,,8.4410677
1772,Goudron ; de Suède,,,,,8.4410677
1772,Huile ; d'olive ; blanc ; de Gènes,,,,,8.4410677
1772,Huile ; de baleine,,,,,8.4410677
1772,Indigo,,,,,8.4410677
1772,Marchandises non classifiées,0,,,,8.4410677
1772,Minium,,,,,8.4410677
1772,Oxyde ; de plomb,,,,,8.4410677
1772,Plombs,,,,,8.4410677
1772,Poivre ; blanc-noir,,,,,8.4410677
1772,Potasse,,,,,8.4410677
1772,Riz,,,,,8.4410677
1772,Safran ; orange,,,,,8.4410677
1772,Savon,,,,,8.4410677
1772,Sucre ; cru blanc ; du Brésil,,,,,8.4410677
1772,Suif ; pour faire du savon,,,,,8.4410677
1772,Sumac,,,,,8.4410677
1772,Tabac ; de Virginie,,,,,8.4410677
1772,Tartre,,,,,8.4410677
1772,Thé ; boue,,,,,8.4410677
1772,Térébenthine,,,,,8.4410677
1772,Vert-de-gris,,,,,8.4410677
1772,Vin ; de France,,,,,8.4410677
1772,Vinaigre,,,,,8.4410677
1772,Vitriol ; blanc,,,,,8.4410677
1773,Alun,3425,13886.623,livres de hambourg,8136954,8.4410677
1773,Beurre,56700,1031.3535,tonneaux,8136954,8.4410677
1773,Blanc ; de baleine,0,0,livres de hambourg,8136954,8.4410677
1773,Bois ; de Pernambouc,4000,15841.585,livres de hambourg,8136954,8.4410677
1773,Bois ; de teinture,4300,,,8136954,8.4410677
1773,Bougie ; de suif,25,.33362937,livres de hambourg,8136954,8.4410677
1773,Cacao,2925,7687.811,livres de hambourg,8136954,8.4410677
1773,Café,2121850,4737153.5,livres de hambourg,8136954,8.4410677
1773,Cochenille,0,0,livres de hambourg,8136954,8.4410677
1773,Coton ; autre et de Méditerranée,10950,20927.107,livres de hambourg,8136954,8.4410677
1773,Coton ; autre et de Méditerranée,0,0,livres de hambourg,8136954,8.4410677
1773,Eau ; de vie,74080,27741.504,quartiers,8136954,8.4410677
1773,Fer,0,0,livres de bateau,8136954,8.4410677
1773,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres de hambourg,8136954,8.4410677
1773,"Fruits ; divers ; amandes, pelures, raisins, prunes",62455,872953.25,livres de hambourg,8136954,8.4410677
1773,"Fruits ; divers ; amandes, pelures, raisins, prunes",29770,87966.492,livres de hambourg,8136954,8.4410677
1773,"Fruits ; divers ; amandes, pelures, raisins, prunes",11562,84313.313,livres de hambourg,8136954,8.4410677
1773,Galle,7590,20116.242,livres de hambourg,8136954,8.4410677
1773,Gingembre,0,0,livres de hambourg,8136954,8.4410677
1773,Gomme,300,519.45032,livres de hambourg,8136954,8.4410677
1773,Goudron ; de Suède,0,0,last,8136954,8.4410677
1773,Huile ; d'olive ; blanc ; de Gènes,19162,44402.23,livres de hambourg,8136954,8.4410677
1773,Huile ; de baleine,0,0,tonneaux,8136954,8.4410677
1773,Indigo,302160,48342.531,livres de hambourg,8136954,8.4410677
1773,Marchandises non classifiées,154690,,,8136954,8.4410677
1773,Minium,2925,29733.561,livres de hambourg,8136954,8.4410677
1773,Oxyde ; de plomb,0,0,livres de hambourg,8136954,8.4410677
1773,Plombs,0,0,livres de hambourg,8136954,8.4410677
1773,Poivre ; blanc-noir,60,72.561928,livres de hambourg,8136954,8.4410677
1773,Potasse,0,0,livres de hambourg,8136954,8.4410677
1773,Riz,6700,84247.484,livres de hambourg,8136954,8.4410677
1773,Safran ; orange,1100,100.30074,livres de hambourg,8136954,8.4410677
1773,Savon,8130,29877.256,livres de hambourg,8136954,8.4410677
1773,Sucre ; cru blanc ; du Brésil,4584495,18534290,livres de hambourg,8136954,8.4410677
1773,Suif ; pour faire du savon,0,0,livres de hambourg,8136954,8.4410677
1773,Sumac,900,17160.762,livres de hambourg,8136954,8.4410677
1773,Tabac ; de Virginie,36224,225248.09,livres de hambourg,8136954,8.4410677
1773,Tartre,100,692.33234,livres de hambourg,8136954,8.4410677
1773,Thé ; boue,2950,2754.9133,livres de hambourg,8136954,8.4410677
1773,Térébenthine,4250,59403.59,livres de hambourg,8136954,8.4410677
1773,Vert-de-gris,8800,7631.0439,livres de hambourg,8136954,8.4410677
1773,Vin ; de France,604746,21271.76,oxhoft,8136954,8.4410677
1773,Vinaigre,8680,320.71497,tierce,8136954,8.4410677
1773,Vitriol ; blanc,950,3392.8569,livres de hambourg,8136954,8.4410677
1774,Alun,,,,,8.4601583
1774,Beurre,,,,,8.4601583
1774,Blanc ; de baleine,,,,,8.4601583
1774,Bois ; de Pernambouc,,,,,8.4601583
1774,Bougie ; de suif,,,,,8.4601583
1774,Cacao,,,,,8.4601583
1774,Café,,,,,8.4601583
1774,Cochenille,,,,,8.4601583
1774,Coton ; autre et de Méditerranée,,,,,8.4601583
1774,Coton ; autre et de Méditerranée,,,,,8.4601583
1774,Eau ; de vie,,,,,8.4601583
1774,Fer,,,,,8.4601583
1774,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.4601583
1774,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.4601583
1774,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.4601583
1774,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.4601583
1774,Galle,,,,,8.4601583
1774,Gingembre,,,,,8.4601583
1774,Gomme,,,,,8.4601583
1774,Goudron ; de Suède,,,,,8.4601583
1774,Huile ; d'olive ; blanc ; de Gènes,,,,,8.4601583
1774,Huile ; de baleine,,,,,8.4601583
1774,Indigo,,,,,8.4601583
1774,Marchandises non classifiées,0,,,,8.4601583
1774,Minium,,,,,8.4601583
1774,Oxyde ; de plomb,,,,,8.4601583
1774,Plombs,,,,,8.4601583
1774,Poivre ; blanc-noir,,,,,8.4601583
1774,Potasse,,,,,8.4601583
1774,Riz,,,,,8.4601583
1774,Safran ; orange,,,,,8.4601583
1774,Savon,,,,,8.4601583
1774,Sucre ; cru blanc ; du Brésil,,,,,8.4601583
1774,Suif ; pour faire du savon,,,,,8.4601583
1774,Sumac,,,,,8.4601583
1774,Tabac ; de Virginie,,,,,8.4601583
1774,Tartre,,,,,8.4601583
1774,Thé ; boue,,,,,8.4601583
1774,Térébenthine,,,,,8.4601583
1774,Vert-de-gris,,,,,8.4601583
1774,Vin ; de France,,,,,8.4601583
1774,Vinaigre,,,,,8.4601583
1774,Vitriol ; blanc,,,,,8.4601583
1775,Alun,,,,,8.4363089
1775,Beurre,,,,,8.4363089
1775,Blanc ; de baleine,,,,,8.4363089
1775,Bois ; de Pernambouc,,,,,8.4363089
1775,Bougie ; de suif,,,,,8.4363089
1775,Cacao,,,,,8.4363089
1775,Café,,,,,8.4363089
1775,Cochenille,,,,,8.4363089
1775,Coton ; autre et de Méditerranée,,,,,8.4363089
1775,Coton ; autre et de Méditerranée,,,,,8.4363089
1775,Eau ; de vie,,,,,8.4363089
1775,Fer,,,,,8.4363089
1775,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.4363089
1775,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.4363089
1775,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.4363089
1775,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.4363089
1775,Galle,,,,,8.4363089
1775,Gingembre,,,,,8.4363089
1775,Gomme,,,,,8.4363089
1775,Goudron ; de Suède,,,,,8.4363089
1775,Huile ; d'olive ; blanc ; de Gènes,,,,,8.4363089
1775,Huile ; de baleine,,,,,8.4363089
1775,Indigo,,,,,8.4363089
1775,Marchandises non classifiées,0,,,,8.4363089
1775,Minium,,,,,8.4363089
1775,Oxyde ; de plomb,,,,,8.4363089
1775,Plombs,,,,,8.4363089
1775,Poivre ; blanc-noir,,,,,8.4363089
1775,Potasse,,,,,8.4363089
1775,Riz,,,,,8.4363089
1775,Safran ; orange,,,,,8.4363089
1775,Savon,,,,,8.4363089
1775,Sucre ; cru blanc ; du Brésil,,,,,8.4363089
1775,Suif ; pour faire du savon,,,,,8.4363089
1775,Sumac,,,,,8.4363089
1775,Tabac ; de Virginie,,,,,8.4363089
1775,Tartre,,,,,8.4363089
1775,Thé ; boue,,,,,8.4363089
1775,Térébenthine,,,,,8.4363089
1775,Vert-de-gris,,,,,8.4363089
1775,Vin ; de France,,,,,8.4363089
1775,Vinaigre,,,,,8.4363089
1775,Vitriol ; blanc,,,,,8.4363089
1776,Alun,0,0,livres de hambourg,7621580,8.4252253
1776,Beurre,19500,318.50891,tonneaux,7621580,8.4252253
1776,Blanc ; de baleine,0,0,livres de hambourg,7621580,8.4252253
1776,Bois ; de Pernambouc,0,0,livres de hambourg,7621580,8.4252253
1776,Bougie ; de suif,0,0,livres de hambourg,7621580,8.4252253
1776,Cacao,4800,13968.504,livres de hambourg,7621580,8.4252253
1776,Café,2219185,6657555,livres de hambourg,7621580,8.4252253
1776,Cochenille,0,0,livres de hambourg,7621580,8.4252253
1776,Coton ; autre et de Méditerranée,0,0,livres de hambourg,7621580,8.4252253
1776,Coton ; autre et de Méditerranée,0,0,livres de hambourg,7621580,8.4252253
1776,Eau ; de vie,112400,36202.008,quartiers,7621580,8.4252253
1776,Fer,0,0,livres de bateau,7621580,8.4252253
1776,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres de hambourg,7621580,8.4252253
1776,"Fruits ; divers ; amandes, pelures, raisins, prunes",10905,35068.242,livres de hambourg,7621580,8.4252253
1776,"Fruits ; divers ; amandes, pelures, raisins, prunes",44523,595950.31,livres de hambourg,7621580,8.4252253
1776,"Fruits ; divers ; amandes, pelures, raisins, prunes",35875,227444.17,livres de hambourg,7621580,8.4252253
1776,Galle,6525,18801.109,livres de hambourg,7621580,8.4252253
1776,Gingembre,0,0,livres de hambourg,7621580,8.4252253
1776,Gomme,300,623.3844,livres de hambourg,7621580,8.4252253
1776,Goudron ; de Suède,0,0,last,7621580,8.4252253
1776,Huile ; d'olive ; blanc ; de Gènes,26178,74212.484,livres de hambourg,7621580,8.4252253
1776,Huile ; de baleine,0,0,tonneaux,7621580,8.4252253
1776,Indigo,193175,30748.086,livres de hambourg,7621580,8.4252253
1776,Marchandises non classifiées,194645,,,7621580,8.4252253
1776,Minium,4800,51533.113,livres de hambourg,7621580,8.4252253
1776,Oxyde ; de plomb,0,0,livres de hambourg,7621580,8.4252253
1776,Plombs,0,0,livres de hambourg,7621580,8.4252253
1776,Poivre ; blanc-noir,4100,5457.6079,livres de hambourg,7621580,8.4252253
1776,Potasse,0,0,livres de hambourg,7621580,8.4252253
1776,Riz,1300,10331.37,livres de hambourg,7621580,8.4252253
1776,Safran ; orange,0,0,livres de hambourg,7621580,8.4252253
1776,Savon,14000,59061.867,livres de hambourg,7621580,8.4252253
1776,Sucre ; cru blanc ; du Brésil,4160890,15904180,livres de hambourg,7621580,8.4252253
1776,Suif ; pour faire du savon,0,0,livres de hambourg,7621580,8.4252253
1776,Sumac,0,0,livres de hambourg,7621580,8.4252253
1776,Tabac ; de Virginie,63100,208111.31,livres de hambourg,7621580,8.4252253
1776,Tartre,0,0,livres de hambourg,7621580,8.4252253
1776,Thé ; boue,63200,86850.469,livres de hambourg,7621580,8.4252253
1776,Térébenthine,6775,84639.227,livres de hambourg,7621580,8.4252253
1776,Vert-de-gris,6590,4851.4741,livres de hambourg,7621580,8.4252253
1776,Vin ; de France,424585,15300.829,oxhoft,7621580,8.4252253
1776,Vinaigre,4229,181.99042,tierce,7621580,8.4252253
1776,Vitriol ; blanc,0,0,livres de hambourg,7621580,8.4252253
1777,Alun,,,,,8.4442434
1777,Beurre,,,,,8.4442434
1777,Blanc ; de baleine,,,,,8.4442434
1777,Bois ; de Pernambouc,,,,,8.4442434
1777,Bougie ; de suif,,,,,8.4442434
1777,Cacao,,,,,8.4442434
1777,Café,,,,,8.4442434
1777,Cochenille,,,,,8.4442434
1777,Coton ; autre et de Méditerranée,,,,,8.4442434
1777,Coton ; autre et de Méditerranée,,,,,8.4442434
1777,Eau ; de vie,,,,,8.4442434
1777,Fer,,,,,8.4442434
