item,group,status,beforeItems,afterItems,obsolete,imprimatur
rhubarbe,[0a] [2],ambiguous,[Rhubarbe] [Rhubarbes] [Rhubarde] [Rubarbe] [Rubarbes] [rhubarbe] [rubanbe] [rubarbe] [rubarbe de moscovie],[Rhubarbe] [Rhubarbes] [Rhubarde] [Rubarbe] [Rubarbes] [rhubarbe] [rubanbe] [rubarbe] [Drogues ; rhubarbe] [Drogues ; Medecinales en plantes ; Rhubarbe] [Drogues ; Médecinales en plantes ; Rhubarbe] [Drogueries ; médécinales ; rhubarbe] [Drogues ; Médécinales ; Rhubarbe] [Drogues ; médecinales ; rhubarbe] [Drogues ; médicinales ; rhubarbe] [Drogues ; médécinales ; rhubarbe] [Drogueries médicinales rhubarbe] [Drogues médicinales rhubarbe] [Drogues; Médicinales; Rubarbe] [Drogues ; medicinales ; rhubarbe],no,
rave,[0a],ambiguous,[Rave] [Raves],[Rave] [Raves],no,
pâté,[0a],ambiguous,[Patés],[Patés],no,
pâtisserie,[0a],ambiguous,[Patissoye] [patisseries de toute espèce],[Patissoye],no,
pâte d'Italie,[0a],ambiguous,[Pâtes ; Diverses d'talie] [Pâtes d'Italie],[Pâtes ; Diverses d'talie] [Pâtes d'Italie],no,
pâte,[0a],ambiguous,[Pâte] [Pâter ; diverses] [Pâtes diverses],[Pâte] [Pâter ; diverses] [Pâtes diverses] [Parfumerie; Pate d'amande] [Parfumerie; Pate],no,
poutargue,[0a],ambiguous,[Poutarges] [Poutargue] [Poutargues] [poutargue],[Poutarges] [Poutargue] [Poutargues] [poutargue],no,
pourette,[0a],ambiguous,[Pourette],[Pourette],no,
poulet,[0a],ambiguous,[Poulets],[Poulets],no,
porc,[0a],ambiguous,[Porcs] [porcs] [Porc ; en vie] [Porcs ; en vie] [Porcs ; en viz],[Porcs] [porcs] [Porc ; en vie] [Porcs ; en vie] [Porcs ; en viz] [Porc],no,
poncire,[0a],ambiguous,[Poncire] [poncire] [poncires],[Poncire] [poncire] [poncires],no,
pomme,[0a],ambiguous,[Pomme] [Pommes] [pomme] [pommes] [Pommes de Gaule],[Pomme] [Pommes] [pomme] [pommes] [Pommes de Gaule] [Pomes],no,
poisson,[0a],ambiguous,[Poissons] [Poisson ; divers] [Poissons ; divers] [Poissons de toute sorte] [Poissons de toutes sortes] [Poissons divers] [Poissons en tonneau] [sorte de poison] [Sorte de poisson] [Sprats],"[Poissons] [Poisson ; divers] [Poissons ; divers] [Poissons de toute sorte] [Poissons de toutes sortes] [Poissons divers] [Poissons en tonneau] [sorte de poison] [Sorte de poisson] [Sprats] [Poisson ; de vers] [1///Subsistances///Poissons de toute sorte] [Subsistances ; poissons de toutes sortes] [Poisson] [Poissons; Divers] [Poissons morue, stockfisch, etc] [1///Subsistances///Poissons de toutes sortes]",no,
poire,[0a],ambiguous,[Poires],[Poires] [poires],no,
pignon,[0a],ambiguous,[Pignons] [pignons],[Pignons] [pignons],no,
pigeon,[0a],ambiguous,[Pigeons] [pigeons],[Pigeons] [pigeons],no,
perdrix,[0a],ambiguous,[Perdride] [Perdrix],[Perdride] [Perdrix],no,
perdreau,[0a],ambiguous,[Perdreaux] [perdreaux],[Perdreaux] [perdreaux],no,
patate,[0a],ambiguous,[Patate] [Patates],[Patate] [Patates] [Patattes],no,
passepierre,[0a],ambiguous,,[Passepierre],no,
pain,[0a],ambiguous,[Pain] [Pain ; pain] [Pains] [pain] [Pains ; Divers],[Pain] [Pain ; pain] [Pains] [pain] [Pains ; Divers],no,
orange,[0a],ambiguous,[Orange] [Oranges] [orange] [oranges],[Orange] [Oranges] [orange] [oranges] [Fruits ; oranges] [Fruits ; Cruds ; Orange] [Fruits ; Cruds ; Oranges] [Fruits ; crud ; en oranges] [Fruits ; cruds ; en oranges] [Fruits ; cruds ; oranges] [Fruits ; crus ; oranges] [Fruits; Crus; Orange],no,
olive,[0a],ambiguous,[Olive] [Olives] [Ollive] [Ollives] [olives],[Olive] [Olives] [Ollive] [Ollives] [olives] [Fruits en olives] [Olivres],no,
oignon,[0a],ambiguous,[Ognons] [Oignons] [Oignons ; oignons] [Onions] [oignons],[Ognons] [Oignons] [Oignons ; oignons] [Onions] [oignons] [Oignon],no,
oie,[0a],ambiguous,[Oyes] [oies] [oyes],[Oyes] [oies] [oyes],no,
nougat,[0a],ambiguous,[Nogal] [Nogat],[Nogal] [Nogat],no,
noix,[0a],ambiguous,[Nois] [Noix] [noix],[Nois] [Noix] [noix],no,
noisette,[0a],ambiguous,[Noisette] [Noisettes] [Noisietes] [Noixettes] [Noizette] [Noizettes] [noisetes] [noisette] [noisettes] [noisettes ou avelinnes],[Noisette] [Noisettes] [Noisietes] [Noixettes] [Noizette] [Noizettes] [noisetes] [noisette] [noisettes] [noisettes ou avelinnes],no,
navet,[0a],ambiguous,[Navets] [navets],[Navets] [navets],no,
moutarde,[0a],ambiguous,[Moutade] [Moutarde] [Moutardes] [moutarde],[Moutade] [Moutarde] [Moutardes] [moutarde] [Provision de bouche en moutarde] [Subsistances ; moutarde] [Provisions de bouche moutarde],no,
mousseron et morille,[0a],ambiguous,[Mousserons et morilles],[Mousserons et morilles],no,
mousseron,[0a],ambiguous,[Mousseron] [Mousserons] [Mousseront] [Musserons],[Mousseron] [Mousserons] [Mousseront] [Musserons],no,
moule,[0a],ambiguous,[Moules] [moulles] [Moules ; de Boutons] [Moules ; de bouton] [Moules de bouton] [Moules de boutons] [moules de boutons] [Moules ; de mouton] [moules de pierre pour sucre] [moules pour chandelles] [moules pour faire du sucre],[Moules] [moulles] [moules pour chandelles],no,
mouche à miel,[0a],ambiguous,[Moucherons] [Mouches ; à miel] [mouches à miel],[Moucherons] [Mouches ; à miel] [mouches à miel],no,
mongette,[0a] [???],ambiguous,[Mongette] [Monjettes],[Mougette] [Mongette] [Monjettes],no,
moelle,[0a],ambiguous,[Moëles],[Moëles],no,
millet,[0a],ambiguous,[Millet] [Millets] [millet] [Millet g] [Mille gans] [Millet ; gros] [Millet grais] [Millet gras] [Millet gros],[Grains ; comestibles ; miltet] [Grains ; comestibles ; mittet] [Grains ; comestibles ; millet],no,
miel,[0a],ambiguous,[Miel] [miel] [miel blanc] [miel brouche] [miel brun] [Miel ; brut] [Miel ; cru] [Miel ; crud] [Miel ; façonné] [Miel ; façoné],[Miel] [miel] [miel blanc] [miel brouche] [miel brun] [Miel ; brut] [Miel ; cru] [Miel ; crud] [Miel ; façonné] [Miel ; façoné] [1///Subsistances///Miel] [Subsistances ; miel],no,
marsouin,[0a],ambiguous,[Marsoin],[Marsoin] [Poisson ; De mer salés ou marinés ; Marsouin],no,
marc de raisin,[0a],ambiguous,[Mar ; de raisin] [Mar de raisin],[Mar ; de raisin] [Mar de raisin],no,
marc d'olive,[0a],ambiguous,[Marc D'olive],[Marc D'olive] [Marc d'olive],no,
maquereau,[0a],ambiguous,[Maqueraux] [Maquereaux] [macquerEaux] [macqueraux] [macquereau] [maequerEaux],[Maqueraux] [Maquereaux] [macquerEaux] [macqueraux] [macquereau] [maequerEaux],no,
légume,[0a],ambiguous,[Legumes] [Légumes] [legume] [legumes] [Légumes ; de toutes espèces] [Légumes ; divers] [Légumes divers] [legumes mellées],[Legumes] [Légumes] [legume] [legumes] [Légumes ; de toutes espèces] [Légumes ; divers] [Légumes divers] [legumes mellées] [Legume] [Légumes; Divers] [Légumes divers;] [Legumes; Divers] [Legumes divers],no,
loup marin,[0a],ambiguous,[Loup marain],[Loup marain],no,
lièvre,[0a],ambiguous,[Lievres] [lièvres],[Lievres] [lièvres],no,
levure de bière,[0a],ambiguous,[Levure ; de Sierre] [Levure de bierre],[Levure ; de Sierre] [Levure de bierre] [Levure ; de bierre],no,
lentille,[0a],ambiguous,[Lentilles] [lentilles],[Lentilles] [lentilles] [Lentille],no,
laurier,[0a],ambiguous,[Laurier],[Laurier],no,
lard,[0a],ambiguous,[Lard] [Lards] [lard],[Lard] [Lards] [lard] [Chairs de porc en lard] [Chair ; de porc ; lard],no,
lapin,[0a],ambiguous,[Lapin] [Lapins] [lapines] [lapins],[Lapin] [Lapins] [lapines] [lapins],no,
lamproie,[0a],ambiguous,[Lamproie] [Lamproies] [Lamproyes] [Lamproïes],[Lamproie] [Lamproies] [Lamproyes] [Lamproïes],no,
jujubes,[0a],ambiguous,[Jujubes],[Jujubes],no,
jambon,[0a],ambiguous,[Jambon] [Jambons] [Jamboun] [Janbon] [jambon] [jambons] [Jambon ; fumé],[Jambon] [Jambons] [Jamboun] [Janbon] [jambon] [jambons] [Jambon ; fumé] [Comestibles ; jambon] [Jambon fumé] [Jmabons],no,
huître,[0a],ambiguous,[Huitres] [huitres],[Huitres] [huitres] [Huîtres] [Huittres],no,
houblon,[0a],ambiguous,[Houblon] [houblon],[Houblon] [houblon] [2///Matières premières///Houblon],no,
hareng,[0a],ambiguous,[Haran] [Harangs] [Harans] [Harengs] [harangs] [harans],[Haran] [Harangs] [Harans] [Harengs] [harangs] [harans],no,
gruau,[0a],ambiguous,[Gruau] [gruau] [grulleau],[Gruau] [gruau] [grulleau] [Comestibles ; gruau],no,
grive,[0a],ambiguous,[grives],[grives],no,
girofle et muscade,[0a],ambiguous,"[Girofle, muscade]","[Girofle, muscade]",no,
gibier,[0a],ambiguous,[Gibier] [Gibiers] [gibiers],[Gibier] [Gibiers] [gibiers],no,
fève,[0a],ambiguous,[Feuves] [Feve] [Feves] [Fevet] [Fevres] [Fèves] [Féves] [feves] [féves],[Feuves] [Feve] [Feves] [Fevet] [Fevres] [Fèves] [Féves] [feves] [féves],no,
fromage,[0a],ambiguous,[Fromage] [Fromages] [Frommage] [fromage] [fromages],[Fromage] [Fromages] [Frommage] [fromage] [fromages] [Comestibles ; fromages ; divers] [Fromages divers] [Fomage] [Subsistances ; fromage] [Comestibles fromages] [Fromages ; divers] [1///Subsistances///Fromage] [1///Subsistances///Fromages] [Comestibles ; fromage] [Comestibles fromage] [Comestibles ; fromages],no,
fourrage et patûrage,[0a],ambiguous,[Fourrage et paturage],[Fourrage et paturage],no,
fourrage,[0a],ambiguous,[Fourrage] [Fourrages],[Fourrage] [Fourrages],no,
foin,[0a],ambiguous,[Foin] [Fuin] [foin],[Foin] [Fuin] [foin],no,
figue et raisin,[0a],ambiguous,[Figues et Raisin],[Figues et Raisin],no,
figue,[0a],ambiguous,[Figue] [Figues] [figues] [figües],[Fruits ; figues] [Fruits ; en figues] [Figue] [Figues] [figues] [figües] [Fruits; Figues] [Frigue] [Fruits figues],no,
fenouil,[0a],ambiguous,[Fenouil] [Fenouilles] [Fenouillete] [Fenouillette] [Fenoüil] [Fenoüille],[Fenouil] [Fenouilles] [Fenouillete] [Fenouillette] [Fenoüil] [Fenoüille],no,
"farine, pâte et vermicelle",[0a],ambiguous,[Farine pâtes et vermicelle],[Farine pâtes et vermicelle],no,
"farine, gruau, biscuit et pâte",[0a],ambiguous,"[Farines, pâtes, gruaux et biscuit]","[Farines, pâtes, gruaux et biscuit]",no,
"farine, gruau et pâte",[0a],ambiguous,"[Farine, gruau et biscuits]","[Farine, gruau et biscuits]",no,
"farine, gruau et biscuit",[0a],ambiguous,"[Farine, pâtes et gruaux]","[Farine, pâtes et gruaux]",no,
"farine, biscuit et pâte",[0a],ambiguous,"[Farine, biscuit de mer et pâte] [Farine, biscuit et pâte] [Farine, biscuit et pâtes] [Farines, pâtes et biscuit]","[Farine, biscuit de mer et pâte] [Farine, biscuit et pâte] [Farine, biscuit et pâtes] [Farines, pâtes et biscuit]",no,
"farine, biscuit de mer et pâte d'Italie",[0a],ambiguous,"[Farine, biscuit de mer et pâte d'Italie]","[Farine, biscuit de mer et pâte d'Italie]",no,
farine et pâte d'Italie,[0a],ambiguous,,[Farine et pâtes d'Italie] [Farine pâtes d'Italie] [Farines pâtes d'Italie] [1///Subsistances///Farine et pâtes d'Italie],no,
farine et biscuit de mer,[0a],ambiguous,[Farine et biscuit de mer] [Farine et biscuits de mer],[Farine et biscuit de mer] [Farine et biscuits de mer] [1///Subsistances///Farine et biscuit de mer] [Subsistances ; farine et biscuits de mer],no,
farine,[0a],ambiguous,[Farine] [Farines] [farine] [farinne],[Farine] [Farines] [farine] [farinne] [Comestibles ; farines] [Comestibles farine] [Farrine] [Farine;] [1///Subsistances///Farine] [Comestibles ; farine],no,
faisan,[0a],ambiguous,[Faisans] [Phaisans] [Phaïsans] [faisan],[Faisans] [Phaisans] [Phaïsans] [faisan],no,
escargot,[0a],ambiguous,[Escargots],[Escargots],no,
echalote,[0a],ambiguous,[Echalotes] [Echalottes] [echalottes],[Echalotes] [Echalottes] [echalottes],no,
dragée,[0a],ambiguous,[Dragees] [Dragée] [Dragées] [Dragés],[Dragees] [Dragée] [Dragées] [Dragés],no,
dindon,[0a],ambiguous,[Dindons],[Dindons],no,
cédrat,[0a],ambiguous,[Cedra] [Cedras] [Cedre] [Cédras],[Cedra] [Cedras] [Cédras] [cedras] [cedra],no,
câpre,[0a],ambiguous,[Capre] [Capres] [Capris] [Câpres] [capres] [Fruits ; Au vinaigre ; Capres] [Fruits ; Aux vinaigre ; Capres] [Fruits ; au vinaigre ; capres] [Fruits ; au vinaigres ; capres],[Fruits ; Au vinaigre ; Capres] [Fruits ; Aux vinaigre ; Capres] [Fruits ; au vinaigre ; capres] [Fruits ; au vinaigres ; capres],no,
crème,[0a],ambiguous,[Crème],[Crème],no,
coriandre,[0a] [2],ambiguous,[Coriand] [Coriande] [Coriandre],[Drogues ; Médecinales en plantes ; Coriandre] [Coriand] [Coriande] [Coriandre] [Drogueries médicinales coriandre],no,
cocalum,[0a],ambiguous,[Cocalum],[Cocalum],no,
citron vert,[0a],ambiguous,,[Citrons ; verds] [Citrons vert] [Citrons verts],no,
citron et orange,[0a],ambiguous,[Citron et oranges] [Citrons et Oranges] [Citrons et oranges] [oranges et citrons],[Fruits divers en citrons et oranges],no,
citron,[0a],ambiguous,[Citron] [Citrons] [citrons],[Citron] [Citrons] [citrons],no,
chasselas,[0a] [???],ambiguous,[Chaselas] [Chasselas] [Chasselat] [Chasselats] [chaselade] [chaselar] [chaselas] [chasselas] [chasselat],[Chaselas] [Chasselas] [Chasselat] [Chasselats] [chaselar] [chaselas] [chasselas] [chasselat] [Casselas],no,
champignon,[0a],ambiguous,[Champignon] [Champignons] [champigons],[Champignon] [Champignons] [champigons],no,
cervelas,[0a],ambiguous,[Cervelas] [Cervelat] [Cervelats] [Cervulats] [Servelats] [servelat],[Cervelas] [Cervelat] [Cervelats] [Cervulats] [Servelats] [servelat],no,
cerise,[0a],ambiguous,[Cerises] [Cerizes] [cerises],[Drogues pour la peinture et teinture; Cerise] [Drogues; Pour peintures et teintures; Cerise],no,
caviar,[0a],ambiguous,[Cavial] [Caviar],[Cavial] [Caviar],no,
cassis,[0a],ambiguous,[Cassis],[Cassis],no,
carvi,[0a],ambiguous,[Carvi],[Carvi],no,
carotte,[0a],ambiguous,[Caroots] [Carots] [Carotte] [Corottes] [Corrots] [Korots] [Korotte] [carottes],[Carotte] [carottes],no,
carelet,[0a],ambiguous,[Carelet],[Carelet],no,
caramel,[0a],ambiguous,[Caramel],[Caramel],no,
canard,[0a],ambiguous,[Canades] [Canards] [canards],[Canades] [Canards] [canards],no,
cabillaud,[0a],ambiguous,[Cabillands] [Cabillau] [Cabillaud] [Cabillauds] [Cabillaux] [Cabilleau] [Cabilleaux] [Cableaux] [Cabrillauds] [cabiau] [cabillau] [cabillaud] [cabillaux] [cabilleaux],[Cabillands] [Cabillau] [Cabillaud] [Cabillauds] [Cabillaux] [Cabilleau] [Cabilleaux] [Cableaux] [Cabrillauds] [cabiau] [cabillau] [cabillaud] [cabillaux] [cabilleaux],no,
bœuf et langue salée,[0a],ambiguous,[Bœufs et langues salées ; de toutes sortes],[Bœufs et langues salées ; de toutes sortes],no,
brousse fraiche,[0a],ambiguous,[Brousse fraiche] [Brousses ; fraîches] [Brousses fraiches],[Brousse fraiche] [Brousses ; fraîches] [Brousses fraiches],no,
brebis,[0a] [9],ambiguous,[Brebis],[Brebis] [Bestiaux ; brebis] [Bestiaux et bêtes ; de somme ; brebis] [Bestiaux; Brebis] [Bestiaux divers; Brebis],no,
boutarge,[0a],ambiguous,[Boutarge],[Boutarge],no,
boulange,[0a],ambiguous,[Boulange] [Boulanges] [boulande] [boulanes] [boulange],[Boulange] [Boulanges] [boulande] [boulanes] [boulange],no,
biscuit,[0a],ambiguous,[Biscuit] [Biscuits],[Comestibles ; biscuit] [Biscuit] [Biscuits] [Comestibles biscuits] [Comestibles ; biscuits],no,
bigarade,[0a],ambiguous,[Bigarade] [Bigarades],[Bigarade] [Bigarades],no,
beurre,[0a],ambiguous,[Beure] [Beures] [Beurre] [Beurres] [Beurrre] [Boeurre] [beure] [beurre],[Beure] [Beures] [Beurre] [Beurres] [Beurrre] [Boeurre] [beure] [beurre] [Comestibles beurre] [Beufs en vie] [Subsistances ; beurre] [Boeure] [Comestibles ; beurre] [1///Subsistances///Beurre],no,
batavia,[0a],ambiguous,[Batavia],[Batavia],no,
baleine en fanon,[0a],ambiguous,,[BaLaine ; en fanon] [Balaine ; en fanon] [Baleine : en fanon] [Baleine ; de fanon] [Baleine ; en Fanon] [Baleine ; en fanon] [Baleine ; en fanons] [Baleine en Fanon] [Baleine en fanon] [Baleine en fanons] [Baleine; en fanon] [Baleines ; en froment] [Baleines en Fanon] [Baleines; en fanon] [Ballaine en fanon] [Baléine ; en fanon] [baleine en fanon] [Baleine ; en canon] [Baleine ; canon] [baleine ; en fanon],no,
baleine,[0a],ambiguous,[Baleine] [Baleines],[Baleine] [Baleines],no,
bailliarge,[0a],ambiguous,[Baillarge] [Bailliarge] [baillarges],[Baillarge] [Bailliarge] [baillarges],no,
avelines,[0a],ambiguous,[Aviron] [Avirond] [Avirons] [averons] [avirons],[Avelines],no,
anis et sucre,[0a],ambiguous,[Anis et sucre] [Sucre et anis],[Anis et sucre] [Sucre et anis],no,
anis,[0a],ambiguous,[Aniec] [Anis] [Anise] [anis],[Aniec] [Anis] [Anise] [anis] [Annis],no,
anchois,[0a],ambiguous,[Anchoies] [Anchois] [Anchoix] [Anchoyes] [anchois] [anchoix],[Anchoies] [Anchois] [Anchoix] [Anchoyes] [anchois] [anchoix] [Poisson ; de mer ; anchois],no,
œuf de poule,[0a],ambiguous,,[Œufs ; de poulles],no,
œuf de faisan,[0a],ambiguous,,[Œufs ; de phaisants],no,
œuf de composition,[0a],ambiguous,,[Œufs de composition],no,
œufs,[0a],ambiguous,,[Oeufs] [Œuf] [Œufs] [œuf] [œufs] [Subsistances ; œufs],no,
auf,[0a],ambiguous,,[Aeuf] [Auf] [Aul] [Aus] [auf],no,
vinaigre ordinaire,[0a],ambiguous,,[Vinaigre ; Ordinaire] [Vinaigre ; ordinaire] [Vinaigre ordinaire],no,
vinaigre de composition,[0a],ambiguous,,[Vinaigre ; composé] [Vinaigre ; De composition] [Vinaigre de composition] [Vinaigre composé] [Vinaigre de compostion],no,
vinaigre de bière,[0a],ambiguous,,[Vinaigre ; de bierre] [Vinaigre de bière] [vinaigre de bierre],no,
viande fumée,[0a],ambiguous,,[Viande fumée],no,
truffes sèches,[0a],ambiguous,,[Truffes Seches] [Truffle seches] [Truffles secher] [Truffles seches] [Trufles seches] [Truffes seches] [Truffes seiches],no,
truffes fraîches,[0a],ambiguous,,[Truffes fraisches] [Trufles fraiches] [Truffles fraisches] [Truffles fraiches],no,
truffes noires,[0a],ambiguous,,[Truffles noires] [Truffes ; noires],no,
truffes,[0a],ambiguous,,[Trufes] [Truffe] [Truffes] [Truffle] [Truffles] [Trufles] [Légumes ; truffes] [truffes],no,
thon salé,[0a],ambiguous,,[Thon ; salé] [Thon ; salés] [Thon salé] [Poissons de mer; Thon salé] [thon salé],no,
thon mariné,[0a],ambiguous,,"[Thon ; mariné] [Thon ; marinée] [Thon mariné] [Thon, mariné] [Thon; mariné] [Ton marine] [Ton mariné] [thon mariné] [ton mariné] [Poissons ; De mer salée et marines ; Ton mariné] [Poissons ; De mer salés et marinés ; Ton mariné] [Poissons de mer; Thon mariné]",no,
thon frais,[0a],ambiguous,,[Thon ; frais] [Thon; frais] [Poissons; Thon salé?] [thon frais],no,
grain sucrion,[0a],ambiguous,,[Graines ; comestibles ; soucrion] [Grains ; comestibles ; soucrion] [Graines ; comestibles ; en soucrion] [Grains ; somerion] [Grains ; comestibles ; soucrion (grains pour la bière)],no,
sucre mélasse,[0a],ambiguous,,[Sucre ; mélasse] [Sucre ; melasse],no,
seigle de grain,[0a],ambiguous,,[Seil de grain],no,
saumon mariné,[0a],ambiguous,,[Saumons ; mariné] [Saumons ; marinés],no,
saumon fumé,[0a],ambiguous,,[Saumon ; fumé] [Saumon ; fumée] [Saumon ; fumés] [Saumon fumé] [Saumons ; fumés] [Saumons fumés] [Saumons; fumés] [saumon fumé] [saumons fumés] [Saumon fumés],no,
saumon frais,[0a],ambiguous,,[Saumon ; frais] [Saumons ; frais] [Saumons; frais] [saumons frais] [Saumon frais] [Saumons frais] [Saumon fraix],no,
rognon de stockfish,[0a],ambiguous,,[Rognons de ftocfiche] [Rognons de stocfiche],no,
rognon de rat musqué,[0a],ambiguous,,[Rognons de rat musqué],no,
rognon de cerf,[0a],ambiguous,,[Rognons de cerf],no,
grain riz,[0a],ambiguous,,[Grains ; riz] [Grains de riz] [Ris] [Rix] [Riz] [ris] [Comestibles ; ris] [Graines; Ris] [Grains; Bled; Ris] [Grains ; comestibles ; en ris] [Rid] [Comestibles ris] [Grains; Ris] [graine de ris] [Graines comestibles ; Riz] [Subsistances ; riz] [Grains comestibles ; riz] [1///Subsistances///Riz] [Comestibles riz] [Grains comestibles ris] [Graines comestibles ris] [Grains comestibles ; Ris] [Grains ; comestibles ; ris] [Grains ; comestibles ; riz] [Grains divers; Ris] [Comestibles ; riz] [Graines ; comestibles ; ris] [Grains comestibles; Ris] [Graines diverses; Ris],no,
rhubarbe de Moscovie,[0a],ambiguous,,[Rubarbe de MOSCOUE] [Rubarbe de Moscoue] [Rubarbe de Moscovie] [rubarbe de moscovie] [Rhubarbe ; de moscovie] [Rubarbe ; de moscovie] [rhubarbe de moscovie] [Rubarbe de moscovie],no,
rave à filer,[0a],ambiguous,,[Rave a filé],no,
rave de morue,[0a],ambiguous,,[Rase de morue] [Rave Morue] [Rave de Morue] [Rave de Moue] [Rave de morue] [Rave de morüe] [Raves ; de morue] [Raves ; de morüe] [Raves de Morue] [Raves de morue] [Raves de morues] [Raves de moruës] [Raves de morüe] [Raves; de morue] [Raves de Moruë] [rave de morue] [rave de morüe] [raves de morue] [Raves emerue],no,
raisin à l'eau de vie,[0a],ambiguous,,[Muscat à l'eau de vie],no,
raisin sec,[0a],ambiguous,,"[Raisin sec] [Raisin secs] [Raisins sec] [Raisins secs] [Rasin Sec] [raisin sec] [raisins sec] [raisins secs] [Fruits ; crus, secs et à l'eau de vie ; raisins ; secs] [Raisin ; Sec] [Raisin ; sec] [Raisin Sec] [Raisin Secs] [Raisin; sec] [Raisins ; sec] [Raisins ; secs] [Raisins Secs] [Raison sec] [raisins ; secs] [raisin secs] [Riasins secs] [Raisin secq] [Raisin ; fer]",no,
raisin de Galop,[0a],ambiguous,,[Raisin de Galop],no,
pêche sèche,[0a],ambiguous,,[Paishes ; sèches] [Peches seches] [Pèches ; sèches] [Pêches ; sèches],no,
pâté de canard,[0a],ambiguous,,[Patés ; de canards],no,
pâte d'Italie et vermicelle,[0a],ambiguous,,[Pâte ; d'Italie ; vermichel] [Pâtes ; d'Italie ; vermichel] [Pâtes d'Italie ; Vermichel] [Pâte ; vermichel] [Pâtes ; Vermichel] [Comestibles ; pâtes d'Italie et vermichel] [Pate vermicelle] [Pâtes d'Italie en vermichel] [Pate vermissel] [Vermichel ou Vermissely] [Pate d'Italie en vermichel] [Pâte ; d'Italie ; en vermissel] [Pate d'Italie vermicelle] [Pâte ; d'Italie ; vemissel],no,
pâte semoule,[0a],ambiguous,,[Pâtes ; Semouille] [Pâtes semouille],no,
pâte de guimauve,[0a],ambiguous,,[Paste ; de guimauve] [Pate ; de guimauve] [Pâte ; de guimauve],no,
pâte de cacao,[0a],ambiguous,,[Paste de Cacao],no,
pâte d'orgeat,[0a],ambiguous,,[Paste ; d'orgeat],no,
pâte d'amande,[0a],ambiguous,,[Parfumerie ; Pâte d'amande] [Paste ; d'amande] [Paste ; d'amandes] [Pate ; d'amande] [Pate d'amande] [Patte d'amande] [Pâte ; d'amande] [Pâte d'amande] [paste d'amande] [paste d'amandes] [paste d'amende] [paste d'amendes] [pate d'amande] [patte d'amandes] [pate d'amandes] [Parfumerie ; pâte ; d'amande],no,
pâte d'Italie semoule,[0a],ambiguous,,[Pâtes ; d'Italie ; semouille] [Pâte ; d'Italie ; semouille],no,
