numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
15,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Chair salée jambon,,19567,30104,Béarn,,livres,47513,,,,,,0
16,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Chair salée lard salé,,4860,8100,Bretagne,,livres,,,,,,,0
17,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Chair salée salé,,399,758,Béarn,,livres,649,,,,,,0
18,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Chair salée salé,,250,500,Béarn,,livres,649,,,,,,0
19,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Chair salée salé,,3828,7657,Guyenne,,livres,,,,,,,0
20,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Chair salée cuisse d'oye,,4014,4014,Béarn,,livres,4914,,,,,,0
21,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Chair salée cuisse d'oye,,900,900,Béarn,,livres,4914,,,,,,0
22,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Causse en corde,,781,1302,Pays des Basques,,livres,,,,,,,0
23,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Chapeaux poil et laine,,600,8,Pays des Basques,,douzaines,,,,,,,1
24,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Chapeaux poil et laine,,600,100,Pays des Basques,,livres,,,,,,,2
25,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Cordage,,18220,45550,Pays des Basques,,livres,44444,,,,,,0
26,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Cordage,,26224,6551,Pays des Basques,,livres,44444,,,,,,0
27,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Drogues pour peinture et teinture brun,,2434,16230,Étranger,,livres,,,,,,,0
28,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Drogues pour peinture et teinture ceruse,,1200,300,Étranger,,livres,,,,,,,0
29,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Drogues pour peinture et teinture ocre jaune,,750,2500,Étranger,,livres,,,,,,,0
30,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Eau de vie simple,,12604,100,Béarn,,muids,40425,,,,,,1
31,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Eau de vie simple,,12604,8,Béarn,,pintes,40425,,,,,,2
32,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Eau de vie simple,,27821,"220,66",Béarn,,muids,40425,,,,,,1
33,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Eau de vie simple,,27821,24,Béarn,,pintes,40425,,,,,,2
34,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Eau de vie d'endaye,,876,"2,66",Pays des Basques,,muids,,,,,,,1
35,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Eau de vie d'endaye,,876,12,Pays des Basques,,pintes,,,,,,,2
36,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Eau de vie d'endaye,,876,77,Pays des Basques,,bouteilles,,,,,,,2
37,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Etoupe de chanvre,,1200,4000,Pays des Basques,,livres,,,,,,,0
38,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Farine de froment,,12250,49000,Béarn,,livres,,,,,,,0
39,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Fers divers barres,,24737,137432,Étranger,,livres,29237,,,,,,0
40,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Fers divers barres,,4500,25000,Étranger,,livres,29237,,,,,,0
41,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Fers blanc,,600,300,Pays des Basques,,livres,700,,,,,,0
42,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Fers blanc,,100,50,Pays des Basques,,,700,,,,,,0
43,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Fers ouvrés,,246,746,Pays des Basques,,livres,,,,,,,0
44,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Futailles,,460,92,Pays des Basques,,en nombre,,,,,,,0
45,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Grains blés d'Inde,,1392,11600,Béarn,,livres,,,,,,,0
46,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,huile de lin,,1917,4260,Étranger,,livres,,,,,,,0
47,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Liège en bouchon,,536,134000,Guyenne,,en nombre,,,,,,,0
48,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Lingerie chemises,,290,,Béarn,,,,,,,,Pas de quantité indiquée,
49,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Lingerie de table,,1400,,Béarn,,,2040,,,,,Pas de quantité indiquée,
50,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,lingerie de table,,640,146,Béarn,,livres,2040,,,,,,
51,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Liqueur,,280,270,Béarn,,pintes,,,,,,,
52,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Marchandises à la valeur,,389,,Béarn,,,,,,,,Pas de quantité indiquée,
53,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Marchandises à la valeur,,231,,Béarn,,,,,,,,Pas de quantité indiquée,
54,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Mouchoirs fil et coton,,700,18,Béarn,,douzaines,,,,,,,1
55,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Mouchoirs fil et coton,,700,66,Béarn,,livres,,,,,,,2
56,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Mouchoirs fil et coton,,6456,151,Béarn,,douzaines,,,,,,,1
57,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Mouchoirs fil et coton,,6456,415,Béarn,,livres,,,,,,,2
58,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Mouchoirs fil et coton,,7200,300,Anjou,,douzaines,,,,,,,1
59,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Mouchoirs fil et coton,,7200,750,Anjou,,livres,,,,,,,2
60,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Orfèvrerie d'argent,,21010,350,Isle de France,,marcs,,,,,,,1
61,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Orfèvrerie d'argent,,21010,3,Isle de France,,onces,,,,,,,2
62,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Ouvrages divers,,690,,,,,,,,,,Pas de quantité indiquée,
63,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Ouvrages divers,,590,,,,,,,,,,Pas de quantité indiquée,
64,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Ouvrages d'argent plaqué,,1200,80,Isle de France,,masses,,,,,,,
65,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Ouvrages de cordonnier souliers,,2312,1044,Pays des Basques,,paires,,,,,,,
66,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Pierres en carreaux,,6720,820,Béarn,,toises,,,,,,,
67,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Pierres en carreaux,,1818,"226,66",Béarn,,toises,,,,,,,
68,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Plumes d'oye,,2700,2700,Béarn,,livres,3000,,,,,,
69,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Plumes d'oye,,300,300,Béarn,,livres,3000,,,,,,
70,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Poisson morue sèche,,62798,184700,Pêche française,,livres,74358,,,,,,
71,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Poisson morue sèche,,11560,34000,Pêche française,,livres,74358,,,,,,
72,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Quincaillerie de fer,,299,,,,,,,,,,,
73,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Quincaillerie de fer,,6344,19228,Pays des Basques,,livres,,,,,,,
74,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Quincaillerie de fer,,2248,6816,Béarn,,livres,,,,,,,
75,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Quincaillerie clous,,1273,3860,Pays des Basques,,livres,1914,,,,,,
76,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Quincaillerie clous,,641,1945,Pays des Basques,,livres,1914,,,,,,
77,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Suif en chandelle,,160,200,Béarn,,livres,,,,,,,
78,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Suif fondu,,509,753,Pays des Basques,,livres,2099,,,,,,
79,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Suif fondu,,1590,2447,Pays des Basques,,livres,2099,,,,,,
80,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Suif en rame,,600,1200,Béarn,,livres,,,,,,,
81,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Ustensiles de pêche,,180,90,Bretagne,,livres,,,,,,,
82,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Vin,,400,"1,25",Cap breton,,muids,,,,,,,
83,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Vin,,400,20,Cap breton,,pintes,,,,,,,
84,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Vin,,400,330,Cap breton,,bouteilles,,,,,,,
85,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Vin,,1338,1784,Cap breton,,bouteilles,,,,,,,
86,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Vin,,12626,206,Béarn,,muids,15038,,,,,,1
87,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Vin,,12626,47,Béarn,,pintes,15038,,,,,,2
88,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Vin,,12626,100,Béarn,,bouteilles,15038,,,,,,2
89,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Vin,,2412,34,Béarn,,muids,15038,,,,,,1
90,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Vin,,2412,8,Béarn,,pintes,15038,,,,,,2
91,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Vin,,2412,791,Béarn,,bouteilles,15038,,,,,,2
92,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Vin,,2508,29,Guyenne,,muids,3300,,,,,,1
93,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Vin,,2508,148,Guyenne,,pintes,3300,,,,,,2
94,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Vin,,792,10,Guyenne,,muids,3300,,,,,,1
95,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Vin,,792,120,Guyenne,,pintes,3300,,,,,,2
96,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Vin,,18960,137,Guyenne,,muids,92620,,,,,,1
97,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Vin,,18960,44,Guyenne,,pintes,92620,,,,,,2
98,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Vin,,73660,514,Guyenne,,muids,92620,,,,,,1
99,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Vin,,73660,118,Guyenne,,pintes,92620,,,,,,2
100,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Vin,,7500,182,Languedoc,,muids,,,,,,,1
101,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Vin,,7500,84,Languedoc,,pintes,,,,,,,2
102,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Vin,,1000,30,Provence,,muids,,,,,,,1
103,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Vin,,1000,110,Provence,,pintes,,,,,,,2
104,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Vinaigre,,360,8,Béarn,,muids,620,,,,,,1
105,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,56,Vinaigre,,360,80,Béarn,,pintes,620,,,,,,2
106,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Vinaigre,,260,7,Béarn,,muids,620,,,,,,1
107,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,56,Vinaigre,,260,84,Béarn,,pintes,620,,,,,,2
