source,sourcepath,sourcetype,year,exportsimports,direction,marchandises,pays,quantity_unit,prix_unitaire,probleme,remarks,quantit,value
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaules de sapin,Nord,Brins,,,,1588,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gaules pour mâts a bateau,Hollande,Nombres,,,,8,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gerofle,Hollande,Livres,,,,448,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gomme arabique,Espagne,Livres,,,,3800,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gorgorans,Indes orientales,Pièces,,,,13,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Graine de St Soin,Angleterre,Livres,,,,4,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Graine de choux,Hollande,Livres,,,,1636,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Graine de jardin,Hollande,Livres,,,,312,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Graine de lin,Angleterre,Barils,,,,6,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Graine de lin,Angleterre,Barils,48,0,,168,8064
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Graine de lin,Angleterre,Boisseaux,,,,1002,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Graine de lin,Flandre autrichienne,Barils,55,0,,360,19800
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Graine de lin,Hollande,Barils,48,0,,3486,167328
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Graine de lin,Hollande,Barils,55,0,,633,34815
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Graine de lin,Hollande,Boisseaux,,,,10263,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Graine de lin,Nord,Barils,50,0,,1291,64550
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Graine de lin,Nord,Barils,55,0,,1484,81620
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Graine de trefle,Angleterre,Livres,,,,80,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Graisse de porcs,Angleterre,Livres,,,,500,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Grelin,Hollande,Nombres,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Grenades de fer,Hollande,Livres,,,,300,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Grisette,Indes orientales,Pièces,,,,127,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gueridon,Hollande,Nombres,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gueridons peints,Hollande,Nombres,,,,12,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Guimblette,Angleterre,Livres,,,,40,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Harans,Angleterre,Barils,,,,6,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Harans blanc,Hollande,Barils,,,,387.5,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Harans blancs,Hollande,Barils,,,,248.5,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Harans blancs,Hollande,Barils,8,0,,12,96
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Harans sorés,Angleterre,Barils,,,,49,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Harans sorés,Hollande,Barils,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile d'olives,Espagne,Bottes,,,,20,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile d'olives,Espagne,Livres,,,,78465,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile d'olives,Espagne,Pots,,,,24,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile d'olives,Italie,Bottes,,,,3,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile d'olives,Italie,Livres,,,,2476,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile d'olives,Portugal,Livres,,,,708,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de Perou,Indes occidentales,Livres,,,,500,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de lin,Hollande,Bariques,,,,4.75,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de lin,Hollande,Bariques,,,1 barique = 108 pots,6,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de lin,Hollande,Livres,,,,14078,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de lin,Hollande,Pots,"1,5",0,,69,103.5
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de poisson,Angleterre,Bariques,,,,12.5,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de poisson,Angleterre,Bariques,,,"46,25 = 108 pots",46.25,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de poisson,Angleterre,Livres,,,,8370,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de poisson,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Livres,,,,10700,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de poisson,Hollande,Bariques,120,0,,39.25,4710
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de poisson,Hollande,Livres,,,,83740,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de poisson,Hollande,Livres,"0,25",0,,3380,845
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de poisson,Isles françoises de l'amerique,Livres,,,,251,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de poisson,Nord,Livres,,,,31600,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de poisson en lie,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Livres,,,,11000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de poisson en lie,Hollande,Livres,,,,3600,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huiles d'olive,Hollande,Pipes,,,,6,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huiles de poisson,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Livres,,,,55650,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Indigo,Espagne,Livres,,,,362,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Indigo,Indes occidentales,Livres,,,,300,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Jambon,Espagne,Livres,,,,40,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Jambon,Hollande,Livres,,,,839,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Jambon,Nord,Livres,,,,302,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Jambon,Portugal,Livres,,,,353,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Jambons,Hollande,Livres,,,,620,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Jambons,Hollande,Livres,"0,5",0,,276,138
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Jambons,Nord,Livres,,,,2287,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Jettons de cuivre,Hollande,Livres,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine,Angleterre,Livres,,,,360,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine,Hollande,Livres,,,,1600,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine  peignée,Angleterre,Livres,2,0,,9838,19676
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine de Pologne,Hollande,Livres,,,,200,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine filée,Angleterre,Livres,,,,7020,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine filée,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Livres,,,,250,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine grasse,Angleterre,Livres,,,,575,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine grasse,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Livres,,,,52908,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine grasse,Espagne,Livres,,,,10975,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine grasse ou en suin,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Livres,,,,191328,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine grasse ou en suin,Espagne,Livres,,,,1900,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine lavée,Angleterre,Livres,,,,18000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine lavée,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Livres,,,,450,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine lavée de stramadouze,Espagne,Livres,,,,1200,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine peignée,Angleterre,Livres,,,,21218,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine peignée,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Livres,,,,295,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine peignée,Espagne,Livres,,,,420,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Laine seuine,Hollande,Livres,,,,5850,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lame peignée,Angleterre,Livres,,,,13032,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lampas,Indes orientales,Pièces,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Langue de beuf,Angleterre,Livres,,,,15,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Langues de beuf,Angleterre,Livres,,,,36,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lard,Angleterre,Livres,,,,18020,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Limes de fer,Hollande,Douzaines,,,,40,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lin,Hollande,Livres,,,,10,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lin,Nord,Livres,,,,12900,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lin cru,Hollande,Livres,,,,12300,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lin peigné,Hollande,Livres,,,,280,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lin peigné,Hollande,Livres,"0,75",0,,100,75
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lin peigné,Nord,Livres,,,,5000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Liqueur,Espagne,Bouteilles,,,,15,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Liqueur,Espagne,Nombres,,,,60,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Liqueur,Hollande,Canevettes,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…,Indes orientales,Chantourné,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…,Indes orientales,Ciel,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…,Indes orientales,Couvertures,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…,Indes orientales,Dossier,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…,Indes orientales,Grandes pentes,,,,6,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…,Indes orientales,Petites pentes,,,,4,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…,Indes orientales,Rideaux,,,,6,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…,Indes orientales,Tabourets,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…,Indes orientales,Toilette,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Livre journal en papier blanc,Hollande,Nombres,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Livres de commerce,Hollande,Nombres,,,,3,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Liége,Espagne,Livres,,,,500,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Liége,Italie,Livres,,,,5300,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lunettes,Hollande,Douzaines,,,,6,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Manche de gaffe,Nord,Pièces,,,,75,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Marbre en mortiers,Hollande,Caisses,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,"Marbre ouvré, benitier",Italie,Nombres,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,"Marbre ouvré, cuvettes",Italie,Nombres,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,"Marbre ouvré, tables",Italie,Nombres,,,,3,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Marmalade,Portugal,Boëtes,,,,50,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Marmalade,Portugal,Livres,,,,12,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Marmelade,Portugal,Douzaines de boëtes,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Matereaux,Nord,Nombres,,,,415,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mats de bateaux,Nord,Douzaines,,,,9,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mats de navire,Nord,Nombres,,,,42,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mats de sapin,Hollande,Nombres,,,,4,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mats de sapin,Hollande,Pièces,,,,72,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mats de sapin,Hollande,,,,,0,6000
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mats de sapin,Nord,Nombres,,,,78,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mats…,Hollande,Nombres,,,,6,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mature carrée,Nord,Pièces,,,,29,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mature complette d'un vaisseau,Hollande,Nombres,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mature d'un vaisseau…,Hollande,Nombres,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mature de vaisseaux,Hollande,Nombres,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mature de vaisseaux complette…,Hollande,Nombres,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Matures de vaisseaux complettes…,Hollande,Nombres,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Meche,Hollande,Livres,,,,50,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain,Hollande,Douëlles,,,,2000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain,Nord,Douelles,,,,5600,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain a baril,Angleterre,Douelles,,,,400,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain a baril,Nord,Douelles,,,,500,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain a baril,Nord,Douëlles,,,,4000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain a barique,Angleterre,Douelles,,,,2100,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain a barique,Angleterre,Nombres,,,,25,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain a barique,Hollande,Douelles,,,,700,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain a bariques,Hollande,Douëlles,,,,2500,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain a pipes,Hollande,Douëlles,,,,20900,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain a pipes,Nord,Nombres,,,,500,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain abarique,Angleterre,Douelles,,,,1200,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain abarique,Angleterre,Nombres,,,,40,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Merain pipaille,Hollande,Douëlles,,,,8000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Meules a coutelier,Angleterre,Nombres,,,,23,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Meules a coutelier,Espagne,Nombres,2,0,,159,318
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mine de plomb,Angleterre,Livres,,,,8030,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mine de plomb,Hollande,Livres,,,,1534,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Miroir de poche,Hollande,Douzaines,,,,6.5,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mistelle,Espagne,Livres,,,,56,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Moruë seche,Angleterre,Livres,,,,50,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Moruë seche,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Milliers,,,,675.5,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Moruë seche,Espagne,Livres,,,,100,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Moruë seche,Hollande,Livres,,,,373900,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Moruë verte,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Milliers,,,,18,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Moruë verte,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Nombres,,,,13600,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Moruë verte,Hollande,Milliers,,,,48.5,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Moruës seche,Isles françoises de l'amerique,Livres,,,,34800,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Moruës verte,Isles françoises de l'amerique,Livres,,,,6975,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mouchoirs,Indes orientales,Nombres,,,,563,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mouchoirs,Indes orientales,Pièces,,,,3,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Moulin a caffé,Hollande,Nombres,,,,48,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Muscade,Hollande,Livres,,,,142,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Muscades,Hollande,Livres,,,,5,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mât,Nord,Nombres,,,,4,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mât de sapin,Angleterre,Nombres,,,,2,0
