source,sourcepath,sourcetype,year,exportsimports,direction,marchandises,pays,quantity_unit,prix_unitaire,probleme,remarks,quantit,value
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Armoires de bois de sapin…,Hollande,Pièces,30,0,,6,180
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Atelas et instruments de marine,Hollande,Caisses,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Aucline,Hollande,Livres,,,,800,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Auspects,Nord,Douzaines,,,,65,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Avirons,Espagne,Tracques,,,,10,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Avirons,Espagne,Traques,,,,201,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Avirons,Espagne,Traques,9,0,,728,6552
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Avirons,Hollande,Avirons,,,,20,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Avirons,Hollande,Traques,9,0,,50,450
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Avirons,Nord,Nombres,,,,102,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Avirons,Nord,Paires,,,,40,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Avirons,Nord,Traques,,,,98,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Avoine,Angleterre,Boisseaux,,,,538,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Avoine,Angleterre,Tonneaux,,,,3,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Avoine,Hollande,Boisseaux,,,,100,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Avoine,Hollande,Tonneaux,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Azur,Hollande,Livres,,,,3800,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Babouches,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Paires,,,,14,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bais de bois de chêne,Hollande,Nombres,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Balance,Hollande,Nombres,,,,1,50
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Baleine coupée,Hollande,Livres,,,,1385,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Barique wides,Nord,Bariques,,,,50,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Barres de cabestan,Hollande,Pièces,,,,50,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Barres de cabestan,Nord,Douzaines,,,,7,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Barres de cabestan,Nord,Nombres,,,,24,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bas de soie pour femme,Indes orientales,Paires,,,,100,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bas de soie pour homme,Indes orientales,Paires,,,,429,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Batons a frotoir,Hollande,Paquets,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Beuf salé,Angleterre,Barils,,,,162,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Beuf salé,Angleterre,Livres,,,,246460,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Beuf salé,Angleterre,Livres,"0,2",0,,1200,240
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Beuf salé,Hollande,Barils,,,,50,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Beure,Angleterre,Livres,,,,96765,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Beure,Angleterre,Livres,"0,25",0,,3575,893.75
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Beure,Angleterre,Livres,"0,3",0,,100,30
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Beure de cacao,Indes occidentales,Livres,,,,25,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Biere,Hollande,Bariques,,,,3,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Biere,Hollande,Tonneaux,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Blanc de ceruse,Hollande,Livres,,,,1190,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Blé froment,Angleterre,Boisseaux,,,,279,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Blé froment,Angleterre,Muids,,,,7,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Blé froment,Angleterre,Muids,,,Mesures de Paris,31,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Blé froment,Angleterre,Septier,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Blé froment,Angleterre,Septiers,,,Mesures de Paris,11,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Blé froment,Angleterre,Tonneaux,,,,20,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Blé seigle,Angleterre,Quartiers,,,,75,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Blé seigle,Hollande,Tonneaux,,,,46,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Blé seigle,Nord,Lets,,,,12,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Blé seigle,Nord,Tonneaux,,,,42,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Boete de bois musqué,Hollande,Douzaines,,,,6,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bois a batir,Nord,Nombres,,,,15,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bois a bruler,Nord,Brasses,,,,10,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bois a bruler,Nord,Nombres,,,,15,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bois de campeche,Angleterre,Livres,,,,35000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bois de campeche,Hollande,Livres,,,,8955,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bois de chêne,Hollande,Pièces,,,,1,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Borax,Hollande,Livres,,,,50,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bordage de chêne,Hollande,Pièces,,,,104,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bouchons de liége,Angleterre,Livres,,,,6,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bouchons de liége,Hollande,Douzaines,,,,25,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Boulets de canon,Hollande,Nombres,,,,2300,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Boulets de canon,Hollande,Pièces,4,,,3700,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Boulets de terre,Hollande,Nombres,,,,12000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Boëte de bois,Hollande,Nombres,,,,6,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Boëtes de fer blanc,Hollande,Nombres,,,,6,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Boëtes de sapin peintes,Hollande,Douzaines,,,,30,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Brai gras,Angleterre,Barils,,,,10,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Braj,Hollande,Barils,,,,82,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Braj gras,Angleterre,Barils,,,,24,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Braj gras,Hollande,Barils,,,,643,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Braj gras,Hollande,Barils,15,0,,10,150
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Braj gras,Nord,Barils,,,,172,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Briques,Hollande,Milliers,,,,8,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Brosserie,Hollande,Livres,,,,159,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Brosses,Hollande,Livres,,,,50,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bureaux vernis,Indes orientales,Nombres,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cabaret de sapin,Hollande,Nombres,,,,8,18
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cabestan,Angleterre,Nombres,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cabinet de bois peint,Hollande,Nombres,,,,2,120
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cabinet vernis,Indes orientales,Nombres,,,,6,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cables,Angleterre,Livres,,,,1000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cables,Hollande,Livres,,,,48500,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cables,Hollande,Nombres,,,,18,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cables,Nord,Livres,,,,15000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cables neuf,Angleterre,Livres,,,,1400,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cables neuf,Angleterre,Nombres,,,,4,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cacao,Espagne,Livres,,,,36,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cacao avarié,Indes occidentales,Livres,,,,300,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cadenats,Hollande,Douzaines,,,,8,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Canelle,Hollande,Livres,,,,1183.5,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Canelle,Hollande,Onces,,,,4,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Canne a main,Hollande,Jets,12,,,49,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cannes a main,Angleterre,Douzaines,,,,9,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cannes a mains,Angleterre,Pièces,1,0,,36,36
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cannes garnies de leurs flacons,Hollande,Nombres,,,,4,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cannes garnies de leurs flacons,Nord,Nombres,,,,18,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cannetille,Hollande,Boëtes,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Canon de fer,Angleterre,Nombres,,,,8,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Canons de 4 livres de bale,Angleterre,Pièces,,,,6,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Canons de fer,Angleterre,Pièces,,,,44,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Canons de fer de 2 livres de calibre,Angleterre,Nombres,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Canons de fer de 2 livres de calibre,Hollande,Nombres,,,,4,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Canons de fer de 3 livres de calibre,Hollande,Nombres,,,,4,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Canons de fer de 4 livres de bale,Angleterre,Nombres,,,,9,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Canons de fer de 4 livres de bale,Hollande,Nombres,,,,8,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Canons de fer de 4 livres de calibre,Angleterre,Nombres,,,,16,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cardages,Angleterre,Livres,,,,4600,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Carte marine,Hollande,Nombres,,,,35,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cartes marines,Hollande,Douzaines,,,,7,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Ceinture de robe de chambre,Indes orientales,Nombres,,,,100,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chagrin de soie,Indes orientales,Pièces,,,,8,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chaise garnie de cannes,Angleterre,Nombres,,,,24,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chaise garnie de maroquin,Hollande,Nombres,,,,24,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chaise roulante,Hollande,Nombres,,,,2,400
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chaises,Hollande,Pièces,"2,25",0,,8,18
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chaises de paille,Angleterre,Douzaines,,,,2,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chandelles,Angleterre,Livres,,,,2149,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chandelles de suif,Angleterre,Livres,,,,1200,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chanvre,Angleterre,Livres,,,,4500,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chanvre,Hollande,Livres,,,,15020,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chanvre cru,Hollande,Livres,,,,8000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chanvre cru,Nord,Livres,,,,32450,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Charbon de terre,Angleterre,Livres,,,,1747675,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chataignes,Espagne,Boisseaux,,,,100,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chaux,Angleterre,Bariques,,,,19,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chenille de bois,Hollande,Livres,,,,9000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cheval,Angleterre,Nombres,,,,1,150
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chevilles de bois,Nord,Milliers,,,,40,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chocolat,Espagne,Livres,,,,90,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chocolat,Hollande,Livres,,,,118,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cire a cacheter,Espagne,Livres,,,,3,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cire jaune,Angleterre,Livres,,,,3161,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cire jaune,Barbarie dans l'Ocean et des Iles françoises de l'amerique,Livres,,,,44552,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cire jaune,Espagne,Livres,,,,3137,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cire jaune,Hollande,Livres,,,,200,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cire jaune,Nord,Livres,,,,11860,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Citrons,Espagne,Caisses,,,,5,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Citrons,Espagne,Nombres,,,,3700,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Citrons,Hollande,Caisses,,,,47,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Citrons,Hollande,Caisses,25,225,,10,25
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Citrons,Hollande,Nombres,,,,3000,0
AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Citrons,Portugal,Caisses,,,,53,0
