numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
21,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,chemises bretonnes,Rennes,pour l'Espagne,"4 000,00",en nombre,"1,50000",0,-6000,
22,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,chemises garnies,Rennes,pour l'Espagne,"6 300,00",en nombre,"10,00000",0,-63000,
23,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,chemises de toile rayée,Rennes,pour l'Espagne,"87,00",en nombre,"2,50000",0,"-217,5",
24,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,chiquette des prises,Rennes,pour l'Espagne,"26,50",aunes,"0,00000",0,0,à inconnu
25,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,cire blanche,Rennes,pour l'Espagne,"500,00",livres,"1,80000",0,-900,
26,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,confitures,Rennes,pour l'Espagne,"920,00",livres,"0,75000",0,-690,
27,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,corps de jupes,Rennes,pour l'Espagne,"9,00",en nombre,"10,00000",0,-90,
28,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,cuirs de génisses corroyées,Rennes,pour l'Espagne,"5 367,00",cuirs,"18,00000",0,-96606,
29,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,dentelle de soye ,Rennes,pour l'Espagne,"20,00",livres,"40,00000",0,-800,
30,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,drap d'Angleterre des prises,Rennes,pour l'Espagne,"271,00",aunes,"12,00000",0,-3252,
31,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,drap carisé des prises,Rennes,pour l'Espagne,"155,00",aunes,"4,00000",0,-620,
32,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,drap de laine,Rennes,pour l'Espagne,"60,00",aunes,"15,00000",0,-900,
33,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,drap de Louviers,Rennes,pour l'Espagne,"7,00",aunes,"18,00000",0,-126,
34,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,etamine de laine,Rennes,pour l'Espagne,"6 986,00",livres,"3,00000",0,-20958,
35,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,etoffe de soye,Rennes,pour l'Espagne,"55,00",livres,"40,00000",0,-2200,
36,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,eventails fins,Rennes,pour l'Espagne,"6,00",douzaines,"60,00000",0,-360,
37,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,fil à coudre,Rennes,pour l'Espagne,"25,00",livres,"1,75000",0,"-43,75",
38,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,flanelle des prises,Rennes,pour l'Espagne,"179,00",aunes,"2,00000",0,-358,
39,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,gans de chamois,Rennes,pour l'Espagne,"12,00",paires,"0,60000",0,"-7,2",
40,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,glaces miroirs,Rennes,pour l'Espagne,"4,00",en nombre,"30,00000",0,-120,
41,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,jupons piqués,Rennes,pour l'Espagne,"11,00",en nombre,"15,00000",0,-165,
42,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,manches brodées,Rennes,pour l'Espagne,"450,00",paires,"6,00000",0,-2700,
43,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,2,1758,manchettes de batiste,Rennes,pour l'Espagne,"280,00",paires,"3,00000",0,-840,
44,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,manchettes de femmes brodées,Rennes,pour l'Espagne,"60,00",paires,"25,00000",0,-1500,
45,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,mercerie,Rennes,pour l'Espagne,"85,00",livres,"1,00000",0,-85,
46,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,molton,Rennes,pour l'Espagne,"89,75",aunes,"3,00000",0,"-269,25",
47,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,mouchoirs de Cholet,Rennes,pour l'Espagne,"60,00",pièces,"15,00000",0,-900,
48,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,mouchoirs de Cholet,Rennes,pour l'Espagne,"425,00",douzaines,"15,00000",0,-6375,
49,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,mouchoirsde Masulipatan,Rennes,pour l'Espagne,"60,00",pièces,"28,00000",0,-1680,
50,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,papier bâtard commun,Rennes,pour l'Espagne,"288,00",rames,"2,50000",0,-720,
51,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,papier bâtard fin,Rennes,pour l'Espagne,"1 490,00",rames,"12,00000",0,-17880,
52,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,papier à bulle blanche,Rennes,pour l'Espagne,"2 102,00",rames,"4,00000",0,-8408,
53,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,papier commun,Rennes,pour l'Espagne,"3 460,00",rames,"3,00000",0,-10380,
54,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,peaux de mouton aprêtées,Rennes,pour l'Espagne,"900,00",en nombre,"1,00000",0,-900,
55,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,peaux de veau corroyées,Rennes,pour l'Espagne,"657,00",douzaines,"36,00000",0,-23652,
56,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,poisson dit julienne,Rennes,pour l'Espagne,"842,00",livres,"0,10000",0,"-84,2",
57,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,ratine grise des prises,Rennes,pour l'Espagne,"23,00",aunes,"10,00000",0,-230,
58,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,redingottes des prise,Rennes,pour l'Espagne,"11,00",en nombre,"10,00000",0,-110,
59,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,robes de chambre d'indienne,Rennes,pour l'Espagne,"24,00",en nombre,"10,00000",0,-240,
60,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,rogues de stockfich,Rennes,pour l'Espagne,"24,00",barils,"24,00000",0,-576,
61,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,stinkerque,Rennes,pour l'Espagne,"60,00",pièces,"40,00000",0,-2400,
62,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,sucre brut,Rennes,pour l'Espagne,"2 100,00",livres,"0,32000",0,-672,32 L %
63,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,sucre rafiné,Rennes,pour l'Espagne,"222,00",livres,"0,80000",0,"-177,6",
64,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,suif,Rennes,pour l'Espagne,"4 157,00",livres,"0,35000",0,"-1454,95",
65,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,tabac haché des prises,Rennes,pour l'Espagne,"1 103,00",livres,"1,00000",0,-1103,
66,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,thé,Rennes,pour l'Espagne,"24,00",caisses,"0,00000",0,0,à. Le poids 2 L 5 S la livre
67,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,toiles batiste,Rennes,pour l'Espagne,"100,00",pièces,"30,00000",0,-3000,
68,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,toile de Bretagne diverses,Rennes,pour l'Espagne,"19 362,00",aunes,"1,75000",0,"-33883,5",
69,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,toile de Bretagne etroite,Rennes,pour l'Espagne,"235 650,00",pièces,"6,00000",0,-1413900,
70,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,toile de Bretagne etroite,Rennes,pour l'Espagne,"208 241,00",aunes,"1,10000",0,"-229065,1",
71,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,toile de Bretagne large,Rennes,pour l'Espagne,"54 800,00",pièces,"13,00000",0,-712400,
72,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,toile de Bretagne large,Rennes,pour l'Espagne,"40 412,00",aunes,"2,25000",0,-90927,
73,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,toile de Bretagne à carreaux,Rennes,pour l'Espagne,"47 299,00",aunes,"0,85000",0,"-40204,15",
74,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,toile de Bretagne crée large,Rennes,pour l'Espagne,"61,00",pièces,"140,00000",0,-8540,
75,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,toile de Bretagne crée large,Rennes,pour l'Espagne,"437 260,00",aunes,"1,40000",0,-612164,
76,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,3,1758,toile de Bretagne entre large,Rennes,pour l'Espagne,"13 484,00",aunes,"1,20000",0,"-16180,8",
77,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile de Bretagne gracienne,Rennes,pour l'Espagne,"104,00",pièces,"60,00000",0,-6240,
78,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile de Bretagne gracienne,Rennes,pour l'Espagne,"750 882,00",aunes,"1,40000",0,"-1051234,8",
79,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile de Bretagne de halle,Rennes,pour l'Espagne,"16 736,00",aunes,"0,80000",0,"-13388,8",
80,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile de Bretagne de Landerneau,Rennes,pour l'Espagne,"900,00",aunes,"1,10000",0,-990,
81,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile de Bretagne de Morlaix,Rennes,pour l'Espagne,"928,00",aunes,"1,40000",0,"-1299,2",
82,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile de Bretagne rosconne,Rennes,pour l'Espagne,"56 969,00",aunes,"0,90000",0,"-51272,1",
83,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile de Bretagne à voile,Rennes,pour l'Espagne,"5 326,00",aunes,"0,85000",0,"-4527,1",
84,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile caladaris,Rennes,pour l'Espagne,"1 040,00",aunes,"2,25000",0,-2340,
85,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile Cholet,Rennes,pour l'Espagne,"3 027,00",livres,"3,50000",0,"-10594,5",
86,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile Cholet,Rennes,pour l'Espagne,"75,00",aunes,"1,75000",0,"-131,25",
87,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile Cholet,Rennes,pour l'Espagne,,,"0,00000",9500,9500,valeur de 9500 L cy
88,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile de Frise,Rennes,pour l'Espagne,"134,00",aunes,"1,00000",0,-134,
89,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile Guingas,Rennes,pour l'Espagne,"7 174,00",livres,"0,90000",0,"-6456,6",
90,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile de Hollande,Rennes,pour l'Espagne,"247,00",aunes,"4,00000",0,-988,
91,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile de Laval,Rennes,pour l'Espagne,"4 188,00",livres,"4,25000",0,-17799,
92,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile platille,Rennes,pour l'Espagne,"618,00",aunes,"1,00000",0,-618,
93,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,toile rousse,Rennes,pour l'Espagne,"1 296,00",aunes,"2,00000",0,-2592,
94,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,velour de gueux,Rennes,pour l'Espagne,"108,00",aunes,"2,00000",0,-216,marchandise non identifiée
95,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,verres à boire,Rennes,pour l'Espagne,"60,00",en nombre,"0,07500",0,"-4,5",
96,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,vestes d'Estames des prises,Rennes,pour l'Espagne,"18,00",en nombre,"15,00000",0,-270,
97,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,vin rouge,Rennes,pour l'Espagne,"1,50",tonneaux,"300,00000",0,-450,
98,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,bas de fil,Rennes,pour la Hollande,"40,00",douzaines,"30,00000",0,-1200,
99,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,boeuf salé,Rennes,pour la Hollande,"48,00",barils,"35,00000",0,-1680,
100,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,boeuf salé,Rennes,pour la Hollande,"40,00",tiercons,"50,00000",0,-2000,
101,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,boeuf salé,Rennes,pour la Hollande,"124,00",quarts,"35,00000",0,-4340,
102,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,beure,Rennes,pour la Hollande,"162 807,00",livres,"0,37500",0,"-61052,63",
103,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,bois d'acajou,Rennes,pour la Hollande,"316,00",pièces,"5,00000",0,-1580,
104,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,bois de campêche,Rennes,pour la Hollande,"386 258,00",livres,"4,00000",0,-1545032,
105,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,bois rouge,Rennes,pour la Hollande,"187 000,00",livres,"0,25000",0,-46750,25 L %
106,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,4,1758,bouilloires de cuivre,Rennes,pour la Hollande,"42,00",en nombre,"5,00000",0,-210,
107,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,caffé de Bourbon,Rennes,pour la Hollande,"500 691,00",livres,"0,77500",0,"-388035,53",
108,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,caffé des Isles,Rennes,pour la Hollande,"57 757,00",livres,"0,75000",0,"-43317,75",
109,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,chapeaux des prises,Rennes,pour la Hollande,"266,00",en nombre,"4,00000",0,-1064,
110,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,chasselas,Rennes,pour la Hollande,"160,00",pièces,"17,00000",0,-2720,
111,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,cidre,Rennes,pour la Hollande,"2,00",bariques,"10,00000",0,-20,
112,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,draps d'Angleterre des prises,Rennes,pour la Hollande,"17,00",aunes,"12,00000",0,-204,
113,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,eau de Bristol des prises,Rennes,pour la Hollande,"2 910,00",bouteilles,"0,15000",0,"-436,5",
114,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,fayance gondolles,Rennes,pour la Hollande,"42,50",douzaines,"3,25000",0,"-138,13",
115,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,fayance soucoupes,Rennes,pour la Hollande,"22,00",douzaines,"3,25000",0,"-71,5",
116,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,fil à coudre,Rennes,pour la Hollande,"100,00",livres,"1,75000",0,-175,
117,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,garas,Rennes,pour la Hollande,"630,00",livres,"0,00000",0,0,À 16 L la pièce
118,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,gingembre,Rennes,pour la Hollande,"23 974,00",livres,"0,40000",0,"-9589,6",
119,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,graine de lin,Rennes,pour la Hollande,"682 050,00",livres,"0,50000",0,-341025,
120,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,graisse,Rennes,pour la Hollande,"9 154,00",livres,"0,30000",0,"-2746,2",
121,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,guildive,Rennes,pour la Hollande,"1 400,00",veltes,"2,00000",0,-2800,
122,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,guingan de Madras,Rennes,pour la Hollande,"160,00",pièces,"8,50000",0,-1360,
123,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,guingan de Pontichery,Rennes,pour la Hollande,"320,00",pièces,"8,00000",0,-2560,
124,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,guinée bleue,Rennes,pour la Hollande,"1 800,00",pièces,"18,00000",0,-32400,
125,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,huile d'olive,Rennes,pour la Hollande,"530,00",livres,"0,70000",0,-371,
126,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,huitres à la daube,Rennes,pour la Hollande,"1 314,00",barils,"20,00000",0,-26280,
127,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,indigo,Rennes,pour la Hollande,"1 372,00",livres,"7,00000",0,-9604,
128,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,liège,Rennes,pour la Hollande,"500,00",livres,"0,25000",0,-125,
129,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,livres anglais,Rennes,pour la Hollande,"357,00",en nombre,"0,50000",0,"-178,5",
130,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,maniquette,Rennes,pour la Hollande,"18 166,00",livres,"0,20000",0,"-3633,2",
131,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,miel,Rennes,pour la Hollande,"4 519 769,00",livres,"0,10000",0,"-451976,9",
132,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,mouchoirs de Pontichery,Rennes,pour la Hollande,"200,00",pièces,"16,50000",0,-3300,
133,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,mousseline de Zurick,Rennes,pour la Hollande,"200,00",pièces,"34,00000",0,-6800,
134,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,papier batard commun,Rennes,pour la Hollande,"4 440,00",rames,"2,50000",0,-11100,
135,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,papier batard fin,Rennes,pour la Hollande,"8 710,00",rames,"12,00000",0,-104520,
136,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,papier à l'ecu,Rennes,pour la Hollande,"220,00",rames,"10,00000",0,-2200,
137,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,papier à l'etoile,Rennes,pour la Hollande,"632,00",rames,"6,00000",0,-3792,
138,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1758.csv,Local,Exports,5,1758,papier gene fin,Rennes,pour la Hollande,"13 531,00",rames,"15,00000",0,-202965,
