numrodeligne,source,sourcepath,sourcetype,exportsimports,year,marchandises,direction,pays,quantity_unit,prix_unitaire,probleme,remarks,doubleaccounts,quantit,value
762,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de cholet,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,1265,0
763,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Dinan comune,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,1500,0
764,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de halle,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,3750,0
765,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de langeneau,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,2180,0
766,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de laval,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,5000,0
767,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Marigni,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,16590,0
768,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de navale,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,1000,0
769,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de rosconne,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,46000,0
770,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de rosconne,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,20,0
771,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de rouen,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,2000,0
772,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Rouën,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,38200,0
773,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de St Gal,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,260,0
774,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile holandille de Paris,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,700,0
775,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile olande de Paris,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,400,0
776,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile pigolles,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,60,0
777,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile royale,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,25,0
778,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles a voile,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,500,0
779,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles baliste,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,60,0
780,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles bretagne,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,5490,0
781,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles bretagne,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,400,0
782,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles brin de Dinant,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,320,0
783,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles cholet,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,68,0
784,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles coutil,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,145,0
785,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles crées large,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,1200,0
786,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles crées large,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,15,0
787,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles de halle,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,100266,0
788,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles de Rouën,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,2345,0
789,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles écruës,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,2852,0
790,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles navales,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,973,0
791,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles rayée,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,300,0
792,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Velours,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,1.5,0
793,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Verre a vitre ; petits carreaux,Rennes,Isles françoises de l'Amerique,Nombres,0,0,,,1620,0
794,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Verres communs,Rennes,Isles françoises de l'Amerique,Douzaines,0,0,,,48,0
795,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vin,Rennes,Isles françoises de l'Amerique,Tonneaux,0,0,,,10,0
796,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vin d'Espagne,Rennes,Isles françoises de l'Amerique,Bariques,0,0,,,33.33,0
797,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vin de Bordeaux,Rennes,Isles françoises de l'Amerique,Tonneaux,0,0,,,20,0
798,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vinaigre,Rennes,Isles françoises de l'Amerique,Pots,0,0,,,12,0
799,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Amandes,Rennes,Nord,Livres,0,0,,,391220,0
800,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Anchois,Rennes,Nord,Pots,0,0,,,279,0
801,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Avelines,Rennes,Nord,Livres,0,0,,,145,0
802,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bas de soie,Rennes,Nord,Paires,0,0,,,1,0
803,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Câpes,Rennes,Nord,Livres,0,0,,,80,0
804,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Citron,Rennes,Nord,Caisses,0,0,,,2,0
805,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cordons de soie a canne,Rennes,Nord,Nombres,0,0,,,7,0
806,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Damas de la Chine,Rennes,Nord,Pièces,0,0,,,200,0
807,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dattes,Rennes,Nord,Livres,0,0,,,52,0
808,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle de Caën,Rennes,Nord,Aunes,1,0,,,3149,3149
809,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Eau de vie,Rennes,Nord,Tonneaux,0,0,,,4.5,0
810,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Figues,Rennes,Nord,Livres,0,0,,,1324,0
811,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fil d'or,Rennes,Nord,Livres,0,0,Rubans de soye + fil d'or = 2000,2,2.5,2000
812,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fil de forest,Rennes,Nord,Livres,3,0,,,250,750
813,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fil de Rennes,Rennes,Nord,Livres,0,0,,,1164,0
814,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Huile d'olive,Rennes,Nord,Livres,0,0,,,14320,0
815,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Huile d'olive,Rennes,Nord,Pipes,0,0,,,17,0
816,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Huile d'olive,Rennes,Nord,Pots,0,0,,,61,0
817,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Huitres a la daube,Rennes,Nord,Barils,0,0,,,542,0
818,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Miel de Narbonne,Rennes,Nord,Livres,0,0,,,500,0
819,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Morue seche,Rennes,Nord,Livres,0,0,,,600,0
820,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Morue verte,Rennes,Nord,Cens,0,0,,,2,0
821,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Noix,Rennes,Nord,Poinçons,0,0,Mesure d'origine livre,,2,0
822,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Noix de gale,Rennes,Nord,Livres,0,0,,,680,0
823,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Olive,Rennes,Nord,Barils,0,0,,,20,0
824,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Olive,Rennes,Nord,Livres,0,0,,,5800,0
825,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Papier,Rennes,Nord,Rames,0,0,,,1138,0
826,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Prunes de brignole,Rennes,Nord,Boëtes,0,0,,,200,0
827,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Prunes de brignole,Rennes,Nord,Livres,0,0,,,354,0
828,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Raisin,Rennes,Nord,Livres,0,0,,,397,0
829,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Raisin de corinte,Rennes,Nord,Livres,0,0,,,405,0
830,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Raisin passe,Rennes,Nord,Livres,0,0,,,4381,0
831,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Ris,Rennes,Nord,Livres,0,0,,,11382,0
832,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Robe de chambre,Rennes,Nord,Nombres,0,0,Pas la même quantité original/copie,,5,0
833,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Rubans de soie,Rennes,Nord,Livres,0,0,Rubans de soye + fil d'or = 2000,1,53,2000
834,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Satin rayé,Rennes,Nord,Pièces,0,0,,,6,0
835,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Savon,Rennes,Nord,Livres,0,0,,,34125,0
836,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Sempiterne,Rennes,Nord,Pièces,30,0,,,80,2400
837,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Soie a coudre,Rennes,Nord,Livres,0,0,,,12,0
838,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Souffre,Rennes,Nord,Livres,0,0,,,7900,0
839,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tafetas rayé,Rennes,Nord,Pièces,0,0,,,1,0
840,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tapis de satin brodé,Rennes,Nord,Nombres,0,0,,,3,0
841,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile a voile,Rennes,Nord,Aunes,0,0,,,6500,0
842,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile crée large,Rennes,Nord,Aunes,0,0,,,5000,0
843,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne étroite,Rennes,Nord,Aunes,"1,4",0,,,9000,12600
844,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne large,Rennes,Nord,Aunes,0,0,,,1200,0
845,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de coton bleue,Rennes,Nord,Pièces,0,0,,,1,0
846,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Morlaix,Rennes,Nord,Aunes,0,0,,,500,0
847,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile rosconne,Rennes,Nord,Aunes,0,0,,,11000,0
848,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Turban de soye,Rennes,Nord,Nombres,0,0,,,1,0
849,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Velours,Rennes,Nord,Pièces,0,0,,,3,0
850,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vin,Rennes,Nord,Tonneaux,0,0,,,1,0
851,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vin blanc,Rennes,Nord,Tonneaux,0,0,,,3.25,0
852,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vin d'Espagne,Rennes,Nord,Bariques,0,0,,,17.5,0
853,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vin d'Espagne,Rennes,Nord,Pipes,0,0,,,11.5,0
854,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vin de Bordeaux,Rennes,Nord,Tonneaux,0,0,,,23.5,0
855,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vinaigre,Rennes,Nord,Bariques,0,0,,,3.5,0
856,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vinaigre,Rennes,Nord,Tonneaux,0,0,,,36.5,0
857,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Beure,Rennes,Portugal,Livres,0,0,,,10500,0
858,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Camelot,Rennes,Portugal,Pièces,0,0,,,15,0
859,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chemises,Rennes,Portugal,Nombres,0,0,,,150,0
860,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Couverture de laine,Rennes,Portugal,Nombres,0,0,,,300,0
861,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Damas cramoisi,Rennes,Portugal,Aunes,0,0,,,48,0
862,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Damas jaune,Rennes,Portugal,Aunes,0,0,,,77,0
863,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Damas vert,Rennes,Portugal,Aunes,0,0,,,40,0
864,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dauphine,Rennes,Portugal,Aunes,0,0,,,3860,0
865,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Drap d'Elbeuf,Rennes,Portugal,Aunes,0,0,,,100,0
866,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Drap de Berri,Rennes,Portugal,Aunes,0,0,,,1024,0
867,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Drap écarlatte,Rennes,Portugal,Aunes,0,0,,,40,0
868,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Eau de vie,Rennes,Portugal,Tierçon,0,0,,,1,0
869,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Eau de vie,Rennes,Portugal,Tonneaux,0,0,,,3.25,0
870,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Etoffe de soie,Rennes,Portugal,Livres,0,0,,,108,0
871,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Etoupe,Rennes,Portugal,Livres,0,0,,,500,0
872,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Farine,Rennes,Portugal,Livres,0,0,,,6000,0
873,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fer en barres,Rennes,Portugal,Livres,0,0,,,10000,0
874,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Galon d'argent fin,Rennes,Portugal,Marcs,0,0,,,18,0
875,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Galon d'or fin,Rennes,Portugal,Marcs,0,0,,,18,0
876,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Galon or et argent,Rennes,Portugal,Livres,0,0,,,40,0
877,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Harans sorés,Rennes,Portugal,Barils,0,0,,,40,0
878,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Huitres a la daube,Rennes,Portugal,Barils,0,0,,,60,0
879,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lard,Rennes,Portugal,Livres,0,0,,,10400,0
880,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lard,Rennes,Portugal,Livres,0,0,Pas la même quantité original/copie,,1900,0
881,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lattes,Rennes,Portugal,Nombres,0,0,Pas le même prix original/copie,,3000,0
882,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Liqueur,Rennes,Portugal,Bouteilles,0,0,,,240,0
883,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Moruë seche,Rennes,Portugal,Nombres,0,0,,,8087,0
884,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Panne de velour sur soie,Rennes,Portugal,Aunes,0,0,,,40,0
885,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Papier,Rennes,Portugal,Rames,0,0,,,1981,0
886,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Papier commun,Rennes,Portugal,Rames,"1,25",0,,,750,937.5
887,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Papier gris,Rennes,Portugal,Rames,0,0,,,15450,0
888,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Pieres de moulage,Rennes,Portugal,Nombres,0,0,,,150,0
889,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Pommes,Rennes,Portugal,Caisses,0,0,,,5,0
890,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Ras de maroc,Rennes,Portugal,Aunes,0,0,,,4000,0
891,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Rubans picard,Rennes,Portugal,Pièces,0,0,,,400,0
892,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tafetas a la bonne femme,Rennes,Portugal,Aunes,0,0,,,1300,0
893,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile cholet,Rennes,Portugal,Pièces,0,0,,,88,0
894,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile d'olonne,Rennes,Portugal,Aunes,0,0,,,3450,0
895,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de batiste,Rennes,Portugal,Pièces,0,0,,,100,0
896,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Bretagne,Rennes,Portugal,Pièces,0,0,,,1500,0
897,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de cambray,Rennes,Portugal,Pièces,0,0,,,100,0
898,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Leon,Rennes,Portugal,Aunes,0,0,,,400,0
899,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de leon,Rennes,Portugal,Aunes,0,0,,,1200,0
900,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Rouën,Rennes,Portugal,Aunes,0,0,,,3000,0
901,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile haut brin de Dinant,Rennes,Portugal,Aunes,0,0,,,1500,0
902,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles a voile,Rennes,Portugal,Aunes,0,0,,,2780,0
903,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles bretagne,Rennes,Portugal,Aunes,0,0,,,5000,0
904,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles bretagne,Rennes,Portugal,Pièces,0,0,,,300,0
905,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles cholet,Rennes,Portugal,Aunes,0,0,,,300,0
906,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles de leon,Rennes,Portugal,Aunes,0,0,,,2000,0
907,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Triomphante,Rennes,Portugal,Aunes,0,0,,,1660,0
908,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Venitiennes,Rennes,Portugal,Aunes,0,0,,,240,0
