numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
586,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Pierres a huile,Marseille,Italie,"9 650,00",livres,"0,30000","2895,00","0,00",
587,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Pierres ponce,Marseille,Italie,"3 550,00",livres,"0,04000","142,00","0,00",
588,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Pignons de pin,Marseille,Italie,"2 070,00",livres,"0,30000","621,00","0,00",
589,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Pipes a fumer,Marseille,Italie,"1 076,00",grosses,"3,00000","3228,00","0,00",
590,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Pistaches,Marseille,Italie,"15 962,00",livres,"1,00000","15962,00","0,00",
591,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Planches de sapin,Marseille,Italie,"1 861,25",douzaines,"9,00000","16751,00","-0,25",
592,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Plantes diverses,Marseille,Italie,"57,00",charges,"30,00000","1710,00","0,00",
593,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Plantes d'orangers,Marseille,Italie,"21 282,00",livres,"0,50000","10641,00","0,00",
594,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Platre,Marseille,Italie,"87,00",charges,"3,00000","261,00","0,00",
595,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Plomb en saumon,Marseille,Italie,"291 600,00",livres,"0,20000","58320,00","0,00",
596,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Plumes d'autruche,Marseille,Italie,"1 229,00",livres,"4,00000","4916,00","0,00",
597,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Plumes d'oye,Marseille,Italie,"2 900,00",livres,"1,50000","4350,00","0,00",
598,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Poil de chevre,Marseille,Italie,"40,00",livres,"4,00000","160,00","0,00",
599,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Poil de lapin,Marseille,Italie,"10 275,00",livres,"4,00000","41100,00","0,00",
600,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Pointes de bois pour bats,Marseille,Italie,"75,00",en nombre,"0,15000","11,00","-0,25",
601,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Poires,Marseille,Italie,"4,50",charges,"25,00000","112,00","-0,50",
602,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Poissons salés,Marseille,Italie,"11 033,00",livres,"0,25000","2758,00","-0,25",
603,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Poivre,Marseille,Italie,"110 500,00",livres,"1,60000","176800,00","0,00",
604,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Poivre girofflé,Marseille,Italie,"2 818,00",livres,"1,00000","2818,00","0,00",
605,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Poix raisine,Marseille,Italie,"18 000,00",livres,"0,05000","900,00","0,00",
606,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Pommade,Marseille,Italie,"1 495,00",livres,"1,00000","1495,00","0,00",
607,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Pommes,Marseille,Italie,"337 175,00",livres,"0,08000","26974,00","0,00",
608,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Poncires,Marseille,Italie,"8 000,00",livres,"0,15000","1200,00","0,00",
609,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Porcelaine,Marseille,Italie,"200,00",livres,"5,00000","1000,00","0,00",
610,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Potterie de greez,Marseille,Italie,"9 600,00",livres,"0,20000","1920,00","0,00",
611,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Poussiere d'ensens,Marseille,Italie,"6 000,00",livres,"0,10000","600,00","0,00",
612,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Poussiere de tartre,Marseille,Italie,"29 719,00",livres,"0,06000","1783,00","-0,14",
613,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Quincaille,Marseille,Italie,"12 400,00",livres,"1,00000","12400,00","0,00",
614,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Quinquina,Marseille,Italie,"2 380,00",livres,"4,00000","9520,00","0,00",
615,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Raclure de bois  de cerf,Marseille,Italie,"2 900,00",livres,"0,20000","580,00","0,00",
616,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Raisins secs,Marseille,Italie,"504 858,00",livres,"0,20000","100971,00","-0,60",
617,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Rapures d'yvoire,Marseille,Italie,"1 356,00",livres,"0,50000","678,00","0,00",
618,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Rhubarbe,Marseille,Italie,"572,00",livres,"15,00000","8580,00","0,00",
619,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Ris,Marseille,Italie,"350 365,00",livres,"0,12000","42043,00","-0,80",
620,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Ris en poudre,Marseille,Italie,"400,00",livres,"0,15000","60,00","0,00",
621,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Rocou,Marseille,Italie,"600,00",livres,"1,00000","600,00","0,00",
622,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Rognures de cartes,Marseille,Italie,"2 200,00",livres,"0,10000","220,00","0,00",
623,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Rubea major,Marseille,Italie,"2 500,00",livres,"1,00000","2500,00","0,00",
624,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Salicor,Marseille,Italie,"46 740,00",livres,"0,04000","1869,00","-0,60",
625,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Salsepareille,Marseille,Italie,"3 800,00",livres,"2,00000","7600,00","0,00",
626,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Sanguine,Marseille,Italie,"68 000,00",livres,"0,20000","13600,00","0,00",
627,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Saucissons,Marseille,Italie,"28 226,00",livres,"0,80000","22580,00","-0,80",
628,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,11,1750,Imports,Saumure,Marseille,Italie,"2 050,00",livres,"0,15000","307,00","-0,50",
629,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Savon,Marseille,Italie,"10,00",livres,"0,40000","4,00","0,00",
630,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Scamonée,Marseille,Italie,"200,00",livres,"6,00000","1200,00","0,00",
631,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Scies,Marseille,Italie,"261,00",douzaines,"24,00000","6264,00","0,00",
632,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Sel artique,Marseille,Italie,"5 000,00",livres,"1,50000","7500,00","0,00",
633,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Sené,Marseille,Italie,"35 589,00",livres,"1,25000","44486,00","-0,25",
634,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Sirop de capillaire,Marseille,Italie,"200,00",livres,"1,00000","200,00","0,00",
635,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Sivadille,Marseille,Italie,"600,00",livres,"1,25000","750,00","0,00",
636,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Soude,Marseille,Italie,"461 200,00",livres,"0,09000","41508,00","0,00",
637,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Souffre,Marseille,Italie,"835 650,00",livres,"0,15000","125347,00","-0,50",
638,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Soye,Marseille,Italie,"266 288,00",livres,"12,00000","3195456,00","0,00",
639,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Sucre terré,Marseille,Italie,"1 460,00",livres,"0,40000","584,00","0,00",
640,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Sucriers de fayence,Marseille,Italie,"6,00",en nombre,"2,00000","12,00","0,00",
641,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Suif,Marseille,Italie,"204 926,00",livres,"0,40000","81970,00","-0,40",
642,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Sumac,Marseille,Italie,"2 800,00",livres,"0,25000","700,00","0,00",
643,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Tabac,Marseille,Italie,"530,00",livres,"2,00000","1060,00","0,00",
644,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Tabatieres d'olivier,Marseille,Italie,"1 261,00",livres,"2,00000","2522,00","0,00",
645,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Tabatieres vernies,Marseille,Italie,"6,00",en nombre,"3,00000","18,00","0,00",
646,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Tables de marbre,Marseille,Italie,"803,00",pièces,"30,00000","24090,00","0,00",
647,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Tables de marbre,Marseille,Italie,"150,00",livres,"0,25000","37,00","-0,50",
648,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Tableaux,Marseille,Italie,"1 338,00",en nombre,"3,00000","4014,00","0,00",
649,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Talons de bois,Marseille,Italie,"61,00",douzaines,"1,00000","61,00","0,00",
650,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Tamarin,Marseille,Italie,"1 435,00",livres,"0,60000","861,00","0,00",
651,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Tapis de laine,Marseille,Italie,"30,00",en nombre,"60,00000","1800,00","0,00",
652,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Tartre,Marseille,Italie,"147 700,00",livres,"0,24000","35448,00","0,00",
653,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Tasses de fayence,Marseille,Italie,"3,00",douzaines,"3,00000","9,00","0,00",
654,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Tayolles,Marseille,Italie,"72,00",pièces,"1,00000","72,00","0,00",
655,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Terebentine,Marseille,Italie,"5 400,00",livres,"0,30000","1620,00","0,00",
656,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Terraille,Marseille,Italie,"984 825,00",livres,"0,10000","98482,00","-0,50",
657,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Terre de posselane,Marseille,Italie,"781 100,00",livres,"0,03000","23433,00","0,00",
658,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Thé,Marseille,Italie,"665,00",livres,"3,50000","2327,00","-0,50",
659,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Theriaque,Marseille,Italie,"1 200,00",livres,"2,00000","2400,00","0,00",
660,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Thon mariné,Marseille,Italie,"1 500,00",livres,"1,50000","2250,00","0,00",
661,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Thonine,Marseille,Italie,"38 698,00",livres,"0,50000","19349,00","0,00",
662,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Toille d'Allemagne,Marseille,Italie,"2 100,00",livres,"4,00000","8400,00","0,00",
663,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1750,Imports,Toile d'antioche,Marseille,Italie,"2 085,00",pièces,"12,00000","25020,00","0,00",
