quantity_unit,marchandises_simplification,u_conv,q_conv,marchandises_et_quantités,prix_predit,prix_calculé
muids,vin de liqueurs,,,vin de liqueursmuids,309.30765,
muids,vin de liqueurs,,,vin de liqueursmuids,309.30765,
pintes,vin de liqueurs,litres,.952146,vin de liqueurspintes,2.2894285,
pintes,vin de liqueurs,litres,.952146,vin de liqueurspintes,2.2894285,
pintes,vin de liqueurs,litres,.952146,vin de liqueurspintes,2.2894285,
pintes,vin de liqueurs,litres,.952146,vin de liqueurspintes,2.2894285,
pintes,vin de liqueurs,litres,.952146,vin de liqueurspintes,2.2894285,
pintes,vin de liqueurs,litres,.952146,vin de liqueurspintes,2.2894285,
muids,vin divers,,,vin diversmuids,120.508,
muids,vin divers,,,vin diversmuids,120.508,
muids,vin divers,,,vin diversmuids,120.508,
pintes,vin divers,litres,.952146,vin diverspintes,.71350741,
pintes,vin divers,litres,.952146,vin diverspintes,.71350741,
pintes,vin divers,litres,.952146,vin diverspintes,.71350741,
muids,vin du Barrois,,,vin du Barroismuids,,
muids,vin du Béarn et Gascogne,litres,268.22,vin du Béarn et Gascognemuids,,
bouteilles,vin du Dauphiné,,,vin du Dauphinébouteilles,,
bouteilles,vin du Dauphiné,,,vin du Dauphinébouteilles,,
muids,vin du Dauphiné,,,vin du Dauphinémuids,,
muids,vin du Dauphiné,,,vin du Dauphinémuids,,
muids,vin du Dauphiné,litres,268.22,vin du Dauphinémuids,,
pintes,vin du Dauphiné,litres,.952146,vin du Dauphinépintes,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,litres,268.22,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
pintes,vin du Languedoc,litres,.952146,vin du Languedocpintes,,
pintes,vin du Languedoc,litres,.952146,vin du Languedocpintes,,
pintes,vin du Languedoc,litres,.952146,vin du Languedocpintes,,
pintes,vin du Languedoc,litres,.952146,vin du Languedocpintes,,
pintes,vin du Languedoc,litres,.952146,vin du Languedocpintes,,
pintes,vin du Languedoc,litres,.952146,vin du Languedocpintes,,
pintes,vin du Languedoc,litres,.952146,vin du Languedocpintes,,
pintes,vin du Languedoc,litres,.952146,vin du Languedocpintes,,
muids,vin du Lyonnais,,,vin du Lyonnaismuids,,
muids,vin du Lyonnais,litres,268.22,vin du Lyonnaismuids,,
muids,vin du Périgord,,,vin du Périgordmuids,,
muids,vin du Roussillon,,,vin du Roussillonmuids,,
muids,vin ordinaire,,,vin ordinairemuids,67.850784,
muids,vin ordinaire,,,vin ordinairemuids,67.850784,
pintes,vin ordinaire,litres,.952146,vin ordinairepintes,,0.235593
bouteilles,vin étranger de toute sorte,,,vin étranger de toute sortebouteilles,,
muids,vin étranger de toute sorte,litres,268.22,vin étranger de toute sortemuids,,
muids,vinaigre,,,vinaigremuids,44.717064,
muids,vinaigre,,,vinaigremuids,44.717064,
muids,vinaigre,,,vinaigremuids,44.717064,
muids,vinaigre,,,vinaigremuids,44.717064,
muids,vinaigre,,,vinaigremuids,44.717064,
muids,vinaigre,,,vinaigremuids,44.717064,
muids,vinaigre,,,vinaigremuids,44.717064,
muids,vinaigre,,,vinaigremuids,44.717064,
muids,vinaigre,,,vinaigremuids,44.717064,
pintes,vinaigre,litres,.952146,vinaigrepintes,,0.15526758
pintes,vinaigre,litres,.952146,vinaigrepintes,,0.15526758
pintes,vinaigre,litres,.952146,vinaigrepintes,,0.15526758
pintes,vinaigre,litres,.952146,vinaigrepintes,,0.15526758
pintes,vinaigre,litres,.952146,vinaigrepintes,,0.15526758
pintes,vinaigre,litres,.952146,vinaigrepintes,,0.15526758
quintaux,védasse,kg,48.949999,védassequintaux,,
livres,zing,kg,.48949999,zinglivres,,
livres,écaille de tortue,kg,.48949999,écaille de tortuelivres,,
quintaux,écaille de tortue,kg,48.949999,écaille de tortuequintaux,,
quintaux,écaille,kg,48.949999,écaillequintaux,,
livres,écorce de cacao,kg,.48949999,écorce de cacaolivres,,
livres,écorce de chêne,kg,.48949999,écorce de chênelivres,.067828745,
livres,éponges,kg,.48949999,épongeslivres,,
quintaux,éponges,kg,48.949999,épongesquintaux,,
livres,étain,kg,.48949999,étainlivres,1.2877629,
livres,étain,kg,.48949999,étainlivres,1.2877629,
quintaux,étain,kg,48.949999,étainquintaux,,128.77629
quintaux,étain,kg,48.949999,étainquintaux,,128.77629
quintaux,étain,kg,48.949999,étainquintaux,,128.77629
quintaux,étain,kg,48.949999,étainquintaux,,128.77629
quintaux,étain,kg,48.949999,étainquintaux,,128.77629
quintaux,étain,kg,48.949999,étainquintaux,,128.77629
quintaux,étain,kg,48.949999,étainquintaux,,128.77629
quintaux,étoffe de laine et de soie,kg,48.949999,étoffe de laine et de soiequintaux,,
aunes,étoffe de soie,cm,118.84,étoffe de soieaunes,13.379067,
aunes,étoffe de soie,cm,118.84,étoffe de soieaunes,13.379067,
livres,étoffe de soie,kg,.48949999,étoffe de soielivres,55.737823,
livres,étoffe de soie,kg,.48949999,étoffe de soielivres,55.737823,
quintaux,étoffe de soie,kg,48.949999,étoffe de soiequintaux,,5573.7823
quintaux,étoffe de soie,kg,48.949999,étoffe de soiequintaux,,5573.7823
quintaux,étoffe de soie,kg,48.949999,étoffe de soiequintaux,,5573.7823
quintaux,étoffe de soie,kg,48.949999,étoffe de soiequintaux,,5573.7823
quintaux,étoffe de soie,kg,48.949999,étoffe de soiequintaux,,5573.7823
quintaux,étoffe de soie,kg,48.949999,étoffe de soiequintaux,,5573.7823
quintaux,étoffe de soie,kg,48.949999,étoffe de soiequintaux,,5573.7823
quintaux,étoffe de soie,kg,48.949999,étoffe de soiequintaux,,5573.7823
quintaux,étoffe de soie,kg,48.949999,étoffe de soiequintaux,,5573.7823
quintaux,étoffe de soie,kg,48.949999,étoffe de soiequintaux,,5573.7823
quintaux,étoffe de soie,kg,48.949999,étoffe de soiequintaux,,5573.7823
quintaux,étoffe de soie,kg,48.949999,étoffe de soiequintaux,,5573.7823
quintaux,étoffe de soie,kg,48.949999,étoffe de soiequintaux,,5573.7823
quintaux,étoffe de soie,kg,48.949999,étoffe de soiequintaux,,5573.7823
livres,??? blanc,,,??? blanclivres,.59999996,
pièces,Guinée blanche,,,Guinée blanchepièces,36.311932,
aunes,Guinée bleue,,,Guinée bleueaunes,2.9841743,
pièces,Guinée bleue,,,Guinée bleuepièces,37.580162,
aunes,Guinée,,,Guinéeaunes,2.2926273,
livres,Guinée,,,Guinéelivres,9,
pièce,Guinée,,,Guinéepièce,45.000004,
Livres,Marly de fil,,,Marly de filLivres,40,
aunes,Maroc de laine,,,Maroc de laineaunes,2.9953609,
Livres,Maroc,,,MarocLivres,7.4287367,
Nombre,,,,Nombre,1.8699552,
Quintal,acier brut,,,acier brutQuintal,34.641018,
Livres,acier en barres,,,acier en barresLivres,.29580399,
livres,acier en barres,,,acier en barreslivres,.50604594,
Livres,acier,,,acierLivres,.34355712,
Quintal,acier,,,acierQuintal,30.000002,
en nombre,acier,,,acieren nombre,4.472136,
livres,acier,,,acierlivres,.38285649,
quintal,acier,,,acierquintal,30.421133,
Nombre,agneaux,,,agneauxNombre,3.2188253,
en nombre,agneaux,,,agneauxen nombre,5.7109623,
en nombre,agrès de navire et jeux de voile,,,agrès de navire et jeux de voileen nombre,5999.998,
livres,aiguilles à coudre,,,aiguilles à coudrelivres,6.7721777,
Livres,aiguilles,,,aiguillesLivres,3.8017142,
livres,aiguilles,,,aiguilleslivres,2.999079,
Quintal,ails,,,ailsQuintal,13.238918,
le reste,ails,,,ailsle reste,.14999999,
livres,ails,,,ailslivres,.10000674,
Livres,alizari,,,alizariLivres,.5,
livres,alizari,,,alizarilivres,.90003753,
livres,almanachs brochés,,,almanachs brochéslivres,2.1960664,
Quintal,alquifoux,,,alquifouxQuintal,22.360682,
quintal,alquifoux,,,alquifouxquintal,25.000002,
livres,alun de Rouen,,,alun de Rouenlivres,.4999992,
livres,alun de Surde,,,alun de Surdelivres,.2998023,
quintal,alun de roche,,,alun de rochequintal,45.000004,
Livres,alun,,,alunLivres,.35707366,
Quintal,alun,,,alunQuintal,32.505184,
quintal,alun,,,alunquintal,27.298899,
livre,amadou,,,amadoulivre,1,
livres,amandes cassée,,,amandes casséelivres,.59999996,
Livres,amandes cassées,,,amandes casséesLivres,.64416498,
Quintal,amandes cassées,,,amandes casséesQuintal,42.426411,
livre,amandes cassées,,,amandes casséeslivre,1,
livres,amandes cassées,,,amandes casséeslivres,.45412019,
quintal,amandes cassées,,,amandes casséesquintal,58.661831,
Livres,amandes en coque,,,amandes en coqueLivres,.47337124,
Quintal,amandes en coque,,,amandes en coqueQuintal,15.43189,
livres,amandes en coque,,,amandes en coquelivres,.53347373,
quintal,amandes en coque,,,amandes en coquequintal,52.961292,
Livres,amandes,,,amandesLivres,.54609293,
Quintal,amandes,,,amandesQuintal,55.987682,
Livres,amidon,,,amidonLivres,.37371927,
Quintal,amidon,,,amidonQuintal,33.658653,
quintal,amidon,,,amidonquintal,27.201885,
quintal,ammoniac,,,ammoniacquintal,200.00002,
barils,anchois mariné et salé,,,anchois mariné et salébarils,12,
barils,anchois salés et marinés,,,anchois salés et marinésbarils,10,
livres,anchois salés et marinés,,,anchois salés et marinéslivres,.94669217,
Livres,anchois salés,,,anchois salésLivres,1,
Livres,ancres de fer,,,ancres de ferLivres,.34641016,
livres,ancres de fer,,,ancres de ferlivres,.43271643,
quintal,ancres de fer,,,ancres de ferquintal,28.195841,
livres,andouilles,,,andouilleslivres,.5,
quintal,anis vert,,,anis vertquintal,55.000004,
muids,anisette,,,anisettemuids,400.78778,
pinte,anisette,,,anisettepinte,1.4,
pintes,anisette,,,anisettepintes,3,
livres,antimoine cru,,,antimoine crulivres,.25002685,
quintal,antimoine,,,antimoinequintal,27.386129,
en nombre,arbres fruitiers,,,arbres fruitiersen nombre,.63598078,
en nombre,arbres à planter,,,arbres à planteren nombre,.38729835,
en nombre,arbres,,,arbresen nombre,.0015645822,
Nombre,ardoise pour fenêtre,,,ardoise pour fenêtreNombre,.75,
Nombre,ardoise,,,ardoiseNombre,.024673961,
en nombre,ardoise,,,ardoiseen nombre,.017247654,
livres,ardoise,,,ardoiselivres,.032403708,
livres,argent monnayé et nogat d'or,,,argent monnayé et nogat d'orlivres,.74968505,
Marcs,argenterie,,,argenterieMarcs,60.000004,
marcs,argenterie,,,argenteriemarcs,55.999004,
livre,argent,,,argentlivre,3,
Valeur,armement de tables,,,armement de tablesValeur,330.19269,
Livres,armes blanches,,,armes blanchesLivres,1.9651865,
livres,armes blanches,,,armes blancheslivres,1.6508573,
en nombre,armes à feu de munitions fines,,,armes à feu de munitions finesen nombre,37.339985,
en nombre,armes à feu de munitions,,,armes à feu de munitionsen nombre,12.063126,
Livres,armes à feu,,,armes à feuLivres,2.5900202,
Valeur,armes à feu,,,armes à feuValeur,793.72559,
en nombre,armes à feu,,,armes à feuen nombre,15.091697,
Valeur,armes,,,armesValeur,397.24619,
quintal,arsenic,,,arsenicquintal,28.328268,
livres,asa fœtida,,,asa fœtidalivres,2.2497783,
Nombre,avirons de bois,,,avirons de boisNombre,3.0314331,
Pairs,avirons de bois,,,avirons de boisPairs,3,
Pièces,avirons de bois,,,avirons de boisPièces,1.5,
en nombre,avirons de bois,,,avirons de boisen nombre,2.5066488,
pièce,avirons de bois,,,avirons de boispièce,2.5,
livres,azur commun,,,azur communlivres,1.4513171,
livres,azur gros,,,azur groslivres,.6999712,
livre,azur,,,azurlivre,.90856028,
aunes,baffetas,,,baffetasaunes,2.6207414,
pièces,baffetas,,,baffetaspièces,30.59412,
livres,baie de laurier,,,baie de laurierlivres,1,
aunes,bajutapau,,,bajutapauaunes,2.0917761,
pièce,bajutapau,,,bajutapaupièce,30.000002,
pièces,bajutapau,,,bajutapaupièces,28.697441,
en nombre,balais de bois,,,balais de boisen nombre,.11580317,
Douzaine,balais de palme,,,balais de palmeDouzaine,.93197984,
douzaine,balais de palme,,,balais de palmedouzaine,1.5,
Nombre,balais de riz,,,balais de rizNombre,.31622776,
en nombre,balais,,,balaisen nombre,.40016174,
Livres,baleine coupée,,,baleine coupéeLivres,3.7806447,
livre,baleine coupée,,,baleine coupéelivre,2.8284271,
livres,baleine coupée,,,baleine coupéelivres,4.2125897,
Livre,baleine en fanon,,,baleine en fanonLivre,2.3867805,
livre,baleine en fanon,,,baleine en fanonlivre,2.5,
livres,baleine en fanon,,,baleine en fanonlivres,2.8663285,
quintal,baleine en fanon,,,baleine en fanonquintal,190,
livres,baleine,,,baleinelivres,2.7386129,
livres,balles de plomb,,,balles de plomblivres,.29999998,
Aunes,baracan de laine et de poil,,,baracan de laine et de poilAunes,5.9569888,
Aunes,baracan de laine,,,baracan de laineAunes,5.383563,
Livres,baracan de laine,,,baracan de laineLivres,6.2551918,
aunes,baracan de laine,,,baracan de laineaunes,5.4772258,
Aunes,baracan,,,baracanAunes,5.8284764,
Livres,baracan,,,baracanLivres,6,
aunes,baracan,,,baracanaunes,4.9064999,
Aunes,barilleau de laine,,,barilleau de laineAunes,1.5,
livres,barres d'étain ou blocs d'étain,,,barres d'étain ou blocs d'étainlivres,1,
Livre,barres de fer,,,barres de ferLivre,.18818943,
Livres,barres de fer,,,barres de ferLivres,.191113,
Quintal,barres de fer,,,barres de ferQuintal,18.725126,
quintal,barres de fer,,,barres de ferquintal,17.721731,
Quintal,barres et verges de fer,,,barres et verges de ferQuintal,20,
livres,bas de bourre de soie,,,bas de bourre de soielivres,27.258472,
Douzaines,bas de coton,,,bas de cotonDouzaines,16.970564,
Livres,bas de coton,,,bas de cotonLivres,7.1137867,
Pièces,bas de coton,,,bas de cotonPièces,2.8062429,
douzaine,bas de coton,,,bas de cotondouzaine,21.687027,
douzaines,bas de coton,,,bas de cotondouzaines,31.932133,
livres,bas de coton,,,bas de cotonlivres,12.509974,
paires,bas de coton,,,bas de cotonpaires,4.7357044,
quintal,bas de coton,,,bas de cotonquintal,476.66086,
Douzaines,bas de fil,,,bas de filDouzaines,28.57395,
Paires,bas de fil,,,bas de filPaires,2.5,
douzaines,bas de fil,,,bas de fildouzaines,24.555563,
livre,bas de fil,,,bas de fillivre,6,
paires,bas de fil,,,bas de filpaires,2.9446087,
quintal,bas de fil,,,bas de filquintal,570,
Douzaines,bas de laine,,,bas de laineDouzaines,28.36462,
Livres,bas de laine,,,bas de laineLivres,5.4772258,
Pièces,bas de laine,,,bas de lainePièces,3.1072323,
douzaine,bas de laine,,,bas de lainedouzaine,23.92938,
douzaines,bas de laine,,,bas de lainedouzaines,18.900421,
paires,bas de laine,,,bas de lainepaires,2.6847901,
Douzaines,bas de soie,,,bas de soieDouzaines,92.951584,
Livres,bas de soie,,,bas de soieLivres,52.611374,
Pièces,bas de soie,,,bas de soiePièces,9,
douzaines,bas de soie,,,bas de soiedouzaines,100.35583,
livre,bas de soie,,,bas de soielivre,51.710239,
livres,bas de soie,,,bas de soielivres,52.556988,
paire,bas de soie,,,bas de soiepaire,10.315609,
paires,bas de soie,,,bas de soiepaires,8.2179327,
aunes,basin de coton et basin de fil,,,basin de coton et basin de filaunes,3.4641016,
aunes,basin de fil,,,basin de filaunes,2.5,
Aunes,basin de lin,,,basin de linAunes,2.5,
aunes,basin,,,basinaunes,5.6725135,
Aunes,batiste de fil,,,batiste de filAunes,5.7461305,
aunes,batiste de lin et linon de lin,,,batiste de lin et linon de linaunes,6.9999995,
Aunes,batiste de lin,,,batiste de linAunes,4.6774583,
Aunes,batiste,,,batisteAunes,6.8173165,
aune,batiste,,,batisteaune,7.9214659,
aunes,batiste,,,batisteaunes,6.0811028,
pièces,batiste,,,batistepièces,34.288868,
Livres,batterie de cuisine,,,batterie de cuisineLivres,.5,
livres,batterie de cuivre à cuisine,,,batterie de cuivre à cuisinelivres,1.7493647,
livres,batterie de cuivre,,,batterie de cuivrelivres,2.0573051,
Livre,baume du Pérou,,,baume du PérouLivre,25.922968,
aunes,bayette bleue,,,bayette bleueaunes,5.2720842,
aune,bayette,,,bayetteaune,4,
aunes,bayette,,,bayetteaunes,2.8258142,
livres,benjoin,,,benjoinlivres,1.6754899,
quintal,benjoin,,,benjoinquintal,180.00002,
Livres,bergamote,,,bergamoteLivres,2,
Nombre,bestiaux,,,bestiauxNombre,92.521324,
Valeur,bestiaux,,,bestiauxValeur,650.27789,
Livre,beurre fondu,,,beurre fonduLivre,.59999996,
Livres,beurre frais,,,beurre fraisLivres,.67082042,
livres,beurre salé,,,beurre salélivres,.71026796,
Livre,beurre,,,beurreLivre,.50963312,
Livres,beurre,,,beurreLivres,.62722331,
Quintal,beurre,,,beurreQuintal,46.80695,
quintal,beurre,,,beurrequintal,76.317139,
Livres,bijouterie fine,,,bijouterie fineLivres,755.9527,
Valeur,bijouterie,,,bijouterieValeur,1364.0905,
Livres,biscuit,,,biscuitLivres,.27589241,
livres,biscuit,,,biscuitlivres,.21967344,
quintal,biscuit,,,biscuitquintal,15.000001,
Bouteille,bière,,,bièreBouteille,.29999998,
Muid,bière,,,bièreMuid,35.111626,
Muids,bière,,,bièreMuids,39.087612,
Pintes,bière,,,bièrePintes,.20493901,
muid,bière,,,bièremuid,54.270325,
pinte,bière,,,bièrepinte,.33276269,
quintal,bière,,,bièrequintal,13.416409,
tonneaux,bière,,,bièretonneaux,25.162407,
Livres,blanc de Troyes et craie,,,blanc de Troyes et craieLivres,.07,
livre,blanc de baleine,,,blanc de baleinelivre,4.5,
Livres,blanc de plomb,,,blanc de plombLivres,.70710677,
Aunes,bluteau de laine,,,bluteau de laineAunes,1,
Livres,bluteau de laine,,,bluteau de laineLivres,4.9849486,
aunes,bluteau de laine,,,bluteau de laineaunes,.44554591,
en nombre,bois au daumes,,,bois au daumesen nombre,.41235635,
livres,bois d'acajou,,,bois d'acajoulivres,.095680095,
bottes,bois d'osier,,,bois d'osierbottes,.96328181,
fournitures,bois d'osier,,,bois d'osierfournitures,38.18681,
livres,bois d'osier,,,bois d'osierlivres,.20697495,
milliers,bois d'osier,,,bois d'osiermilliers,5,
quintal,bois de Brésil,,,bois de Brésilquintal,54.26622,
Livres,bois de Campêche,,,bois de CampêcheLivres,.37416574,
livres,bois de Campêche,,,bois de Campêchelivres,.15864296,
quintal,bois de Campêche,,,bois de Campêchequintal,24.980774,
livres,bois de Pernambouc arbustes,,,bois de Pernambouc arbusteslivres,.84999561,
Livres,bois de Pernambouc,,,bois de PernamboucLivres,1.1292433,
quintal,bois de Pernambouc,,,bois de Pernamboucquintal,75.000008,
livres,bois de Sainte-Marthe en bûches,,,bois de Sainte-Marthe en bûcheslivres,.24994418,
quintal,bois de Sainte-Marthe,,,bois de Sainte-Marthequintal,38.598183,
Livres,bois de buis,,,bois de buisLivres,.099999994,
livres,bois de buis,,,bois de buislivres,.22000603,
livres,bois de cerisier,,,bois de cerisierlivres,.077459663,
en nombre,bois de chêne,,,bois de chêneen nombre,11.989991,
livres,bois de cèdre,,,bois de cèdrelivres,.099870048,
Quintal,bois de fustel pour teinture,,,bois de fustel pour teintureQuintal,15.000001,
quintal,bois de gaïac,,,bois de gaïacquintal,16.078938,
en nombre,bois de merrain,,,bois de merrainen nombre,1.1928997,
livres,bois de palissandre,,,bois de palissandrelivres,.1224746,
Nombre,bois de pin,,,bois de pinNombre,1.3646272,
Livres,bois de réglisse,,,bois de réglisseLivres,.32530543,
livres,bois de réglisse,,,bois de réglisselivres,.11644349,
livres,bois de santal,,,bois de santallivres,.61234349,
livres,bois de teinture en bûches,,,bois de teinture en bûcheslivres,.099999994,
Livres,bois de teinture moulu,,,bois de teinture mouluLivres,.25718006,
livres,bois de teinture moulu,,,bois de teinture moululivres,.19974905,
livres,bois de teinture,,,bois de teinturelivres,.27589241,
quintal,bois des Indes jaune,,,bois des Indes jaunequintal,12.999999,
Livres,bois des Indes,,,bois des IndesLivres,.25198421,
Livres,bois des Îles et des Indes moulu,,,bois des Îles et des Indes mouluLivres,.29999998,
