numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,prix_unitaire,remarks,doubleaccounts
979,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,20,Cachets ; dorés,Nord,144,224,144,,0
980,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,20,Cachou,Hollande,960,960,960,,0
981,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,20,Cadenats,Hollande,662.5,662.1,662.833333333,,0
982,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,20,Cadre ; de bois,Allemagne,40,40,40,,0
983,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,20,Caffetières,Levant,4275,4275,4275,,0
984,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,20,Caffé ; des Isles,Angleterre,124.8,6564364.25,125.333333333,,0
985,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,20,Caffé ; des Isles,Espagne,297250,6564364.25,297250,,0
986,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,20,Caffé ; des Isles,Isles,6260727.5,6564364.25,6260727.75,,0
987,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,20,Caffé ; des Isles,Italie,6262,6564364.25,6262,,0
988,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,20,Caffé ; du levant,Levant,507776,507776,507776,,0
989,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,20,Caisses ; de liège,Espagne,63.75,63.15,64.25,,0
990,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,20,Calamine,Hollande,665,665,665,,0
1027,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,21,Camelot ; d'Hollande,Hollande,7275,7275,7275,,0
1028,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,21,Camelot ; de Bruxelle,Flandre,355,355,355,,0
1029,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,21,Camphre,Hollande,37946,37946,37946,,0
1030,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,21,Canefice,Espagne,5679,44431.4,5679,,0
1031,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,21,Canefice,Isles,37252.4,44431.4,37252.6666667,,0
1032,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,21,Canefice,Italie,1500,44431.4,1500,,0
1033,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,21,Canelle,Angleterre,38.25,113720.5,38.4166666667,,0
1034,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,21,Canelle,Espagne,16251,113720.5,16251,,0
1035,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,21,Canelle,Flandre,663.25,113720.5,663.416666667,,0
1036,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,21,Canelle,Hollande,85506,113720.5,85506,,0
1037,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,21,Canelle,Italie,11262,113720.5,11262,,0
1038,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,21,Caneva,Italie,429,429,429,,0
1039,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,21,Cannes ; à main,Hollande,21108,21108,21108,,0
1069,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Canons ; de feu,Allemagne,1416.8,41738.8,1417.33333333,,0
1070,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Canons ; de feu,Angleterre,1800,41738.8,1800,,0
1071,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Canons ; de feu,Espagne,6795,41738.8,6795,,0
1072,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Canons ; de feu,Hollande,154.5,41738.8,154.833333333,,0
1073,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Canons ; de feu,Italie,6600,41738.8,6600,,0
1074,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Canons ; de feu,Suède,24972.5,41738.8,24972.8333333,,0
1075,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Canons ; de filoselle,Espagne,241.5,241.1,241.833333333,,0
1076,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Cantarides,Italie,2280,280,2280,,0
1077,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Capes cabas,Espagne,190.8,190.16,191.333333333,lire mélange de capes et de cabas,0
1078,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Capots,Italie,405,13770,405,,0
1079,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Capots,Levant,13365,13365,13365,,0
1080,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Carabé,Hollande,330,330,330,,0
1081,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Cardanomun,Hollande,48,48,48,,0
1082,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Cardes ; à carder,Pays non indiqué,6436.5,6436.5,6436.83333333,Le pays n'est pas indiqué,0
1083,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Câpres,Allemagne,45,17720.15,45,,0
1084,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Câpres,Espagne,17611,17720.15,17611,,0
1085,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,22,Câpres,Italie,64.75,17720.15,65.25,,0
1108,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Caractères ; d'imprimerie,Hollande,2000,2000,2000,,0
1109,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Carpes,Allemagne,1890,1890,1890,,0
1110,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Carreaux ; de pierres,Allemagne,300,500,300,,0
1111,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Carreaux ; de pierres,Flandre,200,500,200,,0
1112,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Carreaux ; de terre,Danemark,930,2064.8,930,,0
1113,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Carreaux ; de terre,Flandre,860,2064.8,860,,0
1114,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Carreaux ; de terre,Hollande,274.8,2064.8,275.333333333,,0
1115,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Carreaux ; à faire dentelle,Flandre,78,78,78,,0
1116,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Carrouge,Italie,622,622,622,,0
1117,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Cartes ; à jouer,Italie,375,375,375,,0
1118,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Carubi,Italie,779.75,810.75,780.25,,0
1119,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Carubi,Savoye,31,810.75,31,,0
1120,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Cascarilles,Hollande,105,105,105.666666667,,0
1121,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Casse ; drogue,Hollande,243.75,243.75,244.25,,0
1122,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Cassia Lignea,Hollande,1348.75,1348.75,1349.25,,0
1123,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Cavelles,Savoye,8,8,8,a liqueur,0
1124,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Caves ; garnies,Hollande,4636.8,4636.8,4637.33333333,,0
1125,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,23,Crates ; marines,Hollande,1298,1298,1298,,0
1148,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cedra,Italie,881,1324.5,881,,0
1149,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cedra,Savoye,443.5,1324.5,443.833333333,,0
1150,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendaline,Savoye,23380,23380,23380,,0
1151,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre,Allemagne,105,2357.5,105,,0
1152,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre,Hollande,1361.5,2357.5,1361.83333333,,0
1153,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre,Nord,891,2357.5,891,,0
1154,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; bleue,Flandre,985,3230,985,,0
1155,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; bleue,Hollande,2245,3230,2245,,0
1156,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; cassan,Hollande,60828,62292,60828,,0
1157,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; cassan,Nord,1464,62292,1464,,0
1158,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; commune,Allemagne,15,202917,15,,0
1159,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; commune,Espagne,36640,202917,36640,,0
1160,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; commune,Hollande,312,202917,312,,0
1161,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; commune,Italie,92268,202917,92268,,0
1162,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; commune,Levant,72712,202917,72712,,0
1163,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; commune,Savoye,970,202917,970,,0
1164,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; de plomb,Allemagne,6643.8,6848.8,6644.33333333,,0
1165,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; de plomb,Hollande,205,6848.8,205,,0
1166,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; potasse,Allemagne,7644.5,26625.4,7644.83333333,,0
1167,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; potasse,Flandre,400,26625.4,400,,0
1168,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; potasse,Hollande,4680.95,26625.4,4681.58333333,,0
1169,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; potasse,Nord,13887.35,26625.4,13887.5833333,,0
1170,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cendre ; potasse,Russie,12.6,26625.4,13,,0
1171,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cercle ; à barils,Savoye,300,300,300,,0
1172,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cercle ; à tamis,Savoye,228,228,228,,0
1173,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cercles ; à tonneaux,Allemagne,11204.55,55517.15,11204.9166667,"Dans le document 55547,3",0
1174,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,24,Cercles ; à tonneaux,Espagne,3599,55517.15,3599,"Dans le document 55547,3",0
