Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantité,Leur valeur,Sous,Leur Valeur (sub-total 1),Sous,Leur Valeur (sub-total 2),Sous,Leur Valeur (sub-total 3),Sous,Total,Sous,
Fatima zahra,,1757,24,Canons ; de fusils,Espagne,,203,,690,10,,,,,105 501,4,
Fatima zahra,,1757,24,Canons ; de fusils,Savoye,,487,10,690,10,,,,,105 501,4,
Fatima zahra,,1757,24,Cantarides,Hollande,,800,,,,,,,,15 977,,
Fatima zahra,,1757,24,Cantarides,Italie,,8 800,,,,,,,,15 977,,
Fatima zahra,,1757,24,Cantarides,Levant,,1 000,,,,,,,,15 977,,
Fatima zahra,,1757,24,Cantarides,Savoye,,5 377,,,,,,,,15 977,,
Fatima zahra,,1757,24,Capiton,Allemagne,,1 428,,,,,,,,1 503,,
Fatima zahra,,1757,24,Capiton,Suisse,,75,,,,,,,,1 503,,
Fatima zahra,,1757,24,Capots,Italie,,600,,,,,,,,7 602,,
Fatima zahra,,1757,24,Capots,Levant,,7 002,,,,,,,,7 602,,
Fatima zahra,,1757,25,Capre,Espagne,,6 098,,,,,,,,6 514,,
Fatima zahra,,1757,25,Capre,Flandre,,21,,,,,,,,6 514,,
Fatima zahra,,1757,25,Capre,Italie,,350,,,,,,,,6 514,,
Fatima zahra,,1757,25,Capre,Nord,,15,,,,,,,,6 514,,
Fatima zahra,,1757,25,Capre,Savoye,,30,,,,,,,,6 514,,
Fatima zahra,,1757,25,Cardamomum,Hollande,,356,,,,,,,,,,
Fatima zahra,,1757,25,Cardes à carder,Hollande,,6 571,5,,,,,,,8 651,5,
Fatima zahra,,1757,25,Cardes à carder,Italie,,2 080,,,,,,,,8 651,5,
Fatima zahra,,1757,25,Carnasse,Espagne,,460,,,,,,,,690,,
Fatima zahra,,1757,25,Carnasse,Savoye,,230,,,,,,,,690,,
Fatima zahra,,1757,25,Carosses,Flandre,,600,,,,,,,,,,
Fatima zahra,,1757,25,Carpes,Allemagne,,6 839,15,,,,,,,,,
Fatima zahra,,1757,25,Carreaux ; de fayance,Hollande,,120,,,,,,,,2 588,,
Fatima zahra,,1757,25,Carreaux ; de pierres,Flandre,,1 500,,,,,,,,2 588,,
Fatima zahra,,1757,25,Carreaux ; de terre,Allemagne,,223,,968,,,,,,2 588,,
Fatima zahra,,1757,25,Carreaux ; de terre,Flandre,,670,,968,,,,,,2 588,,
Fatima zahra,,1757,25,Carreaux ; de terre,Hollande,,75,,968,,,,,,2 588,,
Fatima zahra,,1757,25,Carrouges,Savoye,,165,,,,,,,,,,
Fatima zahra,,1757,26,Cartes à jouer,Espagne,,2 700,,,,,,,,,,
Fatima zahra,,1757,26,Carubis,Italie,,30,,,,,,,,85,,
Fatima zahra,,1757,26,Carubis,Savoye,,55,,,,,,,,85,,
Fatima zahra,,1757,26,Cascarilles,Espagne,,33 200,,,,,,,,,,
Fatima zahra,,1757,26,Casse,Hollande,,20 851,12,,,,,,,,,
Fatima zahra,,1757,26,Cassia Lignea,Hollande,,515,,,,,,,,,,
Fatima zahra,,1757,26,Caves garaics,Hollande,,1 161,14,,,,,,,,,
Fatima zahra,,1757,26,Cavelles,Italie,,84,,,,,,,,102,,
Fatima zahra,,1757,26,Cavelles,Savoye,,18,,,,,,,,102,,
Fatima zahra,,1757,26,Cauris,Hollande,,963,,,,,,,,,,
Fatima zahra,,1757,26,Cedre,Italie,,50,,,,,,,,,,
Fatima zahra,,1757,26,Ceinturons,Allemagne,,20,,,,,,,,,,
Fatima zahra,,1757,26,Cendaline,Savoye,,360,,,,,,,,,,
Fatima zahra,,1757,27,Cendre ; bleue,Flandre,,4 725,,5 115,,,,,,863 374,15,
Fatima zahra,,1757,27,Cendre ; bleue,Hollande,,390,,5 115,,,,,,863 374,15,
Fatima zahra,,1757,27,Cendre ; casseau,Nord,,8 350,6,,,,,,,863 374,15,
Fatima zahra,,1757,27,Cendre ; commune,Allemagne,,110,,793 437,,,,,,863 374,15,
Fatima zahra,,1757,27,Cendre ; commune,Espagne,,227 484,,793 437,,,,,,863 374,15,
Fatima zahra,,1757,27,Cendre ; commune,Italie,,436 839,,793 437,,,,,,863 374,15,
Fatima zahra,,1757,27,Cendre ; commune,Levant,,128 608,,793 437,,,,,,863 374,15,
Fatima zahra,,1757,27,Cendre ; commune,Savoye,,396,,793 437,,,,,,863 374,15,
Fatima zahra,,1757,27,Cendre ; gravelée,Hollande,,360,,360,10,,,,,863 374,15,
Fatima zahra,,1757,27,Cendre ; gravelée,Nord,,,10,360,10,,,,,863 374,15,
Fatima zahra,,1757,27,Cendre ; de plomb,Allemagne,,5 420,,5 695,,,,,,863 374,15,
Fatima zahra,,1757,27,Cendre ; de plomb,Geneve,,275,,5 695,,,,,,863 374,15,
Fatima zahra,,1757,27,Cendre ; potasse,Allemagne,,11 852,16,50 416,19,,,,,863 374,15,
Fatima zahra,,1757,27,Cendre ; potasse,Angleterre,,148,11,50 416,19,,,,,863 374,15,
Fatima zahra,,1757,27,Cendre ; potasse,Flandre,,558,,50 416,19,,,,,863 374,15,
Fatima zahra,,1757,27,Cendre ; potasse,Hollande,,19 025,15,50 416,19,,,,,863 374,15,
Fatima zahra,,1757,27,Cendre ; potasse,Nord,,18 831,17,50 416,19,,,,,863 374,15,
Fatima zahra,,1757,27,Cercles ; à tamis,Savoye,,108,,,,,,,,65 590,3,
Fatima zahra,,1757,27,Cercles ; à tonneaux,Allemagne,,11 680,17,65 482,3,,,,,65 590,3,
Fatima zahra,,1757,27,Cercles ; à tonneaux,Espagne,,1 420,,65 482,3,,,,,65 590,3,
Fatima zahra,,1757,27,Cercles ; à tonneaux,Flandre,,894,,65 482,3,,,,,65 590,3,
Fatima zahra,,1757,27,Cercles ; à tonneaux,Italie,,41 380,,65 482,3,,,,,65 590,3,
Fatima zahra,,1757,27,Cercles ; à tonneaux,Savoye,,10 107,6,65 482,3,,,,,65 590,3,
Fatima zahra,,1757,27,Cercocole,Hollande,,100,,,,,,,,,,
Fatima zahra,,1757,27,Cerizes,Allemagne,,423,,,,,,,,,,
Fatima zahra,,1757,27,Ceruze,Hollande,,263 579,16,,,,,,,,,
Fatima zahra,,1757,28,Chair ; fumée,Nord,,52,,,,,,,,1 511,6,
Fatima zahra,,1757,28,Chair ; salée,Allemagne,,112,4,1 459,6,,,,,1 511,6,
Fatima zahra,,1757,28,Chair ; salée,Angleterre,,211,15,1 459,6,,,,,1 511,6,
Fatima zahra,,1757,28,Chair ; salée,Flandre,,103,17,1 459,6,,,,,1 511,6,
Fatima zahra,,1757,28,Chair ; salée,Italie,,725,,1 459,6,,,,,1 511,6,
Fatima zahra,,1757,28,Chair ; salée,Savoye,,136,18,1 459,6,,,,,1 511,6,
Fatima zahra,,1757,28,Chair ; salée,Suisse,,169,12,1 459,6,,,,,1 511,6,
Fatima zahra,,1757,28,Chaises ; de canne,Espagne,,36,,,,,,,,2 789,10,
Fatima zahra,,1757,28,Chaises ; de comodité,Hollande,,1 035,,1 050,,,,,,2 789,10,
Fatima zahra,,1757,28,Chaises ; de comodité,Nord,,15,,1 050,,,,,,2 789,10,
Fatima zahra,,1757,28,chaises ; de paille,Allemagne,,66,10,1 703,10,,,,,2 789,10,
Fatima zahra,,1757,28,chaises ; de paille,Italie,,1 637,,1 703,10,,,,,2 789,10,
Fatima zahra,,1757,28,Champignons,Italie,,1 080,,,,,,,,1 746,,
Fatima zahra,,1757,28,Champignons,Savoye,,666,,,,,,,,1 746,,
Fatima zahra,,1757,28,Chandelle,Allemagne,,3 084,,,,,,,,37 487,16,
Fatima zahra,,1757,28,Chandelle,Angleterre,,25 317,,,,,,,,37 487,16,
Fatima zahra,,1757,28,Chandelle,Espagne,,537,10,,,,,,,37 487,16,
Fatima zahra,,1757,28,Chandelle,Flandre,,20,6,,,,,,,37 487,16,
Fatima zahra,,1757,28,Chandelle,Hollande,,40,,,,,,,,37 487,16,
Fatima zahra,,1757,28,Chandelle,Italie,,851,,,,,,,,37 487,16,
Fatima zahra,,1757,28,Chandelle,Nord,,240,,,,,,,,37 487,16,
Fatima zahra,,1757,28,Chandelle,Savoye,,7 398,,,,,,,,37 487,16,
Fatima zahra,,1757,28,Chanvre ; battu,Savoye,,22 617,,,,,,,,1 847 975,9,
Fatima zahra,,1757,28,Chanvre ; cru,Allemagne,,65,10,1 821 265,14,,,,,1 847 975,9,
Fatima zahra,,1757,28,Chanvre ; cru,Danemark,,22 860,,1 821 265,14,,,,,1 847 975,9,
Fatima zahra,,1757,28,Chanvre ; cru,Espagne,,61 082,15,1 821 265,14,,,,,1 847 975,9,
Fatima zahra,,1757,28,Chanvre ; cru,Hollande,,325 047,4,1 821 265,14,,,,,1 847 975,9,
Fatima zahra,,1757,29,Chanvre ; cru,Italie,,151 963,,1 821 265,14,,,,,1 847 975,9,
Fatima zahra,,1757,29,Chanvre ; cru,Levant,,878,,1 821 265,14,,,,,1 847 975,9,
Fatima zahra,,1757,29,Chanvre ; cru,Nord,,167 873,,1 821 265,14,,,,,1 847 975,9,
Fatima zahra,,1757,29,Chanvre ; cru,Russie,,851 202,1,1 821 265,14,,,,,1 847 975,9,
Fatima zahra,,1757,29,Chanvre ; cru,Savoye,,207 894,4,1 821 265,14,,,,,1 847 975,9,
Fatima zahra,,1757,29,Chanvre ; cru,Suede,,32 400,,1 821 265,14,,,,,1 847 975,9,
Fatima zahra,,1757,29,Chanvre ; peingne,Allemagne,,209,5,4 092,15,,,,,1 847 975,9,
Fatima zahra,,1757,29,Chanvre ; peingne,Italie,,888,,4 092,15,,,,,1 847 975,9,
Fatima zahra,,1757,29,Chanvre ; peingne,Savoye,,2 995,10,4 092,15,,,,,1 847 975,9,
Fatima zahra,,1757,29,Chapeaux ; de feutre,Allemagne,,66,,,,,,,,11 328,10,
Fatima zahra,,1757,30,Chapeaux ; de paille,Allemagne,,7 680,,11 142,10,,,,,11 328,10,
Fatima zahra,,1757,30,Chapeaux ; de paille,Geneve,,1 570,10,11 142,10,,,,,11 328,10,
Fatima zahra,,1757,30,Chapeaux ; de paille,Italie,,1 872,,11 142,10,,,,,11 328,10,
Fatima zahra,,1757,30,Chapeaux ; de paille,Savoye,,20,,11 142,10,,,,,11 328,10,
Fatima zahra,,1757,30,Chapeaux ; vigogne,Allemagne,,120,,,,,,,,11 328,10,
Fatima zahra,,1757,30,Chaplelets,Allemagne,,75,,,,,,,,85,19,
Fatima zahra,,1757,30,Chaplelets,Espagne,,3,,,,,,,,85,19,
Fatima zahra,,1757,30,Chaplelets,Savoye,,7,19,,,,,,,85,19,
Fatima zahra,,1757,31,Charbon ; de bois ,Allemagne,,27 050,,43 764,,,,,,1 705 164,15,
Fatima zahra,,1757,31,Charbon ; de bois ,Espagne,,18,,43 764,,,,,,1 705 164,15,
Fatima zahra,,1757,31,Charbon ; de bois ,Flandre,,128,,43 764,,,,,,1 705 164,15,
Fatima zahra,,1757,31,Charbon ; de bois ,Italie,,16 500,,43 764,,,,,,1 705 164,15,
Fatima zahra,,1757,31,Charbon ; de bois ,Savoye,,48,,43 764,,,,,,1 705 164,15,
Fatima zahra,,1757,31,Charbon ; de bois ,Suisse,,20,,43 764,,,,,,1 705 164,15,
Fatima zahra,,1757,31,Charbon ; de terre ,Allemagne,,2 929,5,1 661 400,15,,,,,1 705 164,15,
Fatima zahra,,1757,31,Charbon ; de terre ,Angleterre,,129 518,15,1 661 400,15,,,,,1 705 164,15,
Fatima zahra,,1757,31,Charbon ; de terre ,Danemark,,41 907,15,1 661 400,15,,,,,1 705 164,15,
Fatima zahra,,1757,31,Charbon ; de terre ,Espagne,,2 917,10,1 661 400,15,,,,,1 705 164,15,
Fatima zahra,,1757,31,Charbon ; de terre ,Flandre,,1 060 175,10,1 661 400,15,,,,,1 705 164,15,
Fatima zahra,,1757,31,Charbon ; de terre ,Hollande,,405 927,,1 661 400,15,,,,,1 705 164,15,
Fatima zahra,,1757,31,Charbon ; de terre ,Italie,,1 400,,1 661 400,15,,,,,1 705 164,15,
Fatima zahra,,1757,31,Charbon ; de terre ,Nord,,11 825,,1 661 400,15,,,,,1 705 164,15,
Fatima zahra,,1757,31,Charbon ; de terre ,Suede,,4 800,,1 661 400,15,,,,,1 705 164,15,
Fatima zahra,,1757,31,Chariots,Allemagne,,900,,,,,,,,,,
Fatima zahra,,1757,31,Chataignes,Espagne,,102,15,,,,,,,16 572,15,
Fatima zahra,,1757,31,Chataignes,Italie,,1 170,,,,,,,,16 572,15,
Fatima zahra,,1757,31,Chataignes,Savoye,,15 231,,,,,,,,16 572,15,
Fatima zahra,,1757,31,Chataignes,Suisse,,69,,,,,,,,16 572,15,
Fatima zahra,,1757,31,Chauffepieds,Hollande,,418,,,,,,,,,,
Fatima zahra,,1757,31,Chaussettes de fil,Flandre,,400,,,,,,,,,,
Fatima zahra,,1757,31,Chaux,Allemagne,,510,,,,,,,,3 555,5,
Fatima zahra,,1757,31,Chaux,Espagne,,471,5,,,,,,,3 555,5,
Fatima zahra,,1757,31,Chaux,Flandre,,2 574,,,,,,,,3 555,5,
Fatima zahra,,1757,32,Chevaux,Allemagne,,22 040,,,,,,,,599 220,,
Fatima zahra,,1757,32,Chevaux,Angleterre,,9 600,,,,,,,,599 220,,
Fatima zahra,,1757,32,Chevaux,Danemark,,23 100,,,,,,,,599 220,,
Fatima zahra,,1757,32,Chevaux,Espagne,,2 000,,,,,,,,599 220,,
Fatima zahra,,1757,32,Chevaux,Flandre,,426 930,,,,,,,,599 220,,
Fatima zahra,,1757,32,Chevaux,Geneve,,1 080,,,,,,,,599 220,,
Fatima zahra,,1757,32,Chevaux,Hollande,,55 700,,,,,,,,599 220,,
Fatima zahra,,1757,32,Chevaux,Savoye,,39 550,,,,,,,,599 220,,
Fatima zahra,,1757,32,Chevaux,Suisse,,19 220,,,,,,,,599 220,,
Fatima zahra,,1757,32,Cheveux,Allemagne,,1 625,,,,,,,,2 349,,
Fatima zahra,,1757,32,Cheveux,Espagne,,260,,,,,,,,2 349,,
Fatima zahra,,1757,32,Cheveux,Flandre,,44,,,,,,,,2 349,,
Fatima zahra,,1757,32,Cheveux,Savoye,,420,,,,,,,,2 349,,
Fatima zahra,,1757,32,Chevres,Allemagne,,50,,,,,,,,,,
Fatima zahra,,1757,32,Chevrons,Savoye,,227,,,,,,,,,,
Fatima zahra,,1757,32,Chicotin,Hollande,,13,10,,,,,,,55,10,
Fatima zahra,,1757,32,Chicotin,Nord,,42,,,,,,,,55,10,
Fatima zahra,,1757,33,Chocolat,Angleterre,,6,,,,,,,,10 657,2,
Fatima zahra,,1757,33,Chocolat,Espagne,,2 812,2,,,,,,,10 657,2,
Fatima zahra,,1757,33,Chocolat,Flandre,,523,10,,,,,,,10 657,2,
Fatima zahra,,1757,33,Chocolat,Italie,,5 306,,,,,,,,10 657,2,
Fatima zahra,,1757,33,Chocolat,Levant,,620,,,,,,,,10 657,2,
Fatima zahra,,1757,33,Chocolat,Savoye,,1 383,10,,,,,,,10 657,2,
Fatima zahra,,1757,33,Chocolat,Suisse,,6,,,,,,,,10 657,2,
Fatima zahra,,1757,33,Choux,Hollande,,3,,,,,,,,,,
Fatima zahra,,1757,33,Cinabre,Hollande,,44 034,,,,,,,,,,
Fatima zahra,,1757,33,Cire ; blanche,Flandre,,328,,2 790,15,,,,,1 848 138,9,
Fatima zahra,,1757,33,Cire ; blanche,Italie,,200,,2 790,15,,,,,1 848 138,9,
Fatima zahra,,1757,33,Cire ; blanche,Nord,,2 246,15,2 790,15,,,,,1 848 138,9,
Fatima zahra,,1757,33,Cire ; blanche,Savoye,,16,,2 790,15,,,,,1 848 138,9,
Fatima zahra,,1757,33,Cire ; à cachettes,Flandre,,1 600,,1 863,,,,,,1 848 138,9,
Fatima zahra,,1757,33,Cire ; à cachettes,Hollande,,263,,1 863,,,,,,1 848 138,9,
Fatima zahra,,1757,33,Cire ; en grabeau,Italie,,1 893,,,,,,,,1 848 138,9,
Fatima zahra,,1757,33,Cire ; en grain,Hollande,,720,,,,,,,,1 848 138,9,
Fatima zahra,,1757,33,Cire ; jaune,Allemagne,,487,10,1 840 871,14,,,,,1 848 138,9,
Fatima zahra,,1757,33,Cire ; jaune,Angleterre,,10 925,17,1 840 871,14,,,,,1 848 138,9,
Fatima zahra,,1757,33,Cire ; jaune,Espagne,,12 435,,1 840 871,14,,,,,1 848 138,9,
Fatima zahra,,1757,33,Cire ; jaune,Flandre,,10,8,1 840 871,14,,,,,1 848 138,9,
Fatima zahra,,1757,34,Cire ; jaune,Hollande,,144 180,,1 840 871,14,,,,,1 848 138,9,
Fatima zahra,,1757,34,Cire ; jaune,Italie,,8 632,,1 840 871,14,,,,,1 848 138,9,
Fatima zahra,,1757,34,Cire ; jaune,Levant,,589 578,,1 840 871,14,,,,,1 848 138,9,
Fatima zahra,,1757,34,Cire ; jaune,Nord,,1 071 622,19,1 840 871,14,,,,,1 848 138,9,
Fatima zahra,,1757,34,Cire ; jaune,Savoye,,3 000,,1 840 871,14,,,,,1 848 138,9,
Fatima zahra,,1757,34,Citrons,Angleterre,,15 873,,,,,,,,180 260,15,
Fatima zahra,,1757,34,Citrons,Espagne,,8 958,5,,,,,,,180 260,15,
Fatima zahra,,1757,34,Citrons,Flandre,,7 282,15,,,,,,,180 260,15,
Fatima zahra,,1757,34,Citrons,Italie,,76 791,5,,,,,,,180 260,15,
Fatima zahra,,1757,34,Citrons,Portugal,,46 767,10,,,,,,,180 260,15,
Fatima zahra,,1757,34,Citrons,Savoye,,24 588,,,,,,,,180 260,15,
Fatima zahra,,1757,34,Civadille,Espagne,,375,,,,,,,,744,,
Fatima zahra,,1757,34,Civadille,Hollande,,369,,,,,,,,744,,
Fatima zahra,,1757,34,Cizeaux,Savoye,,2,,,,,,,,,,
Fatima zahra,,1757,34,Cloches de fonte,Geneve,,25,,,,,,,,79,12,
Fatima zahra,,1757,34,Cloches de fonte,Suede,,54,12,,,,,,,79,12,
Fatima zahra,,1757,34,Clous ; dorés,Flandre,,88,16,,,,,,,265 971,11,
Fatima zahra,,1757,34,Clous ; de fer,Allemagne,,103 816,4,265 882,15,,,,,265 971,11,
Fatima zahra,,1757,34,Clous ; de fer,Danemark,,393,10,265 882,15,,,,,265 971,11,
Fatima zahra,,1757,34,Clous ; de fer,Espagne,,44 115,,265 882,15,,,,,265 971,11,
Fatima zahra,,1757,34,Clous ; de fer,Flandre,,9 237,1,265 882,15,,,,,265 971,11,
Fatima zahra,,1757,34,Clous ; de fer,Geneve,,1,,265 882,15,,,,,265 971,11,
Fatima zahra,,1757,34,Clous ; de fer,Hollande,,99 296,13,265 882,15,,,,,265 971,11,
Fatima zahra,,1757,34,Clous ; de fer,Italie,,7 591,,265 882,15,,,,,265 971,11,
Fatima zahra,,1757,34,Clous ; de fer,Nord,,1 240,10,265 882,15,,,,,265 971,11,
Fatima zahra,,1757,34,Clous ; de fer,Savoye,,191,17,265 882,15,,,,,265 971,11,
Fatima zahra,,1757,34,Cochenille,Espagne,,1 736 476,,,,,,,,1 895 194,15,
Fatima zahra,,1757,34,Cochenille,Flandre,,3 600,,,,,,,,1 895 194,15,
Fatima zahra,,1757,34,Cochenille,Hollande,,5 994,15,,,,,,,1 895 194,15,
Fatima zahra,,1757,34,Cochenille,Italie,,5 100,,,,,,,,1 895 194,15,
Fatima zahra,,1757,34,Cochenille,Levant,,144 024,,,,,,,,1 895 194,15,
Fatima zahra,,1757,35,Cochons ; salé,Allemagne,,30,,,,,,,,30,,
Fatima zahra,,1757,35,Cocos,Hollande,,930,,,,,,,,61 042,,
Fatima zahra,,1757,35,Cocos,Portugal,,60 112,,,,,,,,61 042,,
Fatima zahra,,1757,35,Cocons de soye,Savoye,,117 490,,,,,,,,,,
Fatima zahra,,1757,35,Coeffes de chapeaux,Flandre,,2 674,,,,,,,,,,
Fatima zahra,,1757,35,Coffres de bois,Flandre,,70,,,,,,,,175,,
Fatima zahra,,1757,35,Coffres de bois,Hollande,,105,,,,,,,,175,,
Fatima zahra,,1757,35,Colle ; commune,Hollande,,25 965,9,26 213,9,,,,,167 084,4,
Fatima zahra,,1757,35,Colle ; commune,Savoye,,248,,26 213,9,,,,,167 084,4,
Fatima zahra,,1757,35,Colle ; de Flandre,Hollande,,9 308,19,,,,,,,167 084,4,
Fatima zahra,,1757,35,Colle ; forte,Flandre,,4 342,,102 837,16,,,,,167 084,4,
Fatima zahra,,1757,35,Colle ; forte,Geneve,,304,,102 837,16,,,,,167 084,4,
Fatima zahra,,1757,35,Colle ; forte,Hollande,,97 514,8,102 837,16,,,,,167 084,4,
Fatima zahra,,1757,35,Colle ; forte,Savoye,,677,8,102 837,16,,,,,167 084,4,
Fatima zahra,,1757,35,Colle ; à papeties,Geneve,,450,,,,,,,,167 084,4,
Fatima zahra,,1757,35,Colle ; de poisson,Flandre,,40,,28 274,,,,,,167 084,4,
Fatima zahra,,1757,35,Colle ; de poisson,Hollande,,28 019,,28 274,,,,,,167 084,4,
Fatima zahra,,1757,35,Colle ; de poisson,Italie,,125,,28 274,,,,,,167 084,4,
Fatima zahra,,1757,35,Colle ; de poisson,Nord,,90,,28 274,,,,,,167 084,4,
Fatima zahra,,1757,35,Colombine,Espagne,,280,,,,,,,,466,,
Fatima zahra,,1757,35,Colombine,Italie,,186,,,,,,,,466,,
Fatima zahra,,1757,35,Coloquinte,Espagne,,2 358,,,,,,,,2 423,,
Fatima zahra,,1757,35,Coloquinte,Hollande,,65,,,,,,,,2 423,,
Fatima zahra,,1757,35,Commodes,Hollande,,150,,,,,,,,,,
Fatima zahra,,1757,36,Compas,Hollande,,220,,,,,,,,,,
Fatima zahra,,1757,36,Confitures,Allemagne,,7 233,,,,,,,,26 421,,
Fatima zahra,,1757,36,Confitures,Espagne,,255,,,,,,,,26 421,,
Fatima zahra,,1757,36,Confitures,Flandre,,35,,,,,,,,26 421,,
Fatima zahra,,1757,36,Confitures,Geneve,,25,,,,,,,,26 421,,
Fatima zahra,,1757,36,Confitures,Hollande,,132,,,,,,,,26 421,,
Fatima zahra,,1757,36,Confitures,Isles,,426,,,,,,,,26 421,,
Fatima zahra,,1757,36,Confitures,Italie,,16 105,,,,,,,,26 421,,
Fatima zahra,,1757,36,Confitures,Portugal,,886,,,,,,,,26 421,,
Fatima zahra,,1757,36,Confitures,Savoye,,1 324,,,,,,,,26 421,,
Fatima zahra,,1757,36,Conterie,Italie,,3 327,,,,,,,,,,
Fatima zahra,,1757,36,Contrabierva,Hollande,,30,,,,,,,,,,
Fatima zahra,,1757,36,Coque Levant,Hollande,,562,,,,,,,,1 318,16,
Fatima zahra,,1757,36,Coque Levant,Levant,,756,,,,,,,,1 318,16,
Fatima zahra,,1757,36,Coquilles ; de mer,Flandre,,2 980,,3 055,,,,,,57 243,4,
Fatima zahra,,1757,36,Coquilles ; de mer,Italie,,75,,3 055,,,,,,57 243,4,
Fatima zahra,,1757,36,Coquilles ; de nacres,Espagne,,30,,54 188,4,,,,,57 243,4,
Fatima zahra,,1757,36,Coquilles ; de nacres,Hollande,,47 136,7,54 188,4,,,,,57 243,4,
Fatima zahra,,1757,36,Coquilles ; de nacres,Nord,,7 021,17,54 188,4,,,,,57 243,4,
Fatima zahra,,1757,36,Corail ; brut,Espagne,,2 880,,77 780,,,,,,82 840,,
Fatima zahra,,1757,36,Corail ; brut,Hollande,,80,,77 780,,,,,,82 840,,
Fatima zahra,,1757,36,Corail ; brut,Italie,,41 220,,77 780,,,,,,82 840,,
Fatima zahra,,1757,36,Corail ; brut,Levant,,33 600,,77 780,,,,,,82 840,,
Fatima zahra,,1757,36,Corail ; rouge,Espagne,,60,,,,,,,,82 840,,
Fatima zahra,,1757,36,Corail ; terraile,Italie,,5 000,,,,,,,,82 840,,
Fatima zahra,,1757,36,Corbeilles d'ozier,Italie,,26 946,,,,,,,,28 146,,
Fatima zahra,,1757,36,Corbeilles d'ozier,Savoye,,1 200,,,,,,,,28 146,,
Fatima zahra,,1757,37,Cordages ; d'auf,Espagne,,1 603,2,,,,,,,40 415,2,
Fatima zahra,,1757,37,Cordages ; de chanvre,Espagne,,1 530,,15 607,,,,,,40 415,2,
Fatima zahra,,1757,37,Cordages ; de chanvre,Flandre,,385,,15 607,,,,,,40 415,2,
Fatima zahra,,1757,37,Cordages ; de chanvre,Hollande,,2 108,5,15 607,,,,,,40 415,2,
Fatima zahra,,1757,37,Cordages ; de chanvre,Italie,,3 810,,15 607,,,,,,40 415,2,
Fatima zahra,,1757,37,Cordages ; de chanvre,Savoye,,4 018,10,15 607,,,,,,40 415,2,
Fatima zahra,,1757,37,Cordages ; de chanvre,Suede,,3 755,5,15 607,,,,,,40 415,2,
Fatima zahra,,1757,37,Cordages ; d'espars,Espagne,,17 290,,23 205,,,,,,40 415,2,
Fatima zahra,,1757,37,Cordages ; d'espars,Levant,,5 915,,23 205,,,,,,40 415,2,
Fatima zahra,,1757,37,Cordes ; à boyaux,Allemagne,,615,,9 690,,,,,,15 240,,
Fatima zahra,,1757,37,Cordes ; à boyaux,Italie,,6 000,,9 690,,,,,,15 240,,
Fatima zahra,,1757,37,Cordes ; à boyaux,Levant,,3 000,,9 690,,,,,,15 240,,
Fatima zahra,,1757,37,Cordes ; à boyaux,Nord,,75,,9 690,,,,,,15 240,,
Fatima zahra,,1757,37,Cordes ; à violons,Allemagne,,1 320,,5 550,,,,,,15 240,,
