Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantité,Leur valeur,Deniers,Leur Valeur (sub-total 1),Deniers,Leur Valeur (sub-total 2),deniers,Total,Deniers,Remarks,
Fatima zahra,,1759,96,Pierres ; à razoir,Hollande,,54,,75,,,,56 720,15,,
Fatima zahra,,1759,96,Pignons de pine,Espagne,,11 733,8,,,,,12 214,8,,
Fatima zahra,,1759,96,Pignons de pine,Italie,,421,,,,,,12 214,8,,
Fatima zahra,,1759,96,Pignons de pine,Genes,,60,,,,,,12 214,19,,
Fatima zahra,,1759,96,Piment,Flandre,,5 082,15,,,,,21 686,19,,
Fatima zahra,,1759,96,Piment,Hollande,,10 514,4,,,,,21 686,19,,
Fatima zahra,,1759,96,Piment,Nord,,6 090,,,,,,21 686,8,,
Fatima zahra,,1759,96,Pipes à fumer,Allemagne,,303,,,,,,38 258,8,,
Fatima zahra,,1759,96,Pipes à fumer,Espagne,,960,,,,,,38 258,8,,
Fatima zahra,,1759,96,Pipes à fumer,Flandre,,20,8,,,,,38 258,8,,
Fatima zahra,,1759,96,Pipes à fumer,Hollande,,36 129,,,,,,38 258,8,,
Fatima zahra,,1759,96,Pipes à fumer,Nord,,840,,,,,,38 258,8,,
Fatima zahra,,1759,96,Pipes à fumer,Suisse,,6,,,,,,38 258,8,,
Fatima zahra,,1759,96,Pistaches,Italie,,22 937,,,,,,32 057,,,
Fatima zahra,,1759,96,Pistaches,Naples,,4 500,,,,,,32 057,,,
Fatima zahra,,1759,96,Pistaches,Genes,,1 300,,,,,,32 057,,,
Fatima zahra,,1759,96,Pistaches,Levant,,3 000,,,,,,32 057,,,
Fatima zahra,,1759,96,Pistaches,Savoye,,320,,,,,,32 057,,,
Fatima zahra,,1759,96,Planches ; de cuivre gravées,Geneve,,1 200,,,,,,958 727,8,,
Fatima zahra,,1759,96,Planches ; de chesne,Allemagne,,157 082,,215 270,,,,958 727,8,,
Fatima zahra,,1759,96,Planches ; de chesne,Angleterre,,28,,215 270,,,,958 727,8,,
Fatima zahra,,1759,96,Planches ; de chesne,Danemark,,220,,215 270,,,,958 727,8,,
Fatima zahra,,1759,96,Planches ; de chesne,Espagne,,2 320,,215 270,,,,958 727,8,,
Fatima zahra,,1759,96,Planches ; de chesne,Hollande,,53 290,,215 270,,,,958 727,8,,
Fatima zahra,,1759,96,Planches ; de chesne,Nord,,2 330,,215 270,,,,958 727,8,,
Fatima zahra,,1759,96,Planches ; de hetre,Allemagne,,2 218,15,2 238,11,,,958 727,8,,
Fatima zahra,,1759,96,Planches ; de hetre,Angleterre,,19,16,2 238,11,,,958 727,8,,
Fatima zahra,,1759,97,Planches ; de Prusse,Hollande,,15 043,,50 276,,,,958 727,8,,
Fatima zahra,,1759,97,Planches ; de Prusse,Nord,,9 589,,50 276,,,,958 727,8,,
Fatima zahra,,1759,97,Planches ; de Prusse,Russie,,25 644,,50 276,,,,958 727,8,,
Fatima zahra,,1759,97,Planches ; de sapin,Allemagne,,162 058,10,689 742,17,,,958 727,8,,
Fatima zahra,,1759,97,Planches ; de sapin,Angleterre,,484,,689 742,17,,,958 727,8,,
Fatima zahra,,1759,97,Planches ; de sapin,Danemark,,264 137,15,689 742,17,,,958 727,8,,
Fatima zahra,,1759,97,Planches ; de sapin,Espagne,,14 074,15,689 742,17,,,958 727,8,,
Fatima zahra,,1759,97,Planches ; de sapin,Flandre,,1 209,,689 742,17,,,958 727,8,,
Fatima zahra,,1759,97,Planches ; de sapin,Hollande,,138 486,11,689 742,17,,,958 727,8,,
Fatima zahra,,1759,97,Planches ; de sapin,Italie,,4 257,,689 742,17,,,958 727,8,,
Fatima zahra,,1759,97,Planches ; de sapin,Naples,,522,,689 742,17,,,958 727,8,,
Fatima zahra,,1759,97,Planches ; de sapin,Genes,,10 143,,689 742,17,,,958 727,8,,
Fatima zahra,,1759,97,Planches ; de sapin,Nord,,15 332,5,689 742,17,,,958 727,8,,
Fatima zahra,,1759,97,Planches ; de sapin,Russie,,38 645,10,689 742,17,,,958 727,8,,
Fatima zahra,,1759,97,Planches ; de sapin,Savoye,,13 726,,689 742,17,,,958 727,8,,
Fatima zahra,,1759,97,Planches ; de sapin,Suede,,26 666,11,689 742,17,,,958 727,8,,
Fatima zahra,,1759,97,Plants ; de cedra,Savoye,,15,,,,,,14 212,,,
Fatima zahra,,1759,97,Plants ; de citroniers,Italie,,120,,,,,,14 212,,,
Fatima zahra,,1759,97,Plants ; d'orangers,Genes,,12 862,,14 077,,,,14 212,,,
Fatima zahra,,1759,97,Plants ; d'orangers,Savoye,,1 215,,14 077,,,,14 212,,,
Fatima zahra,,1759,97,Platre,Allemagne,,36,,,,,,4 336,,,
Fatima zahra,,1759,97,Platre,Espagne,,240,,,,,,4 336,,,
Fatima zahra,,1759,97,Platre,Genes,,216,,,,,,4 336,,,
Fatima zahra,,1759,97,Platre,Savoye,,3 844,,,,,,4 336,,,
Fatima zahra,,1759,97,Plocq,Flandre,,290,,,,,,,,,
Fatima zahra,,1759,97,Plomb ; en grenaille,Allemagne,,1,10,23 617,11,,,962 630,6,,
Fatima zahra,,1759,97,Plomb ; en grenaille,Hollande,,23 554,1,23 617,11,,,962 630,6,,
Fatima zahra,,1759,97,Plomb ; en grenaille,Savoye,,62,,23 617,11,,,962 630,6,,
Fatima zahra,,1759,97,Plomb ; laminé,Hollande,,156,,,,,,962 630,6,,
Fatima zahra,,1759,97,Plomb ; en saumon,Allemagne,,1 448,1,935 868,15,,,962 630,6,,
Fatima zahra,,1759,97,Plomb ; en saumon,Angleterre,,966,15,935 868,15,,,962 630,6,,
Fatima zahra,,1759,98,Plomb ; en saumon,Espagne,,148 011,,935 868,15,,,962 630,6,,
Fatima zahra,,1759,98,Plomb ; en saumon,Flandre,,22 986,8,935 868,15,,,962 630,6,,
Fatima zahra,,1759,98,Plomb ; en saumon,Hollande,,748 945,11,935 868,15,,,962 630,6,,
Fatima zahra,,1759,98,Plomb ; en saumon,Naples,,125,,935 868,15,,,962 630,6,,
Fatima zahra,,1759,98,Plomb ; en saumon,Savoye,,13 386,,935 868,15,,,962 630,6,,
Fatima zahra,,1759,98,Plomb ; en tables,Hollande,,2 988,,,,,,962 630,6,,
Fatima zahra,,1759,98,Plumes ; d'autruche ; brutte,Italie,,216,,8 216,,8 216,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; d'autruche ; brutte,Levant,,4 800,,8 216,,8 216,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; d'autruche ; brutte,Savoye,,3 200,,8 216,,8 216,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; à curedent,Hollande,,450,,,,,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; à écrire,Allemagne,,322,10,32 550,10,,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; à écrire,Flandre,,160,,32 550,10,,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; à écrire,Hollande,,15 968,,32 550,10,,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; à écrire,Nord,,16 100,,32 550,10,,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; à lit,Allemagne,,395,,31 752,5,,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; à lit,Espagne,,390,,31 752,5,,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; à lit,Flandre,,144,,31 752,5,,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; à lit,Geneve,,475,,31 752,5,,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; à lit,Hollande,,8 082,,31 752,5,,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; à lit,Naples,,5 850,,31 752,5,,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; à lit,Genes,,900,,31 752,5,,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; à lit,Nord,,14 325,,31 752,5,,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; à lit,Savoye,,1 191,5,31 752,5,,,73 028,15,,
Fatima zahra,,1759,98,Plumes ; à manchons,Hollande,,60,,,,,,73 028,15,,
Fatima zahra,,1759,98,Poetes à feu,Genes,,45,,,,,,66 857,4,,
Fatima zahra,,1759,98,Poil ; de castor,Genes,,1 000,,,,,,66 857,4,,
Fatima zahra,,1759,98,Poil ; de chameau,Flandre,,300,,,,,,66 857,4,,
Fatima zahra,,1759,98,Poil ; de chevre,Flandre,,16 400,,42 275,,,,66 857,4,,
Fatima zahra,,1759,98,Poil ; de chevre,Hollande,,25 875,,42 275,,,,66 857,4,,
Fatima zahra,,1759,98,Poil ; de chevrotin,Hollande,,1 800,,,,,,66 857,4,,
Fatima zahra,,1759,98,Poil ; de lapin,Naples,,2 640,,14 376,,,,66 857,4,,
Fatima zahra,,1759,98,Poil ; de lapin,Genes,,10 536,,14 376,,,,66 857,4,,
Fatima zahra,,1759,98,Poil ; de lapin,Savoye,,1 200,,14 376,,,,66 857,4,,
Fatima zahra,,1759,99,Poil ; de sanglier,Allemagne,,815,,7 106,4,,,66 857,4,,
Fatima zahra,,1759,99,Poil ; de sanglier,Flandre,,1 530,,7 106,4,,,66 857,4,,
Fatima zahra,,1759,99,Poil ; de sanglier,Hollande,,4 041,4,7 106,4,,,66 857,4,,
Fatima zahra,,1759,99,Poil ; de sanglier,Nord,,720,,7 106,4,,,66 857,4,,
Fatima zahra,,1759,99,Pois,Hollande,,27 884,,,,,,,,,
Fatima zahra,,1759,99,Poisson ; frais,Espagne,,1 981,5,2 261,5,,,119 866,10,,
Fatima zahra,,1759,99,Poisson ; frais,Savoye,,280,,2 261,5,,,119 866,10,,
Fatima zahra,,1759,99,Poisson ; de mer,Flandre,,52 185,,,,,,119 866,10,,
Fatima zahra,,1759,99,Poisson ; salé,Espagne,,56 273,,65 420,5,,,119 866,10,,
Fatima zahra,,1759,99,Poisson ; salé,Genes,,30,,65 420,5,,,119 866,10,,
Fatima zahra,,1759,99,Poisson ; salé,Hollande,,150,,65 420,5,,,119 866,10,,
Fatima zahra,,1759,99,Poisson ; salé,Italie,,60,,65 420,5,,,119 866,10,,
Fatima zahra,,1759,99,Poisson ; salé,Naples,,61,,65 420,5,,,119 866,10,,
Fatima zahra,,1759,99,Poisson ; salé,Genes,,465,,65 420,5,,,119 866,10,,
Fatima zahra,,1759,99,Poisson ; salé,Savoye,,8 381,5,65 420,5,,,119 866,10,,
Fatima zahra,,1759,99,Poivre ; divers ,Allemagne,,589,10,2 818 998,8,,,3 067 911,18,,
Fatima zahra,,1759,99,Poivre ; divers ,Espagne,,50 232,4,2 818 998,8,,,3 067 911,18,,
Fatima zahra,,1759,99,Poivre ; divers ,Flandre,,217 646,5,2 818 998,8,,,3 067 911,18,,
Fatima zahra,,1759,99,Poivre ; divers ,Hollande,,2 317 283,9,2 818 998,8,,,3 067 911,18,,
Fatima zahra,,1759,99,Poivre ; divers ,Italie,,11 000,,2 818 998,8,,,3 067 911,18,,
Fatima zahra,,1759,99,Poivre ; divers ,Naples,,836,,2 818 998,8,,,3 067 911,18,,
Fatima zahra,,1759,99,Poivre ; divers ,Genes,,51 462,,2 818 998,8,,,3 067 911,18,,
Fatima zahra,,1759,99,Poivre ; divers ,Nord,,30 000,,2 818 998,8,,,3 067 911,18,,
Fatima zahra,,1759,99,Poivre ; divers ,Portugal,,122 574,,2 818 998,8,,,3 067 911,18,,
Fatima zahra,,1759,99,Poivre ; divers ,Savoye,,17 375,,2 818 998,8,,,3 067 911,18,,
Fatima zahra,,1759,99,Poivre ; gerofflé,Hollande,,2 282,,11 285,,,,3 067 911,18,,
Fatima zahra,,1759,99,Poivre ; gerofflé,Isles,,8 348,,11 285,,,,3 067 911,18,,
Fatima zahra,,1759,99,Poivre ; gerofflé,Nord,,655,,11 285,,,,3 067 911,18,,
Fatima zahra,,1759,99,Poivre ; long,Hollande,,2 613,,,,,,3 067 911,18,,
Fatima zahra,,1759,99,Poivre ; noir,Hollande,,235 015,10,,,,,3 067 911,18,,
Fatima zahra,,1759,99,Poix,Allemagne,,5 956,10,,,,,62 357,,,
Fatima zahra,,1759,99,Poix,Espagne,,48 905,14,,,,,62 357,,,
Fatima zahra,,1759,99,Poix,Flandre,,200,,,,,,62 357,,,
Fatima zahra,,1759,99,Poix,Geneve,,147,10,,,,,62 357,,,
Fatima zahra,,1759,99,Poix,Hollande,,5 254,15,,,,,62 357,,,
Fatima zahra,,1759,99,Poix,Italie,,327,,,,,,62 357,,,
Fatima zahra,,1759,99,Poix,Savoye,,245,11,,,,,62 357,,,
Fatima zahra,,1759,99,Poix,Suisse,,1 320,,,,,,62 357,,,
Fatima zahra,,1759,100,Pomade ,Italie,,708,,,,,,2 017,,,
Fatima zahra,,1759,100,Pomade ,Naples,,75,,,,,,2 017,,,
Fatima zahra,,1759,100,Pomade ,Genes,,679,,,,,,2 017,,,
Fatima zahra,,1759,100,Pomade ,Savoye,,555,,,,,,2 017,,,
Fatima zahra,,1759,100,Pompes à feu,Allemagne,,400,,,,,,,,,
Fatima zahra,,1759,100,Poncire,Espagne,,18,,,,,,98,,,
Fatima zahra,,1759,100,Poncire,Savoye,,80,,,,,,98,,,
Fatima zahra,,1759,100,Porcs ; gras,Allemagne,,300,,1 324,15,,,1 807,15,,
Fatima zahra,,1759,100,Porcs ; gras,Flandre,,515,,1 324,15,,,1 807,15,,
Fatima zahra,,1759,100,Porcs ; gras,Hollande,,450,,1 324,15,,,1 807,15,,
Fatima zahra,,1759,100,Porcs ; gras,Savoye,,59,15,1 324,15,,,1 807,15,,
Fatima zahra,,1759,100,Porcs ; porcelets,Allemagne,,483,,,,,,1 807,15,,
Fatima zahra,,1759,100,Porcelaine ; ordinaire,Allemagne,,195,,39 918,15,,,65 408,15,,
Fatima zahra,,1759,100,Porcelaine ; ordinaire,Espagne,,2 950,,39 918,15,,,65 408,15,,
Fatima zahra,,1759,100,Porcelaine ; ordinaire,Flandre,,1 331,5,39 918,15,,,65 408,15,,
Fatima zahra,,1759,100,Porcelaine ; ordinaire,Hollande,,19 442,10,39 918,15,,,65 408,15,,
Fatima zahra,,1759,100,Porcelaine ; ordinaire,Naples,,1 500,,39 918,15,,,65 408,15,,
Fatima zahra,,1759,100,Porcelaine ; ordinaire,Genes,,7 000,,39 918,15,,,65 408,15,,
Fatima zahra,,1759,100,Porcelaine ; ordinaire,Savoye,,7 500,,39 918,15,,,65 408,15,,
Fatima zahra,,1759,100,Porcelaine ; de Saxe,Allemagne,,25 490,,,,,,65 408,15,,
Fatima zahra,,1759,100,Portevue,Naples,,1 500,,,,,,,,,
Fatima zahra,,1759,101,Potterie ; de grez ; barbançons,Hollande,,48,,3 723,5,,,84 035,1,,
Fatima zahra,,1759,101,Potterie ; de grez ; divers,Allemagne,,1 908,16,3 675,5,3 723,5,84 035,1,,
Fatima zahra,,1759,101,Potterie ; de grez ; divers,Flandre,,25,16,3 675,5,3 723,5,84 035,1,,
Fatima zahra,,1759,101,Potterie ; de grez ; divers,Hollande,,616,13,3 675,5,3 723,5,84 035,1,,
Fatima zahra,,1759,101,Potterie ; de grez ; divers,Genes,,1 100,,3 675,5,3 723,5,84 035,1,,
Fatima zahra,,1759,101,Potterie ; de grez ; divers,Suisse,,24,,3 675,5,3 723,5,84 035,1,,
Fatima zahra,,1759,101,Potterie ; de terre ; diverse,Allemagne,,913,,1 489,10,80 311,16,84 035,1,,
Fatima zahra,,1759,101,Potterie ; de terre ; diverse,Espagne,,74,10,1 489,10,80 311,16,84 035,1,,
Fatima zahra,,1759,101,Potterie ; de terre ; diverse,Flandre,,496,,1 489,10,80 311,16,84 035,1,,
Fatima zahra,,1759,101,Potterie ; de terre ; diverse,Savoye,,6,,1 489,10,80 311,16,84 035,1,,
Fatima zahra,,1759,101,Potterie ; de terre ; terrailles,Espagne,,326,,78 822,6,80 311,16,84 035,1,,
Fatima zahra,,1759,101,Potterie ; de terre ; terrailles,Italie,,15 990,,78 822,6,80 311,16,84 035,1,,
Fatima zahra,,1759,101,Potterie ; de terre ; terrailles,Naples,,1 000,,78 822,6,80 311,16,84 035,1,,
Fatima zahra,,1759,101,Potterie ; de terre ; terrailles,Genes,,58 965,,78 822,6,80 311,16,84 035,1,,
Fatima zahra,,1759,101,Potterie ; de terre ; terrailles,Savoye,,2 541,6,78 822,6,80 311,16,84 035,1,,
Fatima zahra,,1759,101,Poudre ; à canon,Allemagne,,1 957,10,,,,,3 119,18,,
Fatima zahra,,1759,101,Poudre ; d'iris,Italie,,1 000,,,,,,3 119,18,,
Fatima zahra,,1759,101,Poudre ; à poudrer,Allemagne,,150,,162,8,,,3 119,18,,
Fatima zahra,,1759,101,Poudre ; à poudrer,Savoye,,12,8,162,8,,,3 119,18,,
Fatima zahra,,1759,101,Poussiere ; d'encens,Genes,,480,,836,,,,1 698,6,,
Fatima zahra,,1759,101,Poussiere ; d'encens,Levant,,356,,836,,,,1 698,6,,
Fatima zahra,,1759,101,Poussiere ; de raisine,Espagne,,638,6,,,,,1 698,6,,
Fatima zahra,,1759,101,Poussiere ; de tartre,Italie,,60,,224,,,,1 698,6,,
Fatima zahra,,1759,101,Poussiere ; de tartre,Genes,,24,,224,,,,1 698,6,,
Fatima zahra,,1759,101,Poussiere ; de tartre,Savoye,,140,,224,,,,1 698,6,,
Fatima zahra,,1759,101,Poutargues,Hollande,,1 000,,,,,,3 312,,,
Fatima zahra,,1759,101,Poutargues,Genes,,312,,,,,,3 312,,,
Fatima zahra,,1759,101,Poutargues,Savoye,,2 000,,,,,,3 312,,,
Fatima zahra,,1759,102,Poutres,Danemark,,1 749,2,,,,,19 104,2,,
Fatima zahra,,1759,102,Poutres,Hollande,,15 795,,,,,,19 104,2,,
Fatima zahra,,1759,102,Poutres,Savoye,,1 560,,,,,,19 104,2,,
Fatima zahra,,1759,102,Poutrelles,Danemark,,32,18,,,,,,,,
Fatima zahra,,1759,102,Preceintes,Nord,,7 951,,,,,,,,,
Fatima zahra,,1759,102,Precipié,Hollande,,460,,,,,,,,,
Fatima zahra,,1759,102,Presures,Espagne,,66,5,,,,,,,,
Fatima zahra,,1759,102,Pruneaux,Allemagne,,400,,,,,,5 336,10,,
Fatima zahra,,1759,102,Pruneaux,Flandre,,2 062,,,,,,5 336,10,,
Fatima zahra,,1759,102,Pruneaux,Geneve,,50,10,,,,,5 336,10,,
Fatima zahra,,1759,102,Pruneaux,Hollande,,692,,,,,,5 336,10,,
Fatima zahra,,1759,102,Pruneaux,Naples,,60,,,,,,5 336,10,,
Fatima zahra,,1759,102,Pruneaux,Portugal,,24,,,,,,5 336,10,,
Fatima zahra,,1759,102,Pruneaux,Suisse,,2 048,,,,,,5 336,10,,
Fatima zahra,,1759,102,Quenouilles,Genes,,7,,,,,,12,,,
Fatima zahra,,1759,102,Quenouilles,Savoye,,5,,,,,,12,,,
Fatima zahra,,1759,103,Quincaille ; de cuivre,Allemagne,,1 203,,11 105,10,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de cuivre,Flandre,,2 574,,11 105,10,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de cuivre,Hollande,,661,,11 105,10,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de cuivre,Nord,,6 667,10,11 105,10,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de fer,Allemagne,,401 364,17,674 047,8,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de fer,Flandre,,108 154,10,674 047,8,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de fer,Geneve,,111,4,674 047,8,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de fer,Hollande,,145 710,19,674 047,8,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de fer,Nord,,7 455,12,674 047,8,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de fer,Savoye,,8,1,674 047,8,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de fer,Suisse,,11 242,5,674 047,8,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de fer et acier,Allemagne,,96 971,,134 622,16,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de fer et acier,Espagne,,12 088,16,134 622,16,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de fer et acier,Flandre,,100,,134 622,16,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de fer et acier,Hollande,,12 648,,134 622,16,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de fer et acier,Italie,,250,,134 622,16,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de fer et acier,Genes,,3 890,,134 622,16,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de fer et acier,Levant,,8 000,,134 622,16,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de fer et acier,Savoye,,650,,134 622,16,,,819 775,14,,
Fatima zahra,,1759,103,Quincaille ; de fer et acier,Suisse,,25,,134 622,16,,,819 775,14,,
Fatima zahra,,1759,103,Quinquina,Espagne,,32 118,,,,,,58 340,,,
Fatima zahra,,1759,103,Quinquina,Flandre,,140,,,,,,58 340,,,
Fatima zahra,,1759,103,Quinquina,Hollande,,26 082,,,,,,58 340,,,
Fatima zahra,,1759,103,Quintessence,Savoye,,900,,,,,,,,,
Fatima zahra,,1759,103,Racines ; d'angelique,Hollande,,146,,,,,,549,,,
Fatima zahra,,1759,103,Racines ; de dictam,Hollande,,37,10,,,,,549,,,
Fatima zahra,,1759,103,Racines ; de galanga,Hollande,,210,,,,,,549,,,
Fatima zahra,,1759,103,Racines ; de garance,Hollande,,12,10,,,,,549,,,
Fatima zahra,,1759,103,Racines ; de rix,Savoye,,143,,,,,,549,,,
Fatima zahra,,1759,103,Raclure de corne,Naples,,420,,,,,,710,,,
Fatima zahra,,1759,103,Raclure de corne,Genes,,90,,,,,,710,,,
Fatima zahra,,1759,103,Raclure de corne,Savoye,,200,,,,,,710,,,
Fatima zahra,,1759,104,Raisin ; sec,Allemagne,,1,16,138 581,5,,,138 581,5,,
Fatima zahra,,1759,104,Raisin ; sec,Espagne,,99 883,9,138 581,5,,,138 581,5,,
Fatima zahra,,1759,104,Raisin ; sec,Flandre,,4 853,,138 581,5,,,138 581,5,,
Fatima zahra,,1759,104,Raisin ; sec,Hollande,,1 958,,138 581,5,,,138 581,5,,
Fatima zahra,,1759,104,Raisin ; sec,Italie,,10 681,,138 581,5,,,138 581,5,,
Fatima zahra,,1759,104,Raisin ; sec,Naples,,10 440,,138 581,5,,,138 581,5,,
Fatima zahra,,1759,104,Raisin ; sec,Genes,,1 860,,138 581,5,,,138 581,5,,
Fatima zahra,,1759,104,Raisin ; sec,Levant,,1 040,,138 581,5,,,138 581,5,,
Fatima zahra,,1759,104,Raisin ; sec,Portugal,,1 578,,138 581,5,,,138 581,5,,
Fatima zahra,,1759,104,Raisin ; sec,Savoye,,6 286,,138 581,5,,,138 581,5,,
Fatima zahra,,1759,104,Raisine,Espagne,,75 468,8,,,,,,,,
Fatima zahra,,1759,104,Ramures de sapin,Danemark,,7 111,,,,,,,,,
Fatima zahra,,1759,104,Rassade,Hollande,,859,13,,,,,,,,
Fatima zahra,,1759,104,Raves de morue,Hollande,,1 870,,,,,,,,,
Fatima zahra,,1759,104,Razoirs,Espagne,,90,,,,,,,,,
Fatima zahra,,1759,104,Reglisse,Allemagne,,286,,,,,,41 996,2,,
Fatima zahra,,1759,104,Reglisse,Espagne,,40 053,2,,,,,41 996,2,,
Fatima zahra,,1759,104,Reglisse,Flandre,,1 640,,,,,,41 996,2,,
Fatima zahra,,1759,104,Reglisse,Hollande,,17,,,,,,41 996,2,,
Fatima zahra,,1759,104,Rhubarbe,Espagne,,3 780,,,,,,12 168,,,
Fatima zahra,,1759,104,Rhubarbe,Hollande,,3 838,,,,,,12 168,,,
Fatima zahra,,1759,104,Rhubarbe,Levant,,4 550,,,,,,12 168,,,
Fatima zahra,,1759,105,Ris,Allemagne,,245,10,,,,,575 069,8,,
Fatima zahra,,1759,105,Ris,Angleterre,,45 611,12,,,,,575 069,8,,
Fatima zahra,,1759,105,Ris,Espagne,,35 802,,,,,,575 069,8,,
Fatima zahra,,1759,105,Ris,Flandre,,6 257,12,,,,,575 069,8,,
Fatima zahra,,1759,105,Ris,Geneve,,258,15,,,,,575 069,8,,
Fatima zahra,,1759,105,Ris,Hollande,,14 032,6,,,,,575 069,8,,
Fatima zahra,,1759,105,Ris,Isles,,265,16,,,,,575 069,8,,
Fatima zahra,,1759,105,Ris,Italie,,85 473,5,,,,,575 069,8,,
Fatima zahra,,1759,105,Ris,Naples,,3 300,,,,,,575 069,8,,
Fatima zahra,,1759,105,Ris,Genes,,164 784,,,,,,575 069,8,,
Fatima zahra,,1759,105,Ris,Levant,,34 627,,,,,,575 069,8,,
Fatima zahra,,1759,105,Ris,Savoye,,179 422,12,,,,,575 069,8,,
Fatima zahra,,1759,105,Ris,Suisse,,4 989,,,,,,575 069,8,,
Fatima zahra,,1759,105,Rocailles,Geneve,,80,,,,,,99,10,,
Fatima zahra,,1759,105,Rocailles,Savoye,,19,10,,,,,99,10,,
Fatima zahra,,1759,105,Rocou,Espagne,,1 883,,,,,,85 382,10,,
Fatima zahra,,1759,105,Rocou,Flandre,,2 909,10,,,,,85 382,10,,
Fatima zahra,,1759,105,Rocou,Hollande,,40 402,10,,,,,85 382,10,,
Fatima zahra,,1759,105,Rocou,Genes,,38 000,,,,,,85 382,10,,
Fatima zahra,,1759,105,Rocou,Nord,,2 187,10,,,,,85 382,10,,
Fatima zahra,,1759,105,Rognons de castor,Isles,,4 920,,,,,,4 928,,,
Fatima zahra,,1759,105,Rognons de castor,Italie,,8,,,,,,4 928,,,
Fatima zahra,,1759,105,Rognures ; de cartes,Espagne,,120,,1 215,2,,,1 711,,,
Fatima zahra,,1759,105,Rognures ; de cartes,Geneve,,50,2,1 215,2,,,1 711,,,
Fatima zahra,,1759,105,Rognures ; de cartes,Genes,,865,,1 215,2,,,1 711,,,
Fatima zahra,,1759,105,Rognures ; de cartes,Savoye,,180,,1 215,2,,,1 711,,,
Fatima zahra,,1759,105,Rognures ; de papier,Espagne,,284,18,289,18,,,1 711,,,
Fatima zahra,,1759,105,Rognures ; de papier,Flandre,,5,,289,18,,,1 711,,,
Fatima zahra,,1759,105,Rognures ; de peaux,Genes,,116,,206,,,,1 711,,,
Fatima zahra,,1759,105,Rognures ; de peaux,Savoye,,90,,206,,,,1 711,,,
Fatima zahra,,1759,105,Rognes de morue,Danemark,,42 953,,,,,,50 677,,,
Fatima zahra,,1759,105,Rognes de morue,Espagne,,660,,,,,,50 677,,,
Fatima zahra,,1759,105,Rognes de morue,Hollande,,7 064,,,,,,50 677,,,
Fatima zahra,,1759,106,Rottin,Hollande,,406,,,,,,,,,
Fatima zahra,,1759,106,Roues de charettes,Allemagne,,291,,,,,,371,,,
Fatima zahra,,1759,106,Roues de charettes,Flandre,,80,,,,,,371,,,
Fatima zahra,,1759,106,Rouets à filer,Allemagne,,157,,,,,,167,,,
Fatima zahra,,1759,106,Rouets à filer,Hollande,,10,,,,,,167,,,
Fatima zahra,,1759,106,Rozeaux,Espagne,,810,10,,,,,1 228,10,,
Fatima zahra,,1759,106,Rozeaux,Flandre,,378,,,,,,1 228,10,,
Fatima zahra,,1759,106,Rozeaux,Portugal,,40,,,,,,1 228,10,,
Fatima zahra,,1759,106,Ruban ; de fil,Allemagne,,762 369,,818 443,,,,842 721,5,,
Fatima zahra,,1759,106,Ruban ; de fil,Flandre,,21 375,,818 443,,,,842 721,5,,
Fatima zahra,,1759,106,Ruban ; de fil,Hollande,,34 699,,818 443,,,,842 721,5,,
Fatima zahra,,1759,106,Ruban ; fil et laine,Hollande,,12 860,5,,,,,842 721,5,,
Fatima zahra,,1759,106,Ruban ;  filozelle,Flandre,,416,,,,,,842 721,5,,
